GEOID,HH,POP,HH_Occ,GQ_Inst,GQ_Non,GP
410170019031021,119,297,119,0,0,297
410170019031022,16,51,16,0,0,51
410170019031023,8,13,8,0,0,13
410170019031024,22,55,22,0,0,55
410170019031025,11,24,8,0,0,24
410170019031026,32,77,32,0,0,77
410170019031027,12,32,12,0,0,32
410170019031028,35,92,35,0,0,92
410170019031029,0,0,0,0,0,0
410170019031031,20,42,19,0,0,42
410170019031032,20,45,20,0,0,45
410170019031034,14,64,14,0,0,64
410170019031035,16,46,16,0,0,46
410170019031036,9,38,9,0,0,38
410170019031037,3,24,3,0,0,24
410170019031039,30,54,30,0,0,54
410170019031041,19,48,17,0,0,48
410191600013010,24,49,24,0,0,49
410191600013011,12,19,12,0,0,19
410191600021000,75,132,74,0,0,132
410191600021003,65,179,59,0,0,179
410191600021004,3,13,3,0,0,13
410191600021005,0,0,0,0,0,0
410191600021006,4,10,3,0,0,10
410191600021007,0,0,0,0,0,0
410191600021008,50,110,50,0,0,110
410191600021009,1,1,1,0,0,1
410191600021010,12,22,11,0,0,22
410191600021011,2,3,0,0,0,3
410191600021012,5,25,3,0,0,25
410191600021013,20,41,20,0,0,41
410191600021014,0,0,0,0,0,0
410191600021015,0,0,0,0,0,0
410191600021016,1,3,0,0,0,3
410191600021017,32,81,32,0,0,81
410191600021019,2,3,2,0,0,3
410191600021020,18,39,18,0,0,39
410191600021021,59,105,46,0,0,105
410191600021023,0,0,0,0,0,0
410191600021024,94,202,94,0,0,202
410191600021026,19,54,19,0,0,54
410191600021027,19,38,18,0,0,38
410191600021029,7,22,4,0,0,22
410191600021030,4,22,4,0,0,22
410191600021031,4,21,4,0,0,21
410191600021033,6,15,6,0,0,15
410191600021034,17,38,17,0,0,38
410191600021036,28,76,28,0,0,76
410191600021037,5,12,5,0,0,12
410191600021039,10,39,10,0,0,39
410191600021040,43,97,43,0,0,97
410191600021041,2,15,2,0,0,15
410191600021043,8,24,8,0,0,24
410191600021044,6,14,6,0,0,14
410110004023021,15,30,15,0,0,30
410110004023023,0,0,0,0,0,0
410110005021000,0,0,0,0,0,0
410110005021001,0,0,0,0,0,0
410110005021002,0,0,0,0,0,0
410110005021003,0,0,0,0,0,0
410110005021004,0,0,0,0,0,0
410110005021005,0,0,0,0,0,0
410110005021006,0,0,0,0,0,0
410110005021007,0,0,0,0,0,0
410110005021008,0,0,0,0,0,0
410110005021009,0,0,0,0,0,0
410110005021010,0,0,0,0,0,0
410110005021011,0,0,0,0,0,0
410110005021012,0,0,0,0,0,0
410110005021013,0,0,0,0,0,0
410110005021014,30,51,30,0,0,51
410110005021015,0,0,0,0,0,0
410110005021017,1,16,0,0,16,0
410110005021018,0,0,0,0,0,0
410110005021020,0,0,0,0,0,0
410110005021021,1,8,0,0,0,8
410110005021023,0,0,0,0,0,0
410110005021024,0,25,0,0,25,0
410110005021025,68,106,57,0,0,106
410110005021027,6,9,6,0,0,9
410110005021028,7,16,0,0,0,16
410110005021030,0,0,0,0,0,0
410110005021031,11,23,11,0,0,23
410110005021033,0,0,0,0,0,0
410110005021034,0,0,0,0,0,0
410110005021036,0,0,0,0,0,0
410110005021037,105,160,85,0,0,160
410110005021039,0,0,0,0,0,0
410110005021040,12,18,8,0,0,18
410110005021041,52,102,40,0,0,102
410110005021043,0,0,0,0,0,0
410110005021044,0,0,0,0,0,0
410170012004018,18,38,18,0,0,38
410170012004019,18,46,18,0,0,46
410170012004020,33,86,30,0,0,86
410170012004021,20,62,20,0,0,62
410170012004022,66,195,66,0,0,195
410170012004023,19,65,19,0,0,65
410170012004024,6,15,6,0,0,15
410170012004026,14,34,14,0,0,34
410170012004027,75,184,75,0,0,184
410170012004028,14,45,14,0,0,45
410170012004029,8,21,8,0,0,21
410170012004030,18,61,15,0,0,61
410170012004032,21,66,21,0,0,66
410170012004035,67,181,64,0,0,181
410170012004036,12,46,12,0,0,46
410170012004037,12,38,12,0,0,38
410170012004040,13,44,13,0,0,44
410170012004041,16,36,16,0,0,36
410170012004042,20,54,20,0,0,54
410170012004043,19,61,12,0,0,61
410191300022034,11,29,5,0,0,29
410191300022035,26,70,26,0,0,70
410191300022036,6,21,6,0,0,21
410191300022037,15,30,14,0,0,30
410191300022038,4,17,0,0,0,17
410191300022039,6,14,6,0,0,14
410191300022041,3,9,3,0,0,9
410191300022042,28,70,26,0,0,70
410191300022043,8,24,8,0,0,24
410191300023001,53,40,53,0,0,40
410191300023002,2,11,2,0,0,11
410191300023004,17,32,17,0,0,32
410191300023006,21,43,19,0,0,43
410191300023007,20,42,20,0,0,42
410191300023008,5,17,4,0,0,17
410191300023009,8,20,8,0,0,20
410191300023010,6,23,6,0,0,23
410191300023012,8,17,8,0,0,17
410059800001229,0,0,0,0,0,0
410059800001230,0,0,0,0,0,0
410059800001231,0,0,0,0,0,0
410059800001234,0,0,0,0,0,0
410059800001235,0,0,0,0,0,0
410059800001236,0,0,0,0,0,0
410059800001237,0,0,0,0,0,0
410059800001238,0,0,0,0,0,0
410059800001239,0,0,0,0,0,0
410059800001241,0,0,0,0,0,0
410059800001242,0,0,0,0,0,0
410059800001243,0,0,0,0,0,0
410079509002001,2,9,2,0,0,9
410079509002003,9,13,9,0,0,13
410079509002005,20,26,17,0,0,26
410079509002006,28,62,26,0,0,62
410079509002007,12,26,12,0,0,26
410079509002008,24,68,24,0,13,55
410079509002009,24,43,10,0,0,43
410079509002010,148,383,148,0,2,381
410079509002011,4,24,0,0,0,24
410079509002012,0,0,0,0,0,0
410079509002013,2,13,0,0,0,13
410079509002015,9,13,9,0,0,13
410079509002016,5,13,5,0,0,13
410079509002017,7,5,7,0,0,5
410079509002018,6,16,0,0,0,16
410079509002020,15,51,15,0,0,51
410079509002021,8,29,8,0,1,28
410079509002022,2,8,2,0,0,8
410079509002023,0,0,0,0,0,0
410079511002090,0,0,0,0,0,0
410079511002091,0,0,0,0,0,0
410079511002092,0,0,0,0,0,0
410079511002093,0,0,0,0,0,0
410079511002095,0,0,0,0,0,0
410079511002096,0,0,0,0,0,0
410079511002097,0,0,0,0,0,0
410079511002098,0,0,0,0,0,0
410079511002099,0,0,0,0,0,0
410079511002101,3,4,1,0,0,4
410079511002103,6,7,4,0,0,7
410079511002104,18,14,13,0,0,14
410079511002106,14,21,6,0,0,21
410079511002107,2,0,2,0,0,0
410079511002108,0,0,0,0,0,0
410079511002109,0,0,0,0,0,0
410079511002111,0,0,0,0,0,0
410079511002112,0,0,0,0,0,0
410079511002113,33,36,17,0,0,36
410190100001140,0,0,0,0,0,0
410190100001141,0,0,0,0,0,0
410190100001142,0,0,0,0,0,0
410190100001143,0,0,0,0,0,0
410190100001144,0,0,0,0,0,0
410190100001145,0,0,0,0,0,0
410190100001146,0,0,0,0,0,0
410190100001147,0,0,0,0,0,0
410190100001149,0,0,0,0,0,0
410190100001151,0,0,0,0,0,0
410190100001152,0,0,0,0,0,0
410190100001154,0,0,0,0,0,0
410190100001156,0,0,0,0,0,0
410190100001157,0,0,0,0,0,0
410190100001159,0,0,0,0,0,0
410190100001161,0,0,0,0,0,0
410190100001163,0,0,0,0,0,0
410099710003024,12,31,7,0,0,31
410099710003025,29,62,29,0,0,62
410099710003026,1,9,1,0,0,9
410099710003027,7,19,7,0,0,19
410099710003028,4,10,4,0,0,10
410099710003029,7,32,7,0,0,32
410110010011004,41,55,41,0,0,55
410110010011005,2,19,2,0,0,19
410110010011006,0,0,0,0,0,0
410110010011007,13,14,13,0,0,14
410110010011008,11,22,11,0,0,22
410110010011009,12,28,0,0,0,28
410110010011010,17,24,17,0,0,24
410110010011011,16,27,5,0,0,27
410110010011013,14,18,14,0,0,18
410110010011014,18,19,12,0,0,19
410110010011016,5,4,5,0,0,4
410110010011017,8,12,0,0,0,12
410110010011019,86,95,40,0,6,89
410110010011020,8,12,7,0,0,12
410110010011022,74,59,31,0,0,59
410110010011023,3,4,3,0,0,4
410110010011024,5,9,5,0,0,9
410110010011026,0,0,0,0,0,0
410110010011027,0,0,0,0,0,0
410110010011029,67,84,57,0,0,84
410110010011030,10,22,10,0,0,22
410110010011032,22,36,13,0,0,36
410110010011033,1,5,1,0,0,5
410110010011035,2,6,0,0,0,6
410110010011037,5,14,5,0,0,14
410110010011039,3,3,3,0,0,3
410110010011040,29,49,29,0,0,49
410110010011042,39,67,26,0,0,67
410110010011043,2,7,2,0,0,7
410110010011045,40,58,31,0,0,58
410110010011046,0,0,0,0,0,0
410110010011048,19,20,14,0,0,20
410190400001055,2,0,2,0,0,0
410190400001056,1,0,1,0,0,0
410190400001057,0,0,0,0,0,0
410190400001058,6,4,2,0,0,4
410190400001059,0,0,0,0,0,0
410190400001061,9,13,9,0,0,13
410190400001062,0,0,0,0,0,0
410190400001064,0,0,0,0,0,0
410190400001065,0,0,0,0,0,0
410190400001066,0,0,0,0,0,0
410190400001068,1,1,1,0,0,1
410190400001069,3,10,3,0,0,10
410190400001070,0,0,0,0,0,0
410190400001071,1,7,1,0,0,7
410190400001073,3,13,3,0,0,13
410190400001074,6,7,2,0,0,7
410190400001075,1,6,1,0,0,6
410190400001076,0,0,0,0,0,0
410190400001077,0,0,0,0,0,0
410190400001078,8,15,8,0,0,15
410110010021011,2,4,2,0,0,4
410110010021012,0,0,0,0,0,0
410110010021013,25,32,22,0,0,32
410110010021014,0,0,0,0,0,0
410110010021015,21,44,10,0,0,44
410110010021016,26,90,26,0,48,42
410110010021017,23,45,23,0,0,45
410110010021018,0,0,0,0,0,0
410110010021019,3,7,0,0,0,7
410110010021020,2,12,2,0,0,12
410110010021022,20,34,14,0,0,34
410110010021023,33,59,33,0,0,59
410110010021025,7,16,7,0,0,16
410110010021026,0,0,0,0,0,0
410110010021027,3,2,3,0,0,2
410110010021029,23,44,20,0,0,44
410110010021030,0,0,0,0,0,0
410110010021032,1,2,1,0,0,2
410110010021033,2,3,2,0,0,3
410110010021035,14,41,14,0,0,41
410110010021036,5,21,5,0,0,21
410110010021038,1,7,0,0,0,7
410110010021039,0,0,0,0,0,0
410110010021041,0,0,0,0,0,0
410110010021042,0,0,0,0,0,0
410110010021043,0,0,0,0,0,0
410110010021045,1,2,1,0,0,2
410110010021046,9,21,9,0,0,21
410110010021048,0,0,0,0,0,0
410110010021049,0,0,0,0,0,0
410110010021051,0,0,0,0,0,0
410110010021052,6,20,6,0,0,20
410110010021054,0,0,0,0,0,0
410110010021056,0,0,0,0,0,0
410110010021058,0,0,0,0,0,0
410110010021059,2,12,2,0,0,12
410110010021060,0,0,0,0,0,0
410110010022000,0,0,0,0,0,0
410170015022039,10,22,10,0,0,22
410170015022040,26,34,26,0,0,34
410170015022041,14,29,14,0,0,29
410170015022042,14,26,0,0,0,26
410170015022043,10,17,10,0,0,17
410170015022045,0,0,0,0,0,0
410170015022047,3,3,0,0,0,3
410170015022048,0,0,0,0,0,0
410170015022051,0,0,0,0,0,0
410170015022053,24,25,17,0,0,25
410170015022055,0,0,0,0,0,0
410170015022056,13,18,13,0,0,18
410170015022057,9,16,1,0,0,16
410170015022058,0,0,0,0,0,0
410170015022060,0,0,0,0,0,0
410170015022062,0,0,0,0,0,0
410170015022063,0,0,0,0,0,0
410099711002061,0,0,0,0,0,0
410099711002062,0,0,0,0,0,0
410099711002063,0,0,0,0,0,0
410099711002064,0,0,0,0,0,0
410099711002065,2,7,2,0,0,7
410099711002066,0,0,0,0,0,0
410099711002068,0,0,0,0,0,0
410099711002069,0,0,0,0,0,0
410099711002071,12,18,12,0,0,18
410099711002072,37,72,37,0,0,72
410099711002074,22,61,22,0,0,61
410099711002075,9,34,9,0,0,34
410099711002076,3,13,0,0,0,13
410099711002078,28,48,28,0,0,48
410099711002079,0,0,0,0,0,0
410099711002081,12,38,11,0,0,38
410099711002082,3,1,3,0,0,1
410099711002084,23,53,23,0,0,53
410099711002085,6,16,5,0,0,16
410099711002087,8,11,4,0,0,11
410099711002088,3,14,3,0,0,14
410099711002089,99,216,99,0,0,216
410099711002091,9,27,9,0,0,27
410099711002092,2,16,2,0,0,16
410099711002094,2,10,0,0,0,10
410099711002095,9,23,9,0,0,23
410099711002097,16,37,14,0,0,37
410099711002098,8,16,8,0,0,16
410099711002099,6,19,2,0,0,19
410099711002101,11,28,7,0,0,28
410099711002102,13,43,13,0,0,43
410099711002104,3,11,3,0,0,11
410099711002105,5,1,5,0,0,1
410099711002106,5,8,5,0,0,8
410099711003000,3,12,2,0,4,8
410099711003001,2,3,2,0,0,3
410099711003002,1,3,1,0,0,3
410099711003003,3,11,3,0,0,11
410170010051081,0,0,0,0,0,0
410170010051082,3,17,0,0,0,17
410170010052000,30,70,30,0,0,70
410170010052001,24,65,24,0,0,65
410170010052004,28,78,28,0,0,78
410170010052005,29,102,29,0,0,102
410170010052006,46,117,46,0,0,117
410170010052008,2,8,0,0,0,8
410170010052009,7,11,0,0,0,11
410170010052011,4,26,4,0,0,26
410170010052013,5,4,3,0,0,4
410170010052014,2,8,2,0,0,8
410170010052015,5,18,5,0,0,18
410170010052016,1,9,1,0,0,9
410170010052017,20,53,20,0,0,53
410170011011000,8,28,4,0,0,28
410170011011001,76,157,76,0,0,157
410191100002021,0,0,0,0,0,0
410191100002022,0,0,0,0,0,0
410191100002023,0,0,0,0,0,0
410191100002024,0,0,0,0,0,0
410191100002025,16,40,7,0,0,40
410191100002026,0,0,0,0,0,0
410191100002028,8,17,8,0,0,17
410191100002029,18,45,18,0,0,45
410191100002030,10,34,10,0,0,34
410191100002031,0,0,0,0,0,0
410191100002033,86,186,86,0,0,186
410191100002035,3,7,3,0,0,7
410191100002036,4,12,4,0,0,12
410191100002038,5,9,5,0,0,9
410191100002039,0,0,0,0,0,0
410191100002040,5,15,5,0,0,15
410191100002041,0,0,0,0,0,0
410191100002042,1,1,1,0,0,1
410191100002043,3,4,3,0,0,4
410191100002044,5,12,5,0,0,12
410170001001450,0,0,0,0,0,0
410170001001451,0,0,0,0,0,0
410170001001452,0,0,0,0,0,0
410170001001454,0,0,0,0,0,0
410170001001455,0,0,0,0,0,0
410170001001457,0,0,0,0,0,0
410170001001458,0,0,0,0,0,0
410170001001460,0,0,0,0,0,0
410170001001463,0,0,0,0,0,0
410170001001464,0,0,0,0,0,0
410170001001465,0,0,0,0,0,0
410170001001467,0,0,0,0,0,0
410170001001468,0,0,0,0,0,0
410170001001470,0,0,0,0,0,0
410170001001471,0,0,0,0,0,0
410170001001473,0,0,0,0,0,0
410170001001474,0,0,0,0,0,0
410170001001476,0,0,0,0,0,0
410170001001477,0,0,0,0,0,0
410170001001478,0,0,0,0,0,0
410170001001480,0,0,0,0,0,0
410170001001481,0,0,0,0,0,0
410170001001483,0,0,0,0,0,0
410170001001484,0,0,0,0,0,0
410170001001485,0,0,0,0,0,0
410170001001486,0,0,0,0,0,0
410170001001487,0,0,0,0,0,0
410170001001488,0,0,0,0,0,0
410170006022039,1,4,1,0,0,4
410170006031013,96,112,48,0,0,112
410170006031014,20,25,20,0,0,25
410170006031015,61,85,61,0,0,85
410170006031016,202,193,109,0,0,193
410170006031017,11,7,1,0,0,7
410190900021060,0,0,0,0,0,0
410190900021062,31,40,24,0,0,40
410190900021063,4,8,4,0,0,8
410190900021066,10,22,10,0,0,22
410190900021067,0,0,0,0,0,0
410190900021069,0,0,0,0,0,0
410190900021070,6,22,6,0,0,22
410190900021071,16,27,16,0,0,27
410190900021072,0,0,0,0,0,0
410190900021074,6,16,6,0,0,16
410190900021075,4,15,4,0,0,15
410190900021077,0,0,0,0,0,0
410190900021078,0,0,0,0,0,0
410190900021079,1,8,1,0,0,8
410191100001037,0,0,0,0,0,0
410191100002034,10,29,10,0,0,29
410191100002062,0,0,0,0,0,0
410191100002063,0,0,0,0,0,0
410159501001093,0,0,0,0,0,0
410159501001094,0,0,0,0,0,0
410159501001096,0,0,0,0,0,0
410159501001097,0,0,0,0,0,0
410159501001099,0,0,0,0,0,0
410159501001100,0,0,0,0,0,0
410159501001101,0,0,0,0,0,0
410170001001490,0,0,0,0,0,0
410170001001491,0,0,0,0,0,0
410170001001493,0,0,0,0,0,0
410170001001494,0,0,0,0,0,0
410170001001496,0,0,0,0,0,0
410170001001497,0,0,0,0,0,0
410170001001499,0,0,0,0,0,0
410170001001500,0,0,0,0,0,0
410170001001503,0,0,0,0,0,0
410170001001504,0,0,0,0,0,0
410170001001506,0,0,0,0,0,0
410170001001507,0,0,0,0,0,0
410170001001509,0,0,0,0,0,0
410170001001510,0,0,0,0,0,0
410170001001512,0,0,0,0,0,0
410170001001513,0,0,0,0,0,0
410170001001514,0,0,0,0,0,0
410170001001515,0,0,0,0,0,0
410170001001516,0,0,0,0,0,0
410170001001517,0,0,0,0,0,0
410170001001518,0,0,0,0,0,0
410170001001519,0,0,0,0,0,0
410170001001520,0,0,0,0,0,0
410170001001521,0,0,0,0,0,0
410170001001522,0,0,0,0,0,0
410170001001523,0,0,0,0,0,0
410170001001524,0,0,0,0,0,0
410170001001525,0,0,0,0,0,0
410170001001526,0,0,0,0,0,0
410170001001527,0,0,0,0,0,0
410170001001529,0,0,0,0,0,0
410190900021081,0,0,0,0,0,0
410191000001000,0,0,0,0,0,0
410191000001001,0,0,0,0,0,0
410191000001002,25,60,25,0,0,60
410191000001003,60,115,60,0,0,115
410191000001004,1,11,1,0,0,11
410191000001007,0,0,0,0,0,0
410191000001008,0,0,0,0,0,0
410191000001010,0,0,0,0,0,0
410191000001011,0,0,0,0,0,0
410191000001012,27,51,27,0,0,51
410191000001013,0,0,0,0,0,0
410191000001014,0,0,0,0,0,0
410191000001016,0,0,0,0,0,0
410191000001017,0,0,0,0,0,0
410191000001018,0,0,0,0,0,0
410159501001143,0,0,0,0,0,0
410159501001144,0,0,0,0,0,0
410159501001146,0,0,0,0,0,0
410159501001147,0,0,0,0,0,0
410159501001149,0,0,0,0,0,0
410159501001150,0,0,0,0,0,0
410159501001152,0,0,0,0,0,0
410159501001153,0,0,0,0,0,0
410159501001155,0,0,0,0,0,0
410159501001156,0,0,0,0,0,0
410159501001158,0,0,0,0,0,0
410159501001159,0,0,0,0,0,0
410159501001160,0,0,0,0,0,0
410159501001161,0,0,0,0,0,0
410159501001162,0,0,0,0,0,0
410159501001163,0,0,0,0,0,0
410159501001164,4,1,4,0,0,1
410159501001165,0,0,0,0,0,0
410159501001166,0,0,0,0,0,0
410159501001167,0,0,0,0,0,0
410159501001168,12,2,6,0,0,2
410159501001169,0,0,0,0,0,0
410159501001170,0,0,0,0,0,0
410159501001171,0,0,0,0,0,0
410159501001172,0,0,0,0,0,0
410159501001173,0,0,0,0,0,0
410159501001174,0,0,0,0,0,0
410159501001175,0,0,0,0,0,0
410159501001177,0,0,0,0,0,0
410159501001178,0,0,0,0,0,0
410159501001180,0,0,0,0,0,0
410159501001181,0,0,0,0,0,0
410159501001182,0,0,0,0,0,0
410159501001184,0,0,0,0,0,0
410159501001185,0,0,0,0,0,0
410159501001187,0,0,0,0,0,0
410159501001188,0,0,0,0,0,0
410190500013027,0,0,0,0,0,0
410190500013028,18,40,12,0,0,40
410190500013030,3,16,3,0,0,16
410190500013031,8,15,8,0,0,15
410190500013032,1,1,1,0,0,1
410190500013033,55,116,55,0,0,116
410190500013035,22,78,22,0,0,78
410190500013036,8,24,3,0,0,24
410190500013037,0,0,0,0,0,0
410190500013038,5,11,5,0,0,11
410190500013039,7,1,7,0,0,1
410190500013040,7,23,7,0,0,23
410190500013041,3,9,0,0,0,9
410190500013043,14,21,14,0,0,21
410190500013044,6,12,6,0,0,12
410190500013045,1,8,1,0,0,8
410190500013046,7,15,1,0,0,15
410190500013048,3,5,3,0,0,5
410190500013049,4,5,4,0,0,5
410170007022028,1,3,1,0,0,3
410170007023001,0,0,0,0,0,0
410170007023002,52,101,52,0,0,101
410170007023003,1,8,0,0,0,8
410170007023004,3,14,1,0,0,14
410170007023006,6,9,0,0,0,9
410170007023009,6,21,6,0,0,21
410170007023010,30,60,27,0,0,60
410170007023011,38,71,38,0,0,71
410170007023012,11,28,10,0,0,28
410170007023013,15,17,9,0,0,17
410170007023014,2,5,2,0,0,5
410170007023015,0,0,0,0,0,0
410170007023017,2,4,0,0,0,4
410170007023019,0,0,0,0,0,0
410170007023021,8,9,7,0,0,9
410170007023023,1,12,1,0,0,12
410170007023024,9,21,9,0,0,21
410190300001065,5,19,5,0,0,19
410190300001066,2,4,0,0,0,4
410190300001068,4,7,4,0,0,7
410190300001069,15,38,15,0,0,38
410190300001071,9,20,9,0,0,20
410190300001072,1,10,0,0,0,10
410190300001073,1,0,1,0,0,0
410190300001074,2,0,2,0,0,0
410190300001075,5,7,5,0,0,7
410190300001076,2,5,2,0,0,5
410190300001077,11,19,11,0,0,19
410190300001078,0,0,0,0,0,0
410190300001079,0,0,0,0,0,0
410190300001080,0,0,0,0,0,0
410190300001081,3,9,3,0,0,9
410190300001083,1,0,1,0,0,0
410190300001084,0,0,0,0,0,0
410190300001087,0,0,0,0,0,0
410190300001088,2,6,1,0,0,6
410190300001090,0,0,0,0,0,0
410110011021163,0,0,0,0,0,0
410110011021165,0,0,0,0,0,0
410110011021166,0,0,0,0,0,0
410110011021168,0,0,0,0,0,0
410110011021169,0,0,0,0,0,0
410110011021171,0,0,0,0,0,0
410110011021173,0,0,0,0,0,0
410110011021175,0,0,0,0,0,0
410110011021176,0,0,0,0,0,0
410110011021177,0,0,0,0,0,0
410110011021178,0,0,0,0,0,0
410110011021179,0,0,0,0,0,0
410110011021180,0,0,0,0,0,0
410110011021181,0,0,0,0,0,0
410110011021182,0,0,0,0,0,0
410110011021183,0,0,0,0,0,0
410110011021184,0,0,0,0,0,0
410110011021185,0,0,0,0,0,0
410110011021186,0,0,0,0,0,0
410110011021187,0,0,0,0,0,0
410110011021188,2,0,0,0,0,0
410110011021189,3,4,0,0,0,4
410110011021190,2,8,2,0,0,8
410110011021192,0,0,0,0,0,0
410110011021193,2,3,0,0,0,3
410110011021195,0,0,0,0,0,0
410110011021196,0,0,0,0,0,0
410110011021197,0,0,0,0,0,0
410110011021199,2,0,0,0,0,0
410110011021200,1,1,1,0,0,1
410110011021202,20,30,20,0,0,30
410110011021203,0,0,0,0,0,0
410110011021205,1,5,1,0,0,5
410110011021206,0,0,0,0,0,0
410110011021208,0,0,0,0,0,0
410110011021209,0,0,0,0,0,0
410110011021211,0,0,0,0,0,0
410110011021212,0,0,0,0,0,0
410170019031044,10,13,10,0,0,13
410170019032000,9,20,8,0,0,20
410170019032001,37,77,37,0,0,77
410170019032002,1,3,1,0,0,3
410170019032003,0,0,0,0,0,0
410170019032005,8,32,2,0,0,32
410170019032006,16,37,15,0,0,37
410170019032007,16,44,9,0,0,44
410170019032009,134,297,134,0,0,297
410170019032011,20,50,20,0,0,50
410170019032012,13,34,13,0,0,34
410170019032013,18,25,18,0,0,25
410190300001102,2,3,2,0,0,3
410190300001103,3,5,3,0,0,5
410190300001104,1,8,1,0,0,8
410191600021046,8,18,8,0,0,18
410191600021047,32,80,32,0,0,80
410191600021049,10,26,6,0,0,26
410191600021050,30,59,30,0,0,59
410191600021051,22,59,19,0,0,59
410191600021054,6,17,6,0,0,17
410191600022000,35,74,35,0,0,74
410191600022001,125,302,123,0,0,302
410191600022002,56,112,56,0,0,112
410191600022003,43,106,43,0,0,106
410191600022004,68,139,53,0,0,139
410191600022005,12,42,12,0,0,42
410191600022006,19,41,19,0,0,41
410191600022007,13,32,11,0,0,32
410191600022008,16,46,16,0,0,46
410191600023000,138,277,132,0,0,277
410191600023001,3,6,0,0,0,6
410191600023002,12,47,6,0,0,47
410191600023003,25,62,25,0,0,62
410191600023004,0,0,0,0,0,0
410191600023006,1,3,1,0,0,3
410191600023007,49,119,48,0,0,119
410191600023008,50,88,50,0,0,88
410191600023010,3,8,3,0,0,8
410191600023011,4,18,4,0,0,18
410191600023013,0,0,0,0,0,0
410191600023014,5,22,5,0,0,22
410191600023016,1,0,1,0,0,0
410191600023017,0,0,0,0,0,0
410110005021046,0,0,0,0,0,0
410110005021047,0,0,0,0,0,0
410110005021049,0,0,0,0,0,0
410110005021050,0,0,0,0,0,0
410110005021052,0,0,0,0,0,0
410110005021053,0,0,0,0,0,0
410110005021054,0,0,0,0,0,0
410110005021055,0,0,0,0,0,0
410110005021056,3,9,2,0,0,9
410110005021057,0,0,0,0,0,0
410110005021058,4,7,2,0,0,7
410110005021059,3,2,0,0,0,2
410110005021060,28,54,27,0,0,54
410110005021061,17,38,12,0,0,38
410110005021062,10,9,0,0,0,9
410110005021063,7,5,3,0,0,5
410110005021064,3,10,0,0,0,10
410110005021065,0,0,0,0,0,0
410110005021066,0,0,0,0,0,0
410110005021067,0,0,0,0,0,0
410110011021213,0,0,0,0,0,0
410110011021214,0,0,0,0,0,0
410110011021215,2,3,0,0,0,3
410110011021217,0,0,0,0,0,0
410110011021218,4,4,4,0,0,4
410110011021220,3,1,3,0,0,1
410110011021221,0,0,0,0,0,0
410110011021223,1,1,0,0,0,1
410110011021224,0,0,0,0,0,0
410110011021226,0,0,0,0,0,0
410110011021227,0,0,0,0,0,0
410110011021229,0,0,0,0,0,0
410110011021230,0,0,0,0,0,0
410110011021231,3,13,0,0,0,13
410110011021233,9,16,6,0,0,16
410110011021234,1,4,0,0,0,4
410110011021236,0,0,0,0,0,0
410110011021237,1,1,1,0,0,1
410170012004044,23,48,23,0,0,48
410170019031009,9,31,9,0,0,31
410170019032004,43,96,43,0,0,96
410170019032014,13,32,13,0,0,32
410170019032015,17,38,17,0,0,38
410170019032016,12,28,3,0,0,28
410170019032017,17,26,17,0,0,26
410170019032018,0,0,0,0,0,0
410170019032019,29,82,20,0,0,82
410170019032020,42,114,35,0,0,114
410170019032022,16,57,12,0,0,57
410170019032023,15,34,15,0,0,34
410170019033000,2,12,0,0,0,12
410170019033002,278,608,273,0,0,608
410170019033003,30,73,30,0,0,73
410170019033005,14,45,14,0,0,45
410170019033006,55,95,55,0,0,95
410170019033007,22,56,22,0,0,56
410170019033008,24,72,17,0,0,72
410170019033009,22,64,22,0,0,64
410170019033010,25,67,21,0,0,67
410170019033011,13,44,13,0,0,44
410170019033012,161,213,161,8,0,205
410191300023013,21,49,21,0,0,49
410191600023018,3,9,3,0,0,9
410191600023019,0,0,0,0,0,0
410191600023020,2,6,2,0,0,6
410191600023021,1,3,1,0,0,3
410191600023022,0,0,0,0,0,0
410191600023023,1,3,1,0,0,3
410191600023024,6,24,6,0,0,24
410191600023025,1,3,0,0,0,3
410191600023026,1,5,0,0,0,5
410191600023027,48,86,42,0,0,86
410191600023028,2,7,0,0,0,7
410191600023029,12,21,12,0,0,21
410191600023030,7,8,5,0,0,8
410191600023031,1,17,1,0,0,17
410191600023032,10,32,9,0,0,32
410191600023033,38,75,37,0,0,75
410191600023035,13,29,13,0,0,29
410191600023036,17,48,17,0,0,48
410191600023038,69,172,62,0,0,172
410191600023039,2,10,2,0,0,10
410191600023041,0,0,0,0,0,0
410191600023042,0,0,0,0,0,0
410191600023043,0,0,0,0,0,0
410191600023045,0,0,0,0,0,0
410191600023046,2,7,2,0,0,7
410191600023048,2,2,2,0,0,2
410191600023049,0,0,0,0,0,0
410191600023051,1,3,1,0,0,3
410191600023052,14,25,10,0,0,25
410191600023053,1,1,0,0,0,1
410191600023055,19,46,19,0,0,46
410191600023056,2,2,0,0,0,2
410191600023058,1,4,1,0,0,4
410191600023059,3,5,1,0,0,5
410191600023061,8,21,6,0,0,21
410170013011013,14,47,14,0,0,47
410079512003179,0,0,0,0,0,0
410079512003212,0,0,0,0,0,0
410079512003227,26,35,22,0,0,35
410079512003228,32,46,21,0,0,46
410079512003229,18,25,11,0,0,25
410059800001245,0,0,0,0,0,0
410059800001246,0,0,0,0,0,0
410059800001247,0,0,0,0,0,0
410059800001248,0,0,0,0,0,0
410059800001249,0,0,0,0,0,0
