"BLOCK","HH","POP","HH_Occ","GQ_Inst","GQ_Non","GP"
530110409051000,14,41,8,0,0,41
530110409051004,118,350,110,0,0,350
530110409051005,8,34,8,0,0,34
530110409051006,33,82,30,0,0,82
530110409051008,1,11,1,0,0,11
530110409051009,5,13,5,0,0,13
530110409051011,90,228,90,0,0,228
530110409051012,81,213,75,0,0,213
530110409051013,22,41,22,0,0,41
530110409051018,60,156,51,0,0,156
530110409051019,21,56,20,0,0,56
530110409051021,11,42,11,0,0,42
530110409051022,21,60,14,0,0,60
530110409051023,40,95,40,0,0,95
530110409052002,12,25,12,0,0,25
530110409052004,46,110,46,0,0,110
530110409052005,58,135,58,0,0,135
530110409052007,16,36,16,0,0,36
530110409052008,14,30,14,0,0,30
530110409052009,16,64,16,0,0,64
530110409052011,25,93,25,6,0,87
530110409052012,4,14,4,0,0,14
530110409052014,23,57,23,0,0,57
530110409052015,19,72,19,0,0,72
530110414001010,20,57,20,0,0,57
530110414001011,9,23,9,0,0,23
530110414001013,9,35,2,0,0,35
530110414001015,17,40,17,0,0,40
530110414001017,8,28,8,0,0,28
530110414001018,6,13,6,0,0,13
530110414001020,5,22,5,0,0,22
530110414001021,5,12,5,0,0,12
530110414001023,9,13,9,0,0,13
530110414001024,11,31,0,0,0,31
530110414002000,30,84,30,0,0,84
530110414002001,324,828,313,0,0,828
530110414002003,9,17,9,0,0,17
530110414002004,20,51,20,0,0,51
530110414002006,9,38,9,0,0,38
530110414002007,11,36,11,0,0,36
530110414002009,7,24,7,0,0,24
530110414002010,14,42,14,0,0,42
530110414002012,17,52,17,0,0,52
530110414002013,8,18,8,0,0,18
530110414002014,8,11,7,0,0,11
530110414002016,14,65,14,0,0,65
530110414002017,19,41,17,0,0,41
530110414002018,13,45,13,0,0,45
530110414002019,8,27,8,0,0,27
530110414002020,8,24,8,0,0,24
530110414002021,19,38,19,0,0,38
530110414002022,10,33,5,0,0,33
530110414002023,9,32,9,0,0,32
530110414002024,6,43,3,0,0,43
530110414002025,11,36,11,0,0,36
530110414002026,19,53,19,0,0,53
530110414002027,123,322,104,0,0,322
530110414002028,6,12,6,0,0,12
530110414002029,23,36,23,0,0,36
530110414002030,28,85,28,0,0,85
530110414002032,9,31,9,0,0,31
530110409052017,29,72,29,0,0,72
530110409052018,5,22,5,0,0,22
530110409052020,47,113,47,0,0,113
530110409052023,9,23,9,0,0,23
530110409052024,8,16,8,0,0,16
530110409052025,38,85,38,0,0,85
530110409052026,10,22,10,0,0,22
530110409052027,26,73,23,0,0,73
530110409052028,13,30,13,0,0,30
530110409052029,7,15,7,0,0,15
530110409052030,4,15,4,0,0,15
530110409071000,19,37,19,0,0,37
530110409071001,39,104,39,0,0,104
530110409071002,25,80,25,0,0,80
530110409071004,41,104,41,0,0,104
530110409071005,11,26,11,0,0,26
530110409071007,23,69,23,0,0,69
530110409071008,6,22,6,0,0,22
530110409071009,154,406,150,0,0,406
530110414002033,23,28,23,0,0,28
530110414002035,7,29,0,0,0,29
530110414003000,6,15,6,0,0,15
530110414003003,43,110,43,0,0,110
530110414003004,45,84,41,0,0,84
530110414003006,8,32,8,0,0,32
530110414003009,47,137,47,0,0,137
530110414003010,18,44,18,0,0,44
530110414003012,116,289,116,0,0,289
530110414003013,7,22,4,0,0,22
530110414003014,243,626,233,0,0,626
530110414003016,135,365,131,0,0,365
530110414003017,30,84,30,0,0,84
530110412081027,29,59,29,0,0,59
530110412081029,8,34,0,0,0,34
530110412081030,11,38,11,0,0,38
530110412082001,58,140,58,0,0,140
530110412082002,212,486,212,0,0,486
530110412082004,9,24,9,0,0,24
530110412082005,8,30,8,0,0,30
530110412082007,18,32,18,0,0,32
530110412082008,2,11,2,0,0,11
530110412083001,100,215,100,0,0,215
530110412083002,336,510,312,0,0,510
530110412084000,854,1598,815,0,0,1598
530110413091000,17,49,17,0,7,42
530110413091001,222,633,222,0,13,620
530110413091002,20,73,14,0,10,63
530110413091003,57,176,57,10,0,166
530110413091004,21,72,21,0,0,72
530110413091005,55,128,50,0,0,128
530110413091006,35,95,35,0,0,95
530110413091007,19,57,19,0,0,57
530110413091008,25,73,25,0,0,73
530110413091009,9,28,9,0,0,28
530110413091010,13,43,13,0,0,43
530110413091011,20,54,20,0,0,54
530110413091014,53,141,53,2,0,139
530110413092000,238,411,236,0,0,411
530110413092001,302,617,278,67,0,550
530110413092003,21,54,21,0,0,54
530110413092004,18,47,18,0,0,47
530110413092006,38,102,38,0,0,102
530110413093000,102,295,102,0,25,270
530110413093002,194,475,188,0,9,466
530110413093003,56,141,56,0,0,141
530110413093004,26,61,26,0,0,61
530110413093006,32,76,32,0,0,76
530110413093007,34,98,34,0,0,98
530110413093009,20,48,19,0,0,48
530110413093010,130,265,130,0,0,265
530110413093012,2,11,2,0,0,11
530110413101000,19,51,11,0,0,51
530110413101001,27,62,26,0,12,50
530110413101003,30,72,30,0,13,59
530110413101004,7,37,7,0,0,37
530110413101006,26,66,26,0,11,55
530110413101007,23,72,19,0,0,72
530110413101009,24,49,24,0,0,49
530110413101010,15,46,14,0,0,46
530110413101012,50,124,50,0,0,124
530110413101013,30,88,30,0,0,88
530110413101014,19,43,11,0,0,43
530110413101015,23,54,23,0,0,54
530110413101016,27,65,21,0,0,65
530110413102000,272,436,243,0,0,436
530110413102001,11,23,11,0,0,23
530110413102002,146,168,146,0,0,168
530110413102003,2,3,2,0,0,3
530110413102004,7,27,0,0,0,27
530110413102005,13,32,13,0,0,32
530110413102006,31,61,31,0,0,61
530110413102007,247,272,243,0,0,272
530110413103002,12,25,12,0,0,25
530110413103003,36,59,35,0,0,59
530110413103005,31,47,31,0,0,47
530110413103006,45,75,40,0,0,75
530110413103007,18,29,18,0,0,29
530110413103009,2,10,2,0,0,10
530110413103010,4,7,4,0,0,7
530110413103012,75,118,70,0,0,118
530110413131001,759,1601,704,0,0,1601
530110413103013,224,497,219,0,0,497
530110413103017,1,5,0,0,0,5
530110413103019,22,52,22,0,0,52
530110413103020,14,30,14,0,0,30
530110413103022,14,21,10,0,0,21
530110413103023,14,34,14,0,0,34
530110413103025,19,33,19,0,0,33
530110413104000,77,204,77,0,0,204
530110413104001,11,29,4,0,0,29
530110413104003,39,72,39,0,0,72
530110413104004,41,79,41,0,0,79
530110413104006,23,62,23,0,0,62
530110413104007,34,84,29,0,0,84
530110413104010,12,26,12,0,0,26
530110413121000,309,673,308,0,0,673
530110413121001,21,72,21,0,0,72
530110413121002,22,68,19,0,0,68
530110413121003,18,79,18,0,0,79
530110413121004,8,28,8,0,0,28
530110413121005,24,92,13,0,0,92
530110413121006,28,84,28,0,0,84
530110413121007,22,77,18,0,0,77
530110413121008,20,69,20,0,0,69
530110413121009,21,71,21,0,0,71
530110413121010,50,194,50,0,0,194
530110413121011,13,51,13,0,0,51
530110413121013,14,61,14,0,0,61
530110413121014,14,58,14,0,0,58
530110413123000,681,1382,663,0,4,1378
530110413124000,36,109,36,0,0,109
530110413132001,24,44,24,0,0,44
530110413132002,20,38,18,0,0,38
530110413132007,123,298,115,0,0,298
530110413132008,130,344,130,0,0,344
530110413132010,12,58,12,0,0,58
530110413132011,12,44,12,0,0,44
530110413132012,57,189,57,0,0,189
530110413132014,16,53,16,0,0,53
530110413132015,9,37,9,0,0,37
530110413171001,10,23,10,0,0,23
530110413171002,38,103,38,0,0,103
530110413171004,8,22,8,0,0,22
530110413171005,22,60,22,0,0,60
530110413171006,10,21,10,0,0,21
530110413171008,26,69,26,0,0,69
530110413171009,10,20,10,0,0,20
530110413171011,15,34,15,0,0,34
530110413171012,3,20,3,0,0,20
530110413171015,15,29,15,0,0,29
530110413171016,2,39,0,0,8,31
530110413171019,2,16,2,0,0,16
530110413171021,6,20,6,0,0,20
530110413171022,8,33,8,0,0,33
530110413171024,6,18,6,0,0,18
530110413171025,11,33,11,0,0,33
530110413171026,20,52,20,0,0,52
530110413171027,20,68,20,0,0,68
530110413172000,111,259,111,0,0,259
530110413172001,17,75,17,0,0,75
530110413172002,16,50,16,0,0,50
530110413172003,26,59,26,0,0,59
530110413172004,16,34,16,0,0,34
530110413172005,10,47,10,0,0,47
530110413124001,95,312,95,0,0,312
530110413124003,28,111,22,0,0,111
530110413124004,181,566,172,0,0,566
530110413124006,25,76,25,0,0,76
530110413131000,5,33,5,0,0,33
530110413172006,27,71,27,0,0,71
530110413172007,8,40,3,0,0,40
530110413172009,6,22,6,0,0,22
530110413173000,1029,2350,985,0,14,2336
530110413173001,4,18,4,0,0,18
530110413173003,6,24,6,0,0,24
530110413174000,123,171,112,0,0,171
530110413174001,511,945,461,0,0,945
530110413174003,175,434,167,0,0,434
530110413174004,25,160,22,0,0,160
530110413191001,4,7,0,0,0,7
530110413191002,9,19,9,0,0,19
530110413191004,228,595,226,0,6,589
530110413191005,16,54,16,0,0,54
530110413191006,15,41,13,0,0,41
530110413191008,7,25,7,0,0,25
530110413191009,17,32,17,0,0,32
530110413191011,6,21,0,0,0,21
530110413191012,17,52,17,0,0,52
530110413191014,15,48,15,0,0,48
530110413191015,15,54,15,0,0,54
530110413191016,17,54,17,0,0,54
530110413191018,30,56,30,0,0,56
530110413191019,33,62,33,0,0,62
530110413191021,17,48,17,0,0,48
530110413191022,6,22,5,0,0,22
530110413191024,15,56,15,0,0,56
530110413191025,6,25,6,0,0,25
530110413191027,6,18,6,0,0,18
530110413192000,78,193,78,0,0,193
530110413192001,18,35,18,0,0,35
530110413192002,53,133,48,0,0,133
530110413192003,14,49,14,0,0,49
530110413192004,16,38,16,0,0,38
530110413192005,58,165,58,0,0,165
530110413192006,53,122,53,0,0,122
530110413201019,11,40,11,0,0,40
530110413201020,20,57,20,0,0,57
530110413201021,14,27,14,0,0,27
530110413202001,105,282,105,0,0,282
530110413202002,15,31,15,0,0,31
530110413202004,21,79,21,0,0,79
530110413202005,32,91,32,0,0,91
530110413202007,11,37,9,0,0,37
530110413202008,11,45,11,0,0,45
530110413202009,24,79,24,0,0,79
530110407122010,10,40,10,0,0,40
530110407122011,33,77,33,0,0,77
530110407122012,38,137,31,0,0,137
530110407123000,83,232,83,0,0,232
530110407123001,20,68,20,0,0,68
530110407123002,19,56,19,0,0,56
530110407123003,97,286,97,0,0,286
530110403012017,3,8,3,0,0,8
530110403012018,2,21,0,0,0,21
530110403012019,1,1,1,0,0,1
530110403012020,3,9,3,0,0,9
530110403012021,23,86,23,0,0,86
530110403012022,1,8,1,0,0,8
530110403012024,4,17,4,0,0,17
530110403012025,68,193,68,0,0,193
530110403012027,3,22,3,0,0,22
530110403012028,1,3,1,0,0,3
530110403012030,3,5,3,0,0,5
530110403012031,3,12,3,0,0,12
530110403012032,1,3,1,0,0,3
530110403012034,16,43,16,0,0,43
530110403012035,3,10,3,0,0,10
530110403031001,16,55,10,0,0,55
530110403031002,5,15,5,0,0,15
530110403031003,2,3,2,0,0,3
530110403031005,5,18,5,0,0,18
530110403031006,53,180,53,0,0,180
530110403031008,27,86,27,0,0,86
530110403031009,16,90,16,0,0,90
530110403031011,95,237,94,0,0,237
530110403031012,40,114,40,0,0,114
530110403031013,21,56,21,0,0,56
530110403031015,28,76,28,0,0,76
530110403031016,61,182,61,0,0,182
530110403031018,25,81,25,0,0,81
530110403031019,33,114,33,0,0,114
530110403031021,49,124,49,0,0,124
530110403031022,1,16,1,0,0,16
530110403032002,38,78,33,0,0,78
530110403032003,11,45,11,0,0,45
530110405041007,292,872,292,0,0,872
530110405041008,3,16,3,0,0,16
530110405041009,2,14,2,0,0,14
530110405041010,11,25,11,0,0,25
530110405041011,5,21,5,0,0,21
530110405041013,34,87,34,0,0,87
530110405041014,6,20,6,0,0,20
530110405041015,34,53,34,0,0,53
530110405041017,10,17,4,0,0,17
530110405041018,17,27,8,0,0,27
530110405041019,12,58,12,0,0,58
530110405041021,9,32,6,0,0,32
530110405041022,1,8,0,0,0,8
530110405041027,1,21,1,0,0,21
530110405041029,0,471,0,471,0,0
530110405041031,1,16,1,0,0,16
530110405041032,6,24,6,0,0,24
530110405041037,8,39,8,0,0,39
530110405041038,37,108,37,0,0,108
530110405041040,14,53,14,0,0,53
530110405041041,94,286,91,0,0,286
530110405041042,3,7,3,0,0,7
530110405041050,1,21,1,0,0,21
530110405071021,125,235,112,0,7,228
530110405071025,3,2,3,0,0,2
530110405072000,1,6,1,0,0,6
530110405072003,16,35,16,0,0,35
530110405072004,9,32,9,0,0,32
530110405072005,8,37,8,0,0,37
530110405072007,45,107,45,0,0,107
530110405072008,26,89,26,0,0,89
530110405091001,58,112,58,0,0,112
530110405091003,13,54,13,0,0,54
530110405091004,31,70,31,0,0,70
530110405091005,47,116,47,0,0,116
530110405091007,25,64,25,0,0,64
530110405091008,13,45,13,0,0,45
530110405091010,14,40,13,0,0,40
530110405091011,11,20,9,0,0,20
530110405091013,8,23,8,0,0,23
530110402011024,2,17,2,0,0,17
530110402011025,3,4,3,0,0,4
530110402011026,3,22,2,0,0,22
530110406081033,14,34,14,0,0,34
530110406082003,71,195,67,0,0,195
530110406082004,17,53,17,0,0,53
530110406082006,19,71,19,0,0,71
530110406082007,65,202,65,0,0,202
530110406082008,20,60,14,0,0,60
530110406082010,11,53,11,0,0,53
530110406082011,9,42,9,0,0,42
530110406082013,26,78,26,0,0,78
530110406082014,14,42,14,0,0,42
530110406082016,18,43,18,0,0,43
530110406083001,22,68,22,0,0,68
530110406083003,138,406,138,0,0,406
530110406083004,13,32,13,0,0,32
530110406083006,54,171,54,0,0,171
530110406083007,11,42,4,0,0,42
530110406083009,20,63,20,0,0,63
530110406083011,50,135,48,0,0,135
530110406083014,5,27,4,0,0,27
530110406083015,68,180,68,0,0,180
530110406083016,27,95,27,0,0,95
530110406083017,9,31,9,0,0,31
530110406083020,11,32,9,0,0,32
530110406083021,5,8,5,0,0,8
530110406091000,18,77,18,0,0,77
530110406091001,20,45,20,0,0,45
530110406091002,41,127,41,0,0,127
530110406091003,13,46,13,0,0,46
530110406091004,7,23,7,0,0,23
530110406091006,13,38,13,0,0,38
530110406091007,145,454,138,0,0,454
530110407123005,22,75,22,0,0,75
530110407123006,72,221,72,0,0,221
530110403032004,15,39,6,0,0,39
530110403032005,3,19,3,0,0,19
530110403032006,7,11,7,0,0,11
530110403032007,46,126,46,0,0,126
530110403032008,1,10,1,0,0,10
530110403032009,6,29,6,0,0,29
530110403032010,66,185,66,0,0,185
530110402033015,28,99,27,0,0,99
530110403032016,19,40,19,0,0,40
530110403032017,8,26,8,0,0,26
530110403032018,141,318,123,0,0,318
530110403032020,17,44,17,0,0,44
530110403032021,4,18,1,0,0,18
530110403032023,2,12,2,0,0,12
530110403032027,41,119,41,0,0,119
530110403032028,2,6,2,0,0,6
530110403032029,3,23,2,0,0,23
530110403032031,4,16,4,0,0,16
530110403032032,2,8,2,0,0,8
530110403032033,2,12,2,0,0,12
530110403032034,3,8,3,0,0,8
530110403032035,63,146,63,0,0,146
530110403032036,1,14,1,0,0,14
530110403032037,10,41,10,0,24,17
530110403033000,352,644,256,0,0,644
530110403033001,27,64,27,0,0,64
530110403033002,11,34,0,0,0,34
530110403033004,10,37,7,0,0,37
530110403033005,9,21,9,0,0,21
530110403033007,12,68,12,0,0,68
530110403033008,21,46,19,0,0,46
530110403033009,27,78,27,0,0,78
530110403033011,14,39,11,0,0,39
530110403033012,55,147,49,0,0,147
530110403033014,20,42,15,0,0,42
530110402011027,4,15,4,0,0,15
530110402011028,14,53,14,0,0,53
530110402011029,17,57,17,0,0,57
530110402011030,2,5,0,0,0,5
530110402011031,17,62,17,0,0,62
530110402011033,7,18,7,0,0,18
530110402012000,36,119,34,0,0,119
530110402012003,10,25,10,0,0,25
530110402012005,36,102,36,0,0,102
530110402012006,98,176,98,0,0,176
530110402012007,2,21,0,0,0,21
530110406091009,79,264,77,0,0,264
530110406091010,7,42,7,0,0,42
530110406091011,32,69,32,0,0,69
530110406091013,126,397,126,0,0,397
530110406091014,9,26,9,0,0,26
530110406091016,12,44,12,0,0,44
530110406091017,9,48,4,0,0,48
530110406091019,12,46,12,0,0,46
530110406091020,5,36,5,0,0,36
530110406091021,5,19,0,0,0,19
530110406092001,19,65,19,0,0,65
530110406092002,95,250,95,0,0,250
530110406092004,21,72,21,0,0,72
530110406092005,25,85,25,0,0,85
530110406092007,23,66,23,0,0,66
530110406092008,11,56,11,0,0,56
530110406092009,357,1048,356,0,0,1048
530110406092011,17,51,17,0,0,51
530110406092012,19,59,19,0,0,59
530110406092014,23,70,23,0,0,70
530110406092015,24,63,19,0,0,63
530110406092017,156,517,156,0,0,517
530110406101000,19,53,19,0,0,53
530110406101002,143,465,143,0,0,465
530110406101003,23,88,20,0,0,88
530110406101004,11,37,11,0,0,37
530110406101005,20,49,20,0,0,49
530110406101006,18,55,18,0,0,55
530110406101007,22,65,22,0,0,65
530110406101008,23,77,23,0,0,77
530110406101009,33,108,33,0,0,108
530110406101010,272,846,272,0,0,846
530110406101011,7,47,2,0,0,47
530110406101012,19,69,19,0,0,69
530110406101013,12,33,10,0,0,33
530110406101014,12,60,12,0,0,60
530110406101015,10,25,10,0,0,25
530110407033001,46,131,46,0,0,131
530110407033003,6,19,4,0,0,19
530110403033015,2,7,1,0,0,7
530110403033017,11,32,11,0,0,32
530110403033018,11,31,11,0,0,31
530110403033019,13,17,9,0,0,17
530110403041001,21,50,21,0,0,50
530110403041002,23,68,15,0,0,68
530110403041004,12,47,12,0,0,47
530110403041005,28,93,28,0,0,93
530110403041007,22,57,21,0,0,57
530110403041008,20,67,20,0,0,67
530110403041009,18,57,14,0,0,57
530110403041011,11,63,11,0,0,63
530110403041012,10,41,10,0,0,41
530110403041014,14,49,14,0,0,49
530110403041015,15,53,14,0,0,53
530110403041020,98,296,98,0,0,296
530110403041025,4,18,0,0,0,18
530110403041026,168,443,165,0,0,443
530110403041027,5,36,5,0,0,36
530110403041028,6,25,6,0,0,25
530110403051000,1,6,1,0,0,6
530110403051001,49,129,49,0,0,129
530110403051002,8,26,8,0,0,26
530110403051003,9,25,9,0,0,25
530110403051004,12,44,12,0,0,44
530110403051006,3,10,3,0,0,10
530110403051007,6,16,6,0,0,16
530110403051009,26,57,22,0,0,57
530110403051010,10,27,10,0,0,27
530110403051011,3,76,3,29,0,47
530110403051013,8,19,8,0,0,19
530110402012008,5,22,5,0,15,7
530110402012012,140,369,140,0,0,369
530110402012013,24,53,24,0,0,53
530110402012014,7,18,0,0,0,18
530110402012015,27,84,27,0,0,84
530110402012024,7,21,7,0,0,21
530110406101017,56,183,51,0,0,183
530110406101018,34,100,29,0,0,100
530110406102000,110,329,106,0,0,329
530110406102001,11,41,11,0,0,41
530110406102002,131,392,131,0,0,392
530110406102004,17,63,17,0,0,63
530110406102005,18,61,18,0,0,61
530110406102007,73,217,73,0,0,217
530110406102008,7,32,7,0,0,32
530110407031000,37,119,35,0,0,119
530110407031001,212,575,212,0,0,575
530110407031002,20,68,20,0,0,68
530110407031004,5,33,5,0,0,33
530110407031005,39,115,33,0,0,115
530110407031007,41,131,41,0,0,131
530110407031008,12,45,12,0,0,45
530110407031011,50,156,45,0,0,156
530110407031012,50,159,50,0,0,159
530110407031014,18,59,18,0,0,59
530110407031015,20,56,17,0,0,56
530110407031017,79,206,79,0,9,197
530110407031018,14,67,14,0,0,67
530110407032001,11,31,5,0,0,31
530110407032002,31,77,31,0,0,77
530110407032004,45,151,45,0,0,151
530110407032005,35,91,35,0,0,91
530110407032006,56,196,56,0,3,193
530110407032007,15,55,15,0,0,55
530110407032008,8,34,5,0,0,34
530110407032009,12,56,12,0,0,56
530110407032010,19,60,19,0,0,60
530110407032011,38,122,38,0,0,122
530110407032012,7,27,7,9,0,18
530110407032013,56,156,56,0,0,156
530110407032014,21,80,14,0,0,80
530110407032015,34,108,34,0,0,108
530110407033004,127,310,127,0,0,310
530110407033006,39,96,31,0,0,96
530110407033007,12,48,12,0,0,48
530110407033008,10,28,10,0,0,28
530110407033009,26,91,26,0,0,91
530110407033010,20,45,14,0,0,45
530110407033011,17,33,17,0,0,33
530110407034000,216,569,213,0,17,552
530110407034001,6,20,6,0,0,20
530110407034004,22,72,22,0,0,72
530110407034005,19,64,19,0,0,64
530110407034006,49,121,49,0,0,121
530110407034007,24,77,24,0,0,77
530110407034009,3,18,3,0,0,18
530110407034010,6,26,6,0,0,26
530110407034016,2,15,2,0,0,15
530110407061000,56,189,56,0,0,189
530110407061001,35,104,35,0,0,104
530110407061003,374,801,365,0,0,801
530110407061004,31,72,31,0,0,72
530110407061005,14,42,3,0,0,42
530110407061007,15,40,9,0,0,40
530110407061008,17,68,15,0,0,68
530110407061010,12,43,12,0,0,43
530110407061011,13,44,13,0,0,44
530110407062000,50,174,50,0,7,167
530110407062001,17,46,17,0,0,46
530110407062003,49,149,49,0,0,149
530110407062004,8,37,8,0,0,37
530110407062006,8,26,8,0,0,26
530110403051014,1,10,1,0,0,10
530110403051016,5,9,5,0,0,9
530110403051017,27,65,27,0,0,65
530110403051019,1,6,1,0,0,6
530110403051020,6,15,6,0,0,15
530110403051021,13,34,13,0,0,34
530110403051023,36,81,31,0,0,81
530110403051024,11,32,11,0,0,32
530110403051026,15,32,15,0,0,32
530110403051029,6,10,6,0,0,10
530110403051030,3,11,3,0,0,11
530110403051031,13,27,10,0,0,27
530110403051033,72,147,72,0,0,147
530110403051034,11,26,11,0,0,26
530110403051036,13,33,13,0,0,33
530110403051037,5,21,5,0,0,21
530110403051039,21,56,8,0,0,56
530110403051040,1,6,1,0,0,6
530110403052001,8,12,8,0,0,12
530110403052002,34,96,34,0,0,96
530110403052005,46,112,46,0,0,112
530110401011010,38,111,38,0,0,111
530110401011012,74,201,71,0,0,201
530110401011013,19,76,19,0,0,76
530110401011014,17,48,15,0,0,48
530110401011015,7,38,7,0,0,38
530110401011016,3,5,3,0,0,5
530110401011017,7,35,7,0,0,35
530110401011018,3,7,3,0,0,7
530110401011019,9,11,9,0,0,11
530110401011020,29,84,29,0,0,84
530110401011021,45,183,39,0,0,183
530110401011024,33,82,33,0,0,82
530110402012026,21,66,18,0,0,66
530110402012027,3,8,3,0,0,8
530110402012028,1,3,1,0,0,3
530110402012029,1,14,1,0,0,14
530110402012031,7,15,7,0,0,15
530110402012032,2,8,2,0,0,8
530110402012037,24,32,19,0,0,32
530110402012038,55,84,55,0,0,84
530110405091015,14,41,14,0,0,41
530110405091016,54,112,54,0,0,112
