"PUMA","W","Z","N","EXP","EXP_MIN","EXP_MAX","RMSE"
11000,45932,4719,3049,0.102738831315858,0,1.66666666666667,0.17240577357994
11101,49936,50052,2598,1.00232297340596,0,10.1428571428571,0.833491351003578
11102,49482,48325,2207,0.976617759993533,0,28.9230769230769,0.955620255725051
11103,42760,43126,2011,1.00855940130964,0,5.26666666666667,0.852488381527241
11104,46685,45683,2453,0.978537003320124,0,9.625,0.912338761059245
