geography,id,num_hh_control,hh_by_type_sf_control,hh_by_type_sfa_control,hh_by_type_dup_control,hh_by_type_mf4_control,hh_by_type_mf9_control,hh_by_type_mf19_control,hh_by_type_mf49_control,hh_by_type_mf50_control,hh_by_type_mh_control,hh_by_type_rv_control,hh_size_1_control,hh_size_2_control,hh_size_3_control,hh_size_4_control,hh_size_5_control,hh_size_6_control,hh_size_7_control,hh_inc_1_control,hh_inc_2_control,hh_inc_3_control,hh_inc_4_control,hh_inc_5_control,hh_inc_6_control,hh_inc_7_control,hh_inc_8_control,hh_inc_9_control,hhkid_control,hh_veh_0_control,hh_veh_1_control,hh_veh_2_control,hh_veh_3_control,hh_veh_4_control,hh_veh_5_control,hh_age_1_control,hh_age_2_control,hh_age_3_control,hh_age_4_control,hh_age_5_control,hh_age_6_control,hh_age_7_control,hh_age_8_control,hh_age_9_control,hh_age_10_control,hh_age_11_control,hh_age_12_control,persons_occ_1_control,persons_occ_2_control,persons_occ_4_control,persons_occ_5_control,persons_occ_6_control,hh_wrks_0_control,hh_wrks_1_control,hh_wrks_2_control,hh_wrks_3_plus_control,num_hh_result,hh_by_type_sf_result,hh_by_type_sfa_result,hh_by_type_dup_result,hh_by_type_mf4_result,hh_by_type_mf9_result,hh_by_type_mf19_result,hh_by_type_mf49_result,hh_by_type_mf50_result,hh_by_type_mh_result,hh_by_type_rv_result,hh_size_1_result,hh_size_2_result,hh_size_3_result,hh_size_4_result,hh_size_5_result,hh_size_6_result,hh_size_7_result,hh_inc_1_result,hh_inc_2_result,hh_inc_3_result,hh_inc_4_result,hh_inc_5_result,hh_inc_6_result,hh_inc_7_result,hh_inc_8_result,hh_inc_9_result,hhkid_result,hh_veh_0_result,hh_veh_1_result,hh_veh_2_result,hh_veh_3_result,hh_veh_4_result,hh_veh_5_result,hh_age_1_result,hh_age_2_result,hh_age_3_result,hh_age_4_result,hh_age_5_result,hh_age_6_result,hh_age_7_result,hh_age_8_result,hh_age_9_result,hh_age_10_result,hh_age_11_result,hh_age_12_result,persons_occ_1_result,persons_occ_2_result,persons_occ_4_result,persons_occ_5_result,persons_occ_6_result,hh_wrks_0_result,hh_wrks_1_result,hh_wrks_2_result,hh_wrks_3_plus_result,num_hh_diff,hh_by_type_sf_diff,hh_by_type_sfa_diff,hh_by_type_dup_diff,hh_by_type_mf4_diff,hh_by_type_mf9_diff,hh_by_type_mf19_diff,hh_by_type_mf49_diff,hh_by_type_mf50_diff,hh_by_type_mh_diff,hh_by_type_rv_diff,hh_size_1_diff,hh_size_2_diff,hh_size_3_diff,hh_size_4_diff,hh_size_5_diff,hh_size_6_diff,hh_size_7_diff,hh_inc_1_diff,hh_inc_2_diff,hh_inc_3_diff,hh_inc_4_diff,hh_inc_5_diff,hh_inc_6_diff,hh_inc_7_diff,hh_inc_8_diff,hh_inc_9_diff,hhkid_diff,hh_veh_0_diff,hh_veh_1_diff,hh_veh_2_diff,hh_veh_3_diff,hh_veh_4_diff,hh_veh_5_diff,hh_age_1_diff,hh_age_2_diff,hh_age_3_diff,hh_age_4_diff,hh_age_5_diff,hh_age_6_diff,hh_age_7_diff,hh_age_8_diff,hh_age_9_diff,hh_age_10_diff,hh_age_11_diff,hh_age_12_diff,persons_occ_1_diff,persons_occ_2_diff,persons_occ_4_diff,persons_occ_5_diff,persons_occ_6_diff,hh_wrks_0_diff,hh_wrks_1_diff,hh_wrks_2_diff,hh_wrks_3_plus_diff
TRACT,53011040909,2235,1583,338,93,27,14,15,0,59,106,0,623,838,340,310,124,0,0,86,83,172,207,218,203,525,386,355,536,31,557,1060,357,175,55,95,311,344,193,343,465,529,677,826,751,476,277,1258,405,247,229,247,780,636,723,96,2235,1582,339,93,27,14,15,0,59,106,0,615,833,340,312,127,0,0,86,83,172,207,217,204,525,387,354,534,31,557,1059,358,175,55,93,307,339,191,340,460,523,671,822,744,474,276,1255,407,249,227,246,780,636,722,97,0,-1,1,0,0,0,0,0,0,0,0,-8,-5,0,2,3,0,0,0,0,0,0,-1,1,0,1,-1,-2,0,0,-1,1,0,0,-2,-4,-5,-2,-3,-5,-6,-6,-4,-7,-2,-1,-3,2,2,-2,-1,0,0,-1,1
TRACT,53011040910,1454,1295,24,0,0,0,6,0,0,129,0,200,520,255,266,155,27,31,37,27,67,110,180,195,340,269,229,572,38,254,699,194,215,54,201,264,343,287,435,360,624,548,761,365,184,39,1101,482,202,205,330,324,407,579,144,1454,1296,23,0,0,0,6,0,0,129,0,195,511,253,267,158,28,35,37,27,67,110,180,194,339,270,230,573,37,254,700,194,215,54,199,261,338,284,431,356,617,543,754,362,181,39,1067,469,199,198,318,311,402,589,152,0,1,-1,0,0,0,0,0,0,0,0,-5,-9,-2,1,3,1,4,0,0,0,0,0,-1,-1,1,1,1,-1,0,1,0,0,0,-2,-3,-5,-3,-4,-4,-7,-5,-7,-3,-3,0,-34,-13,-3,-7,-12,-13,-5,10,8
TRACT,53011041003,1672,1435,35,0,24,16,74,17,62,9,0,490,710,227,137,55,24,29,92,25,42,132,299,233,459,229,161,265,116,321,759,290,136,50,218,184,108,106,262,531,441,475,950,580,204,142,731,378,339,59,356,430,724,456,62,1672,1435,35,0,24,16,74,17,62,9,0,469,690,226,140,58,27,35,92,25,42,132,299,233,460,229,160,265,116,322,759,289,136,50,214,180,106,103,257,523,429,463,927,566,198,139,731,385,344,61,359,437,721,453,61,0,0,0,0,0,0,0,0,0,0,0,-21,-20,-1,3,3,3,6,0,0,0,0,0,0,1,0,-1,0,0,1,0,-1,0,0,-4,-4,-2,-3,-5,-8,-12,-12,-23,-14,-6,-3,0,7,5,2,3,7,-3,-3,-1
TRACT,53011041005,1091,532,25,97,69,12,37,25,81,213,0,361,310,166,164,68,22,0,85,89,240,211,176,186,75,11,18,344,148,337,351,171,70,14,173,93,172,366,351,337,402,316,313,161,48,0,215,300,187,309,225,213,558,213,107,1091,532,25,97,68,12,37,25,82,213,0,351,304,166,167,71,24,0,85,89,240,210,177,187,74,11,18,345,148,337,350,172,70,14,170,90,167,359,345,331,394,310,308,159,47,0,221,312,195,313,232,224,560,208,99,0,0,0,0,-1,0,0,0,1,0,0,-10,-6,0,3,3,2,0,0,0,0,-1,1,1,-1,0,0,1,0,0,-1,1,0,0,-3,-3,-5,-7,-6,-6,-8,-6,-5,-2,-1,0,6,12,8,4,7,11,2,-5,-8
TRACT,53011041007,1374,1001,44,53,30,8,41,109,50,38,0,330,548,174,111,163,48,0,89,55,64,177,121,353,339,97,79,383,58,487,451,216,127,35,123,186,302,206,189,424,647,372,281,282,233,273,664,218,352,100,221,387,580,346,61,1374,1002,44,53,30,8,41,109,49,38,0,329,546,174,111,165,49,0,89,55,64,177,120,353,338,99,79,383,58,487,450,217,127,35,122,185,301,205,188,421,643,371,282,283,232,273,650,214,344,98,214,379,577,353,65,0,1,0,0,0,0,0,0,-1,0,0,-1,-2,0,0,2,1,0,0,0,0,0,-1,0,-1,2,0,0,0,0,-1,1,0,0,-1,-1,-1,-1,-1,-3,-4,-1,1,1,-1,0,-14,-4,-8,-2,-7,-8,-3,7,4
TRACT,53011041008,1461,1437,16,8,0,0,0,0,0,0,0,219,677,181,288,67,7,22,15,41,79,88,219,202,374,286,157,441,0,252,590,458,103,58,150,181,216,274,284,352,456,677,450,525,248,113,1041,188,391,163,257,455,349,536,121,1461,1436,17,8,0,0,0,0,0,0,0,216,669,182,289,68,7,24,15,41,79,88,218,203,374,286,157,442,0,252,589,459,103,58,148,177,214,272,281,350,452,673,450,521,246,112,1008,185,381,158,250,437,348,547,129,0,-1,1,0,0,0,0,0,0,0,0,-3,-8,1,1,1,0,2,0,0,0,0,-1,1,0,0,0,1,0,0,-1,1,0,0,-2,-4,-2,-2,-3,-2,-4,-4,0,-4,-2,-1,-33,-3,-10,-5,-7,-18,-1,11,8
TRACT,53011041009,1755,713,49,55,118,211,197,103,164,145,0,611,749,202,123,41,10,19,150,136,137,273,304,300,317,76,62,359,228,659,623,148,78,19,190,170,153,67,467,542,415,637,556,407,281,83,638,293,340,123,404,561,699,444,51,1755,714,49,55,118,210,197,103,164,145,0,585,729,200,123,42,10,21,150,136,138,273,304,299,317,76,62,358,228,658,623,148,78,20,187,168,150,66,460,533,408,625,550,403,277,82,645,299,344,126,407,570,699,436,50,0,1,0,0,0,-1,0,0,0,0,0,-26,-20,-2,0,1,0,2,0,0,1,0,0,-1,0,0,0,-1,0,-1,0,0,0,1,-3,-2,-3,-1,-7,-9,-7,-12,-6,-4,-4,-1,7,6,4,3,3,9,0,-8,-1
TRACT,53011041010,2115,803,66,49,354,92,163,177,138,249,24,754,793,277,207,62,0,22,215,181,80,391,344,351,391,117,45,502,117,847,919,134,66,32,433,223,122,114,428,858,564,531,665,498,181,108,738,505,461,160,486,504,946,587,78,2115,804,66,49,354,92,163,176,138,250,23,736,782,276,208,63,0,24,215,181,79,391,344,351,392,117,45,503,117,847,919,134,66,32,425,219,121,113,422,847,559,524,661,496,180,106,758,522,476,165,497,522,947,572,74,0,1,0,0,0,0,0,-1,0,1,-1,-18,-11,-1,1,1,0,2,0,0,-1,0,0,0,1,0,0,1,0,0,0,0,0,0,-8,-4,-1,-1,-6,-11,-5,-7,-4,-2,-1,-2,20,17,15,5,11,18,1,-15,-4
TRACT,53011041011,1409,1147,19,29,29,41,77,27,0,40,0,357,456,202,53,256,62,23,53,8,121,145,300,248,299,91,144,516,5,353,578,279,154,40,218,200,332,126,275,586,555,436,351,383,123,26,711,200,411,213,214,350,487,477,95,1409,1146,19,29,29,41,77,27,0,41,0,385,468,199,50,233,55,19,53,8,120,145,301,248,299,91,144,513,4,354,577,280,154,40,226,209,340,133,286,613,580,456,369,401,128,27,721,205,420,217,217,351,490,473,95,0,-1,0,0,0,0,0,0,0,1,0,28,12,-3,-3,-23,-7,-4,0,0,-1,0,1,0,0,0,0,-3,-1,1,-1,1,0,0,8,9,8,7,11,27,25,20,18,18,5,1,10,5,9,4,3,1,3,-4,0
TRACT,53011041104,1407,841,194,44,98,84,13,54,45,34,0,312,344,261,260,161,46,23,84,108,55,189,249,177,340,174,31,492,180,274,469,366,65,53,332,173,250,167,481,697,794,480,297,215,179,13,442,342,438,281,398,331,541,329,206,1407,840,194,44,98,85,13,54,45,34,0,316,345,259,258,159,47,23,84,108,56,189,248,178,340,173,31,492,180,275,469,365,65,53,333,176,251,168,483,699,797,482,299,217,181,13,453,348,444,283,403,335,542,327,203,0,-1,0,0,0,1,0,0,0,0,0,4,1,-2,-2,-2,1,0,0,0,1,0,-1,1,0,-1,0,0,0,1,0,-1,0,0,1,3,1,1,2,2,3,2,2,2,2,0,11,6,6,2,5,4,1,-2,-3
TRACT,53011041105,2445,1925,141,44,8,45,56,35,29,162,0,787,856,415,189,152,46,0,77,118,130,433,293,128,626,435,205,580,114,828,701,505,189,108,265,244,243,272,375,795,891,931,963,1066,346,63,926,463,574,557,466,645,876,742,182,2445,1925,141,44,8,45,56,35,29,162,0,719,800,399,186,154,48,0,77,118,130,433,293,128,627,434,205,577,114,827,702,506,189,107,261,240,236,266,365,773,867,906,939,1042,336,60,915,459,566,539,455,641,874,743,187,0,0,0,0,0,0,0,0,0,0,0,-68,-56,-16,-3,2,2,0,0,0,0,0,0,0,1,-1,0,-3,0,-1,1,1,0,-1,-4,-4,-7,-6,-10,-22,-24,-25,-24,-24,-10,-3,-11,-4,-8,-18,-11,-4,-2,1,5
TRACT,53011041107,1127,902,131,41,30,0,0,0,0,23,0,239,353,231,98,163,6,37,53,10,60,57,118,144,255,267,163,328,34,354,388,244,90,17,225,189,150,69,346,406,596,295,277,273,131,78,493,219,495,99,343,209,499,247,172,1127,902,131,41,30,0,0,0,0,23,0,252,359,230,95,154,6,31,53,10,60,57,118,144,254,267,164,329,34,354,388,244,90,17,230,194,154,72,355,418,612,306,285,282,136,81,499,222,495,100,342,208,499,248,172,0,0,0,0,0,0,0,0,0,0,0,13,6,-1,-3,-9,0,-6,0,0,0,0,0,0,-1,0,1,1,0,0,0,0,0,0,5,5,4,3,9,12,16,11,8,9,5,3,6,3,0,1,-1,-1,0,1,0
TRACT,53011041110,2448,1827,39,109,87,202,22,56,96,0,10,330,1117,460,215,221,39,66,76,120,33,180,375,417,653,482,112,807,57,482,835,768,257,49,334,424,586,330,284,1171,790,582,1427,579,363,26,1433,888,739,267,752,460,689,1185,114,2448,1826,39,109,88,202,22,56,96,0,10,326,1103,456,216,225,40,69,77,121,33,180,375,417,652,481,112,809,58,481,836,766,256,51,328,419,580,327,282,1160,785,577,1419,576,362,26,1340,832,693,248,699,425,673,1224,126,0,-1,0,0,1,0,0,0,0,0,0,-4,-14,-4,1,4,1,3,1,1,0,0,0,0,-1,-1,0,2,1,-1,1,-2,-1,2,-6,-5,-6,-3,-2,-11,-5,-5,-8,-3,-1,0,-93,-56,-46,-19,-53,-35,-16,39,12
TRACT,53011041111,1578,81,57,140,113,264,252,372,299,0,0,372,561,90,278,171,64,42,138,96,209,164,579,158,206,13,15,602,79,563,834,86,16,0,487,284,343,187,569,809,639,240,124,185,44,0,384,525,278,216,557,224,744,456,154,1578,81,57,140,113,264,252,373,298,0,0,418,585,89,255,149,53,28,139,96,209,164,578,158,206,13,15,601,79,564,834,85,16,0,515,302,364,199,608,873,691,257,133,201,48,0,415,556,297,228,583,237,764,441,136,0,0,0,0,0,0,0,1,-1,0,0,46,24,-1,-23,-22,-11,-14,1,0,0,0,-1,0,0,0,0,-1,0,1,0,-1,0,0,28,18,21,12,39,64,52,17,9,16,4,0,31,31,19,12,26,13,20,-15,-18
TRACT,53011041112,2709,1270,152,61,283,250,187,78,400,28,0,574,1297,288,321,195,23,11,64,195,113,250,663,519,662,133,110,729,150,956,1011,374,145,73,317,613,333,154,713,1469,913,684,722,401,381,197,1427,742,639,403,497,482,1199,806,222,2709,1272,151,61,283,250,187,78,400,27,0,555,1265,285,321,199,24,13,64,195,114,250,664,518,662,132,110,728,150,955,1012,374,144,74,312,605,329,153,702,1447,900,676,715,397,377,195,1398,729,628,394,486,473,1190,815,231,0,2,-1,0,0,0,0,0,0,-1,0,-19,-32,-3,0,4,1,2,0,0,1,0,1,-1,0,-1,0,-1,0,-1,1,0,-1,1,-5,-8,-4,-1,-11,-22,-13,-8,-7,-4,-4,-2,-29,-13,-11,-9,-11,-9,-9,9,9
TRACT,53011041113,1055,116,103,29,180,304,123,136,64,0,0,339,419,126,125,46,0,0,68,146,78,83,353,84,200,0,43,304,30,551,448,0,26,0,124,52,233,95,397,244,416,189,186,176,93,54,249,177,217,286,216,187,576,266,26,1055,115,104,29,180,304,123,136,64,0,0,343,418,125,123,45,0,0,68,146,78,83,352,85,200,0,43,305,29,552,448,0,26,0,124,52,235,97,399,244,421,192,188,178,94,54,257,183,225,289,220,192,578,260,25,0,-1,1,0,0,0,0,0,0,0,0,4,-1,-1,-2,-1,0,0,0,0,0,0,-1,1,0,0,0,1,-1,1,0,0,0,0,0,0,2,2,2,0,5,3,2,2,1,0,8,6,8,3,4,5,2,-6,-1
TRACT,53011041114,2348,393,558,43,74,100,111,111,876,82,0,1313,590,290,52,77,26,0,118,311,310,136,607,392,351,21,102,214,525,952,551,249,24,47,66,82,303,153,348,766,361,270,770,443,524,514,557,258,425,150,380,1057,835,419,37,2348,392,560,43,74,100,111,110,876,82,0,1259,574,286,52,79,27,0,118,312,310,136,605,393,352,21,101,213,525,952,551,248,25,47,66,80,297,150,343,751,355,267,761,435,516,506,563,263,427,151,378,1064,831,415,38,0,-1,2,0,0,0,0,-1,0,0,0,-54,-16,-4,0,2,1,0,0,1,0,0,-2,1,1,0,-1,-1,0,0,0,-1,1,0,0,-2,-6,-3,-5,-15,-6,-3,-9,-8,-8,-8,6,5,2,1,-2,7,-4,-4,1
TRACT,53011041203,1977,1115,231,180,108,101,47,155,40,0,0,496,781,289,206,113,34,58,278,94,209,89,372,340,283,241,71,552,145,634,962,169,60,7,353,468,363,150,444,906,814,430,644,501,225,87,571,420,513,311,460,548,657,694,78,1977,1116,230,180,108,101,47,155,40,0,0,473,756,286,208,117,37,68,278,94,209,89,372,339,283,241,72,553,145,635,960,169,61,7,345,457,352,146,435,887,797,421,634,490,221,86,575,427,517,312,464,554,655,688,80,0,1,-1,0,0,0,0,0,0,0,0,-23,-25,-3,2,4,3,10,0,0,0,0,0,-1,0,0,1,1,0,1,-2,0,1,0,-8,-11,-11,-4,-9,-19,-17,-9,-10,-11,-4,-1,4,7,4,1,4,6,-2,-6,2
TRACT,53011041205,2168,873,420,55,44,372,38,86,265,15,0,801,581,471,105,195,15,0,150,99,214,326,293,417,360,159,150,622,117,814,986,179,72,0,182,503,295,179,174,711,816,720,448,522,430,247,851,440,291,354,330,701,767,546,154,2168,873,420,55,43,372,38,86,266,15,0,769,566,468,107,204,17,0,150,99,214,326,293,417,359,159,151,622,117,815,985,179,72,0,179,492,286,176,170,696,797,704,440,510,421,243,854,449,298,356,336,718,768,536,146,0,0,0,0,-1,0,0,0,1,0,0,-32,-15,-3,2,9,2,0,0,0,0,0,0,0,-1,0,1,0,0,1,-1,0,0,0,-3,-11,-9,-3,-4,-15,-19,-16,-8,-12,-9,-4,3,9,7,2,6,17,1,-10,-8
TRACT,53011041206,2299,1821,120,138,62,91,0,34,20,13,0,381,814,422,329,103,34,216,88,48,287,228,404,669,308,56,211,1009,24,880,779,445,138,33,412,685,609,99,576,315,1147,912,618,488,286,78,1301,405,501,320,375,681,859,518,241,2299,1821,120,138,62,91,0,34,20,13,0,429,854,418,308,91,29,170,88,47,288,229,404,668,309,56,210,1007,24,882,778,445,138,32,435,725,641,104,611,337,1223,967,660,520,305,84,1305,413,507,320,378,670,863,522,244,0,0,0,0,0,0,0,0,0,0,0,48,40,-4,-21,-12,-5,-46,0,-1,1,1,0,-1,1,0,-1,-2,0,2,-1,0,0,-1,23,40,32,5,35,22,76,55,42,32,19,6,4,8,6,0,3,-11,4,4,3
TRACT,53011041207,904,577,54,0,50,0,112,86,25,0,0,273,331,103,129,68,0,0,29,114,8,119,303,86,134,49,62,256,87,263,309,209,13,23,91,187,124,123,255,285,195,295,235,291,65,62,270,252,214,23,279,314,307,158,125,904,577,53,0,51,0,112,86,25,0,0,265,325,103,131,71,0,0,29,114,8,119,303,86,134,49,62,256,87,264,308,209,13,23,88,182,121,121,250,281,191,290,231,286,64,61,264,248,211,23,273,309,308,162,125,0,0,-1,0,1,0,0,0,0,0,0,-8,-6,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,-3,-5,-3,-2,-5,-4,-4,-5,-4,-5,-1,-1,-6,-4,-3,0,-6,-5,1,4,0
TRACT,53011041208,2099,1090,151,0,80,259,228,88,203,0,0,769,701,404,181,44,0,0,47,142,40,157,688,186,399,246,194,514,17,954,768,259,55,46,284,217,85,190,324,690,590,678,667,660,152,84,1066,195,437,137,93,542,1038,450,69,2099,1090,151,0,80,259,227,89,203,0,0,743,688,404,187,46,0,0,47,142,40,156,688,186,400,246,194,514,17,953,768,260,55,46,277,210,83,189,319,675,578,663,654,645,150,83,1132,212,469,148,102,581,1034,423,61,0,0,0,0,0,0,-1,1,0,0,0,-26,-13,0,6,2,0,0,0,0,0,-1,0,0,1,0,0,0,0,-1,0,1,0,0,-7,-7,-2,-1,-5,-15,-12,-15,-13,-15,-2,-1,66,17,32,11,9,39,-4,-27,-8
TRACT,53011041309,1946,1268,49,45,154,216,57,0,157,0,0,406,917,330,213,39,41,0,118,66,77,139,294,244,651,256,101,448,76,568,844,255,164,39,76,306,70,203,375,756,495,774,606,647,255,195,1042,359,420,237,384,451,726,669,100,1946,1267,49,45,154,217,57,0,157,0,0,392,900,330,218,41,45,0,118,66,77,138,294,245,652,255,101,448,77,567,845,255,163,39,75,301,67,199,368,746,483,757,596,634,251,192,1018,354,417,232,379,448,721,675,102,0,-1,0,0,0,1,0,0,0,0,0,-14,-17,0,5,2,4,0,0,0,0,-1,0,1,1,-1,0,0,1,-1,1,0,-1,0,-1,-5,-3,-4,-7,-10,-12,-17,-10,-13,-4,-3,-24,-5,-3,-5,-5,-3,-5,6,2
TRACT,53011041310,2439,1714,100,0,181,118,46,85,195,0,0,999,910,330,146,23,15,16,102,158,76,411,288,501,437,124,342,425,183,1055,699,380,88,34,211,164,142,219,78,358,360,519,716,815,848,545,828,215,304,34,125,1463,475,458,43,2439,1717,100,0,178,118,46,85,195,0,0,973,906,337,153,25,17,22,102,158,76,411,288,501,438,123,342,425,183,1055,699,381,87,34,206,160,139,212,76,351,349,506,697,794,828,535,831,217,306,35,127,1465,477,454,43,0,3,0,0,-3,0,0,0,0,0,0,-26,-4,7,7,2,2,6,0,0,0,0,0,0,1,-1,0,0,0,0,0,1,-1,0,-5,-4,-3,-7,-2,-7,-11,-13,-19,-21,-20,-10,3,2,2,1,2,2,2,-4,0
TRACT,53011041312,2078,658,74,99,0,214,69,124,272,568,0,567,715,232,373,116,26,49,129,117,215,385,297,463,338,99,35,713,120,730,873,151,135,69,305,348,379,199,480,1063,764,649,623,348,321,23,650,358,715,228,467,505,825,675,73,2078,661,74,99,0,214,69,123,272,566,0,558,709,232,377,119,28,55,129,117,214,385,297,463,338,100,35,713,120,729,875,151,134,69,303,345,374,198,475,1056,757,641,617,346,319,23,660,366,723,233,477,516,821,667,74,0,3,0,0,0,0,0,-1,0,-2,0,-9,-6,0,4,3,2,6,0,0,-1,0,0,0,0,1,0,0,0,-1,2,0,-1,0,-2,-3,-5,-1,-5,-7,-7,-8,-6,-2,-2,0,10,8,8,5,10,11,-4,-8,1
TRACT,53011041313,1189,207,213,79,204,133,170,0,158,10,15,439,372,159,174,18,7,20,170,155,68,42,289,191,250,24,0,300,129,470,468,87,35,0,239,122,184,26,467,599,300,368,430,285,18,0,298,333,462,126,262,382,412,329,66,1189,207,213,78,204,134,170,0,158,10,15,406,353,156,176,19,8,24,170,155,68,42,290,191,249,24,0,299,129,470,468,87,35,0,234,120,178,26,450,584,290,355,418,275,18,0,282,316,435,118,246,362,408,344,75,0,0,0,-1,0,1,0,0,0,0,0,-33,-19,-3,2,1,1,4,0,0,0,0,1,0,-1,0,0,-1,0,0,0,0,0,0,-5,-2,-6,0,-17,-15,-10,-13,-12,-10,0,0,-16,-17,-27,-8,-16,-20,-4,15,9
TRACT,53011041317,2764,894,192,68,185,673,189,35,517,11,0,653,1334,399,212,144,22,0,167,142,144,425,548,712,346,185,95,912,126,1079,1129,342,57,31,469,209,249,432,795,1424,1027,583,696,412,202,124,913,897,494,429,431,519,1184,962,99,2764,895,191,68,185,672,189,35,518,11,0,627,1306,400,217,150,24,0,167,142,144,425,547,712,346,185,96,910,126,1079,1130,341,57,31,458,204,245,424,777,1395,1002,572,680,404,198,122,954,943,523,449,453,553,1193,927,91,0,1,-1,0,0,-1,0,0,1,0,0,-26,-28,1,5,6,2,0,0,0,0,0,-1,0,0,0,1,-2,0,0,1,-1,0,0,-11,-5,-4,-8,-18,-29,-25,-11,-16,-8,-4,-2,41,46,29,20,22,34,9,-35,-8
TRACT,53011041319,2337,1886,66,123,18,47,0,103,43,51,0,375,1053,232,312,286,15,64,49,20,95,161,448,530,451,312,271,713,41,550,1033,452,200,61,410,399,714,224,604,651,547,845,1005,652,452,51,1033,829,552,249,424,575,731,746,285,2337,1884,66,123,21,47,0,102,43,51,0,371,1045,231,314,293,16,67,49,20,95,161,448,530,450,312,272,714,41,550,1032,451,201,62,408,395,708,222,599,645,542,839,1002,646,450,51,1031,830,552,249,426,575,733,748,281,0,-2,0,0,3,0,0,-1,0,0,0,-4,-8,-1,2,7,1,3,0,0,0,0,0,0,-1,0,1,1,0,0,-1,-1,1,1,-2,-4,-6,-2,-5,-6,-5,-6,-3,-6,-2,0,-2,1,0,0,2,0,2,2,-4
TRACT,53011041320,2493,1536,213,67,191,193,147,0,137,9,0,551,764,301,449,95,137,196,170,34,134,321,618,381,334,273,228,988,113,724,805,610,111,130,448,588,513,210,587,914,1122,686,688,674,128,8,1228,794,998,342,607,360,1028,826,279,2493,1540,213,67,187,193,147,0,137,9,0,632,806,295,409,81,110,160,171,34,134,321,618,381,334,273,227,986,113,726,807,609,112,126,481,630,552,226,628,991,1219,747,752,735,140,9,1214,783,979,338,601,341,1019,847,286,0,4,0,0,-4,0,0,0,0,0,0,81,42,-6,-40,-14,-27,-36,1,0,0,0,0,0,0,0,-1,-2,0,2,2,-1,1,-4,33,42,39,16,41,77,97,61,64,61,12,1,-14,-11,-19,-4,-6,-19,-9,21,7
TRACT,53011041321,1028,797,20,5,21,0,0,0,0,185,0,108,466,51,320,43,40,0,32,12,105,60,139,216,172,140,152,346,14,182,489,175,122,46,76,211,91,155,322,391,356,419,377,260,115,16,690,312,247,138,227,237,364,337,90,1028,797,20,5,21,0,0,0,0,185,0,115,478,50,307,41,37,0,32,12,105,60,139,216,172,140,152,344,14,182,488,175,123,46,78,216,93,159,330,404,367,431,391,270,120,17,650,297,236,131,215,217,356,351,104,0,0,0,0,0,0,0,0,0,0,0,7,12,-1,-13,-2,-3,0,0,0,0,0,0,0,0,0,0,-2,0,0,-1,0,1,0,2,5,2,4,8,13,11,12,14,10,5,1,-40,-15,-11,-7,-12,-20,-8,14,14
TRACT,53011041322,2091,798,107,75,170,281,273,33,326,28,0,757,737,213,262,45,13,64,233,96,142,219,614,380,283,103,21,566,238,677,832,196,139,9,304,421,291,98,479,638,698,643,522,450,172,191,738,583,566,169,387,696,740,549,106,2091,796,108,75,170,281,274,33,326,28,0,744,730,214,267,47,14,73,233,96,142,220,614,379,283,103,21,565,238,677,832,196,139,9,300,414,285,97,474,632,689,634,518,445,170,188,711,565,548,164,375,674,737,567,113,0,-2,1,0,0,0,1,0,0,0,0,-13,-7,1,5,2,1,9,0,0,0,1,0,-1,0,0,0,-1,0,0,0,0,0,0,-4,-7,-6,-1,-5,-6,-9,-9,-4,-5,-2,-3,-27,-18,-18,-5,-12,-22,-3,18,7
TRACT,53011041323,2240,1111,213,94,252,287,27,105,43,108,0,642,861,305,145,207,61,19,405,91,50,182,559,326,439,80,108,586,10,899,974,194,127,36,284,347,241,198,504,1005,524,792,690,745,198,67,709,567,481,195,495,778,701,574,187,2240,1114,213,95,248,287,27,105,43,108,0,629,853,306,148,214,65,25,404,92,50,182,559,327,439,80,107,586,10,898,976,193,127,36,279,342,238,194,495,985,515,778,682,736,196,67,705,565,478,194,494,773,705,576,186,0,3,0,1,-4,0,0,0,0,0,0,-13,-8,1,3,7,4,6,-1,1,0,0,0,1,0,0,-1,0,0,-1,2,-1,0,0,-5,-5,-3,-4,-9,-20,-9,-14,-8,-9,-2,0,-4,-2,-3,-1,-1,-5,4,2,-1
TRACT,53011041325,2023,1642,218,0,0,9,0,0,0,154,0,356,848,447,226,79,21,46,111,54,40,81,329,190,569,275,374,562,10,514,953,462,72,12,229,467,391,185,327,383,681,784,1006,699,350,77,1408,234,319,28,271,576,726,654,67,2023,1642,218,0,0,9,0,0,0,154,0,337,828,449,235,87,24,55,111,54,40,81,327,190,568,276,376,564,10,512,955,462,72,12,222,451,380,180,316,369,655,759,975,675,339,75,1389,235,318,28,272,573,726,657,67,0,0,0,0,0,0,0,0,0,0,0,-19,-20,2,9,8,3,9,0,0,0,0,-2,0,-1,1,2,2,0,-2,2,0,0,0,-7,-16,-11,-5,-11,-14,-26,-25,-31,-24,-11,-2,-19,1,-1,0,1,-3,0,3,0
