geography,id,num_hh_control,hh_by_type_sf_control,hh_by_type_sfa_control,hh_by_type_dup_control,hh_by_type_mf4_control,hh_by_type_mf9_control,hh_by_type_mf19_control,hh_by_type_mf49_control,hh_by_type_mf50_control,hh_by_type_mh_control,hh_by_type_rv_control,hh_size_1_control,hh_size_2_control,hh_size_3_control,hh_size_4_control,hh_size_5_control,hh_size_6_control,hh_size_7_control,hh_inc_1_control,hh_inc_2_control,hh_inc_3_control,hh_inc_4_control,hh_inc_5_control,hh_inc_6_control,hh_inc_7_control,hh_inc_8_control,hh_inc_9_control,hhkid_control,hh_veh_0_control,hh_veh_1_control,hh_veh_2_control,hh_veh_3_control,hh_veh_4_control,hh_veh_5_control,hh_age_1_control,hh_age_2_control,hh_age_3_control,hh_age_4_control,hh_age_5_control,hh_age_6_control,hh_age_7_control,hh_age_8_control,hh_age_9_control,hh_age_10_control,hh_age_11_control,hh_age_12_control,persons_occ_1_control,persons_occ_2_control,persons_occ_4_control,persons_occ_5_control,persons_occ_6_control,hh_wrks_0_control,hh_wrks_1_control,hh_wrks_2_control,hh_wrks_3_plus_control,num_hh_result,hh_by_type_sf_result,hh_by_type_sfa_result,hh_by_type_dup_result,hh_by_type_mf4_result,hh_by_type_mf9_result,hh_by_type_mf19_result,hh_by_type_mf49_result,hh_by_type_mf50_result,hh_by_type_mh_result,hh_by_type_rv_result,hh_size_1_result,hh_size_2_result,hh_size_3_result,hh_size_4_result,hh_size_5_result,hh_size_6_result,hh_size_7_result,hh_inc_1_result,hh_inc_2_result,hh_inc_3_result,hh_inc_4_result,hh_inc_5_result,hh_inc_6_result,hh_inc_7_result,hh_inc_8_result,hh_inc_9_result,hhkid_result,hh_veh_0_result,hh_veh_1_result,hh_veh_2_result,hh_veh_3_result,hh_veh_4_result,hh_veh_5_result,hh_age_1_result,hh_age_2_result,hh_age_3_result,hh_age_4_result,hh_age_5_result,hh_age_6_result,hh_age_7_result,hh_age_8_result,hh_age_9_result,hh_age_10_result,hh_age_11_result,hh_age_12_result,persons_occ_1_result,persons_occ_2_result,persons_occ_4_result,persons_occ_5_result,persons_occ_6_result,hh_wrks_0_result,hh_wrks_1_result,hh_wrks_2_result,hh_wrks_3_plus_result,num_hh_diff,hh_by_type_sf_diff,hh_by_type_sfa_diff,hh_by_type_dup_diff,hh_by_type_mf4_diff,hh_by_type_mf9_diff,hh_by_type_mf19_diff,hh_by_type_mf49_diff,hh_by_type_mf50_diff,hh_by_type_mh_diff,hh_by_type_rv_diff,hh_size_1_diff,hh_size_2_diff,hh_size_3_diff,hh_size_4_diff,hh_size_5_diff,hh_size_6_diff,hh_size_7_diff,hh_inc_1_diff,hh_inc_2_diff,hh_inc_3_diff,hh_inc_4_diff,hh_inc_5_diff,hh_inc_6_diff,hh_inc_7_diff,hh_inc_8_diff,hh_inc_9_diff,hhkid_diff,hh_veh_0_diff,hh_veh_1_diff,hh_veh_2_diff,hh_veh_3_diff,hh_veh_4_diff,hh_veh_5_diff,hh_age_1_diff,hh_age_2_diff,hh_age_3_diff,hh_age_4_diff,hh_age_5_diff,hh_age_6_diff,hh_age_7_diff,hh_age_8_diff,hh_age_9_diff,hh_age_10_diff,hh_age_11_diff,hh_age_12_diff,persons_occ_1_diff,persons_occ_2_diff,persons_occ_4_diff,persons_occ_5_diff,persons_occ_6_diff,hh_wrks_0_diff,hh_wrks_1_diff,hh_wrks_2_diff,hh_wrks_3_plus_diff
TRACT,53011040505,1995,1949,19,0,8,0,0,0,0,19,0,308,878,207,263,180,61,98,76,9,65,84,230,303,447,285,496,575,77,166,557,786,232,177,317,332,517,238,419,559,633,707,1012,1110,296,60,1048,298,499,401,266,625,741,390,239,1995,1949,19,0,8,0,0,0,0,19,0,297,864,207,266,185,63,112,76,9,65,84,230,303,447,286,495,576,77,166,557,786,232,177,312,328,509,234,412,550,622,697,998,1093,292,59,1025,296,490,393,264,612,737,396,250,0,0,0,0,0,0,0,0,0,0,0,-11,-14,0,3,5,2,14,0,0,0,0,0,0,0,1,-1,1,0,0,0,0,0,0,-5,-4,-8,-4,-7,-9,-11,-10,-14,-17,-4,-1,-23,-2,-9,-8,-2,-13,-4,6,11
TRACT,53011040507,924,405,49,111,6,36,34,18,85,180,0,238,359,89,119,14,26,79,69,32,68,130,231,171,135,40,48,285,14,297,302,102,115,94,117,89,175,234,232,226,231,346,314,378,84,9,291,227,124,63,167,250,457,197,20,924,405,49,111,7,36,34,18,85,179,0,248,364,89,115,13,26,69,69,32,68,130,231,171,135,40,48,287,14,296,302,103,115,94,120,92,182,239,237,232,238,356,323,388,87,9,305,235,130,66,173,253,455,194,22,0,0,0,0,1,0,0,0,0,-1,0,10,5,0,-4,-1,0,-10,0,0,0,0,0,0,0,0,0,2,0,-1,0,1,0,0,3,3,7,5,5,6,7,10,9,10,3,0,14,8,6,3,6,3,-2,-3,2
TRACT,53011040509,1303,916,99,95,54,8,39,33,9,23,27,325,441,246,92,122,9,68,111,113,34,136,198,228,368,81,34,383,62,381,268,373,61,158,102,227,166,84,244,730,449,335,372,355,39,115,657,439,322,205,345,279,439,491,94,1303,915,99,95,58,8,39,33,9,23,24,351,450,241,85,109,8,58,111,113,34,136,199,228,365,82,35,381,62,382,268,373,61,157,107,236,174,88,256,763,471,354,392,373,42,122,633,424,313,199,335,260,431,505,107,0,-1,0,0,4,0,0,0,0,0,-3,26,9,-5,-7,-13,-1,-10,0,0,0,0,1,0,-3,1,1,-2,0,1,0,0,0,-1,5,9,8,4,12,33,22,19,20,18,3,7,-24,-15,-9,-6,-10,-19,-8,14,13
TRACT,53011040510,2310,2041,104,25,0,0,0,0,33,107,0,348,1100,386,147,189,114,26,71,161,86,140,137,317,381,359,658,516,45,388,950,531,279,117,373,470,218,206,306,757,569,952,1155,876,351,32,1193,330,475,234,343,661,710,716,223,2310,2041,104,25,0,0,0,0,33,107,0,342,1090,387,149,194,120,28,71,161,86,139,137,317,380,360,659,519,45,387,951,532,279,116,370,465,216,203,301,748,562,941,1147,866,350,32,1250,352,499,248,364,697,718,691,204,0,0,0,0,0,0,0,0,0,0,0,-6,-10,1,2,5,6,2,0,0,0,-1,0,0,-1,1,1,3,0,-1,1,1,0,-1,-3,-5,-2,-3,-5,-9,-7,-11,-8,-10,-1,0,57,22,24,14,21,36,8,-25,-19
TRACT,53011040511,842,721,0,0,0,0,0,0,0,121,0,63,389,157,126,58,9,40,46,0,54,28,116,50,175,111,262,217,21,50,274,297,107,93,71,71,215,69,224,367,289,390,560,211,106,1,574,167,197,110,115,179,274,323,66,842,721,0,0,0,0,0,0,0,121,0,62,385,155,127,60,9,44,46,0,54,28,116,50,176,110,262,218,21,49,275,297,107,93,71,71,214,68,221,364,285,389,554,209,104,1,569,169,197,109,116,176,274,324,68,0,0,0,0,0,0,0,0,0,0,0,-1,-4,-2,1,2,0,4,0,0,0,0,0,0,1,-1,0,1,0,-1,1,0,0,0,0,0,-1,-1,-3,-3,-4,-1,-6,-2,-2,0,-5,2,0,-1,1,-3,0,1,2
TRACT,53011040512,848,808,40,0,0,0,0,0,0,0,0,89,332,156,230,23,18,0,42,35,45,0,73,141,239,103,170,391,45,84,363,250,29,77,116,192,201,134,88,184,420,465,307,211,78,44,581,122,243,46,142,117,308,400,23,848,808,40,0,0,0,0,0,0,0,0,86,326,157,234,24,20,0,42,35,45,0,73,141,239,103,170,390,45,84,362,251,29,77,113,188,197,130,87,182,409,454,303,209,77,43,593,128,249,48,147,122,311,392,23,0,0,0,0,0,0,0,0,0,0,0,-3,-6,1,4,1,2,0,0,0,0,0,0,0,0,0,0,-1,0,0,-1,1,0,0,-3,-4,-4,-4,-1,-2,-11,-11,-4,-2,-1,-1,12,6,6,2,5,5,3,-8,0
TRACT,53011040513,1712,1579,46,57,30,0,0,0,0,0,0,255,644,269,290,186,54,14,24,29,137,61,190,230,518,198,325,606,15,220,748,559,116,54,288,323,356,130,469,449,733,735,406,594,184,53,1047,290,789,158,59,277,418,908,109,1712,1579,46,57,30,0,0,0,0,0,0,266,652,267,283,178,51,15,24,29,137,61,191,230,518,198,324,605,15,220,747,560,116,54,293,329,363,133,477,458,745,750,419,608,189,55,1109,312,833,170,63,303,431,879,99,0,0,0,0,0,0,0,0,0,0,0,11,8,-2,-7,-8,-3,1,0,0,0,0,1,0,0,0,-1,-1,0,0,-1,1,0,0,5,6,7,3,8,9,12,15,13,14,5,2,62,22,44,12,4,26,13,-29,-10
TRACT,53011040603,1673,1436,19,28,0,0,0,0,0,190,0,295,654,229,281,108,50,56,51,35,100,78,141,145,384,287,452,547,70,120,432,600,308,143,87,315,357,305,411,296,639,822,845,615,215,87,918,192,430,145,317,517,503,547,106,1673,1435,19,28,0,0,0,0,0,191,0,283,644,228,285,112,53,65,51,35,100,78,141,146,384,287,451,548,70,120,432,600,308,143,84,311,351,299,403,289,627,807,833,605,211,86,906,194,424,145,316,510,501,552,110,0,-1,0,0,0,0,0,0,0,1,0,-12,-10,-1,4,4,3,9,0,0,0,0,0,1,0,0,-1,1,0,0,0,0,0,0,-3,-4,-6,-6,-8,-7,-12,-15,-12,-10,-4,-1,-12,2,-6,0,-1,-7,-2,5,4
TRACT,53011040604,2276,2115,32,0,0,0,0,0,0,129,0,202,707,595,382,208,147,35,27,20,110,73,208,394,791,249,404,928,20,326,842,580,309,199,389,505,487,291,604,991,1101,993,861,511,266,53,1596,524,920,210,490,280,712,1034,250,2276,2116,32,0,0,0,0,0,0,128,0,207,713,591,378,205,147,35,27,20,110,73,207,393,792,248,406,926,20,326,842,579,309,200,392,508,491,292,607,996,1107,1000,872,518,270,55,1566,522,905,209,487,273,706,1040,257,0,1,0,0,0,0,0,0,0,-1,0,5,6,-4,-4,-3,0,0,0,0,0,0,-1,-1,1,-1,2,-2,0,0,0,-1,0,1,3,3,4,1,3,5,6,7,11,7,4,2,-30,-2,-15,-1,-3,-7,-6,6,7
TRACT,53011040605,2364,1815,61,0,215,82,35,0,10,146,0,379,863,412,484,148,73,5,49,59,43,201,510,232,362,344,564,911,61,456,1007,571,198,71,369,583,746,233,219,1074,1023,994,843,553,264,137,1675,252,510,129,229,552,1044,650,118,2364,1819,61,0,212,82,35,0,10,145,0,352,828,410,498,158,83,7,49,59,43,202,510,231,362,343,565,913,61,455,1007,572,198,71,356,562,718,224,209,1030,981,954,815,533,255,133,1631,251,499,129,228,541,1040,661,122,0,4,0,0,-3,0,0,0,0,-1,0,-27,-35,-2,14,10,10,2,0,0,0,1,0,-1,0,-1,1,2,0,-1,0,1,0,0,-13,-21,-28,-9,-10,-44,-42,-40,-28,-20,-9,-4,-44,-1,-11,0,-1,-11,-4,11,4
TRACT,53011040608,1761,1302,123,51,0,46,28,49,120,42,0,302,543,369,369,69,58,51,56,45,55,149,179,153,391,205,528,812,57,318,850,371,103,62,245,293,514,370,342,344,670,959,625,511,126,27,1233,145,386,79,192,454,670,552,85,1761,1303,123,51,0,46,28,49,120,41,0,306,545,367,366,69,58,50,57,44,54,149,179,154,391,205,528,812,57,316,851,372,103,62,247,294,518,372,342,345,672,964,632,513,128,28,1233,148,389,80,193,450,670,556,85,0,1,0,0,0,0,0,0,0,-1,0,4,2,-2,-3,0,0,-1,1,-1,-1,0,0,1,0,0,0,0,0,-2,1,1,0,0,2,1,4,2,0,1,2,5,7,2,2,1,0,3,3,1,1,-4,0,4,0
TRACT,53011040609,1609,1566,31,0,0,0,12,0,0,0,0,82,430,311,538,153,89,6,69,16,25,33,61,137,295,297,676,931,13,143,833,480,64,76,175,447,590,533,290,209,901,963,554,440,61,45,1524,379,456,50,352,238,481,675,215,1609,1567,30,0,0,0,12,0,0,0,0,87,442,310,529,150,86,5,69,16,25,33,62,137,294,297,676,930,13,143,833,480,64,76,179,456,603,542,294,216,921,984,568,449,64,47,1468,374,442,51,341,224,473,687,225,0,1,-1,0,0,0,0,0,0,0,0,5,12,-1,-9,-3,-3,-1,0,0,0,0,1,0,-1,0,0,-1,0,0,0,0,0,0,4,9,13,9,4,7,20,21,14,9,3,2,-56,-5,-14,1,-11,-14,-8,12,10
TRACT,53011040610,1257,1203,23,0,0,0,8,0,0,23,0,162,350,183,421,68,72,1,23,14,14,25,42,133,205,303,498,639,8,187,639,237,155,31,117,402,471,261,295,304,535,825,503,236,100,16,1110,151,333,90,103,215,418,509,115,1257,1204,23,0,0,0,7,0,0,23,0,153,339,182,430,72,80,1,23,14,14,25,42,133,204,303,499,640,8,188,638,237,155,31,114,393,458,252,285,291,518,798,492,230,98,16,1101,153,332,91,105,214,420,508,115,0,1,0,0,0,0,-1,0,0,0,0,-9,-11,-1,9,4,8,0,0,0,0,0,0,0,-1,0,1,1,0,1,-1,0,0,0,-3,-9,-13,-9,-10,-13,-17,-27,-11,-6,-2,0,-9,2,-1,1,2,-1,2,-1,0
TRACT,53011040703,2279,1966,57,11,35,0,57,0,0,153,0,368,674,566,293,188,64,126,55,46,94,326,456,393,398,412,99,960,75,538,794,490,288,94,326,361,500,271,507,1069,1264,917,684,601,225,37,921,556,808,674,510,375,718,977,209,2279,1966,57,11,35,0,57,0,0,153,0,377,682,564,287,183,62,123,55,46,94,326,457,392,397,412,100,959,75,538,793,490,289,94,330,365,506,274,516,1085,1280,931,697,611,228,38,925,564,809,673,519,377,719,974,209,0,0,0,0,0,0,0,0,0,0,0,9,8,-2,-6,-5,-2,-3,0,0,0,0,1,-1,-1,0,1,-1,0,0,-1,0,1,0,4,4,6,3,9,16,16,14,13,10,3,1,4,8,1,-1,9,2,1,-3,0
TRACT,53011040706,1471,784,20,82,46,249,19,0,132,132,7,467,517,132,189,88,22,56,129,100,101,154,402,213,224,82,66,461,42,734,372,242,32,49,176,283,323,181,338,606,763,459,360,324,114,113,386,355,453,273,471,494,522,346,109,1471,785,20,82,46,248,19,0,132,132,7,449,507,132,193,90,23,65,129,100,101,154,400,213,225,82,67,461,42,733,371,242,33,50,173,278,316,178,330,596,746,450,357,318,112,110,368,340,430,257,450,471,518,360,122,0,1,0,0,0,-1,0,0,0,0,0,-18,-10,0,4,2,1,9,0,0,0,0,-2,0,1,0,1,0,0,-1,-1,0,1,1,-3,-5,-7,-3,-8,-10,-17,-9,-3,-6,-2,-3,-18,-15,-23,-16,-21,-23,-4,14,13
TRACT,53011040707,1108,1055,0,0,0,0,0,0,0,53,0,107,408,228,128,114,58,65,20,0,51,100,255,258,239,154,31,429,22,103,485,343,105,50,187,276,323,141,352,406,454,369,418,229,81,61,452,253,313,260,424,210,312,468,118,1108,1055,0,0,0,0,0,0,0,53,0,117,427,227,123,106,52,56,20,0,51,100,256,257,239,154,31,428,22,103,486,343,104,50,194,287,333,145,365,427,470,387,437,240,85,64,458,259,317,264,428,211,316,466,115,0,0,0,0,0,0,0,0,0,0,0,10,19,-1,-5,-8,-6,-9,0,0,0,0,1,-1,0,0,0,-1,0,0,1,0,-1,0,7,11,10,4,13,21,16,18,19,11,4,3,6,6,4,4,4,1,4,-2,-3
TRACT,53011040709,1902,1590,105,0,55,96,10,0,20,26,0,335,591,300,369,159,53,95,30,77,46,86,215,351,539,239,319,643,0,420,879,366,181,56,391,389,361,277,689,770,646,959,638,471,174,60,1168,491,407,210,381,409,555,651,287,1902,1592,105,0,55,96,9,0,20,25,0,335,594,298,367,158,52,98,30,77,46,86,215,350,539,239,320,643,0,420,878,367,181,56,390,390,363,277,688,770,647,963,640,474,174,61,1190,505,418,216,392,422,561,643,276,0,2,0,0,0,0,-1,0,0,-1,0,0,3,-2,-2,-1,-1,3,0,0,0,0,0,-1,0,0,1,0,0,0,-1,1,0,0,-1,1,2,0,-1,0,1,4,2,3,0,1,22,14,11,6,11,13,6,-8,-11
TRACT,53011040711,1038,714,8,0,62,60,14,0,180,0,0,138,330,171,254,80,56,9,55,88,85,67,186,91,276,161,29,418,46,236,469,183,74,30,199,340,249,78,364,458,453,355,406,206,32,13,576,370,245,162,234,82,467,401,88,1038,715,8,0,62,60,14,0,179,0,0,138,331,171,254,79,56,9,55,88,86,67,187,91,274,161,29,417,46,236,470,183,73,30,198,340,246,77,360,457,450,355,409,206,32,13,575,369,246,160,234,83,465,401,89,0,1,0,0,0,0,0,0,-1,0,0,0,1,0,0,-1,0,0,0,0,1,0,1,0,-2,0,0,-1,0,0,1,0,-1,0,-1,0,-3,-1,-4,-1,-3,0,3,0,0,0,-1,-1,1,-2,0,1,-2,0,1
TRACT,53011040712,2164,2098,66,0,0,0,0,0,0,0,0,298,790,398,268,326,24,60,32,28,174,239,161,369,590,304,267,869,79,270,854,718,176,67,249,778,546,251,394,764,1245,905,887,457,196,80,1178,440,470,495,704,332,800,856,176,2164,2098,66,0,0,0,0,0,0,0,0,287,777,397,273,335,25,70,32,28,174,238,161,369,591,304,267,869,79,270,855,717,176,67,243,764,538,246,384,749,1222,890,876,450,193,79,1142,433,460,481,690,323,789,866,186,0,0,0,0,0,0,0,0,0,0,0,-11,-13,-1,5,9,1,10,0,0,0,-1,0,0,1,0,0,0,0,0,1,-1,0,0,-6,-14,-8,-5,-10,-15,-23,-15,-11,-7,-3,-1,-36,-7,-10,-14,-14,-9,-11,10,10
TRACT,53011040713,1516,1499,17,0,0,0,0,0,0,0,0,223,470,200,255,312,56,0,33,12,27,144,273,193,342,224,268,678,12,260,672,397,124,51,388,393,213,279,354,525,588,769,451,468,112,2,1056,229,282,59,306,307,586,499,124,1516,1499,17,0,0,0,0,0,0,0,0,232,479,200,252,300,53,0,33,12,27,144,273,193,342,224,268,677,12,260,671,398,124,51,393,398,216,283,359,534,596,784,461,477,113,2,1071,234,288,61,313,313,589,493,121,0,0,0,0,0,0,0,0,0,0,0,9,9,0,-3,-12,-3,0,0,0,0,0,0,0,0,0,0,-1,0,0,-1,1,0,0,5,5,3,4,5,9,8,15,10,9,1,0,15,5,6,2,7,6,3,-6,-3
TRACT,53011040714,1768,512,86,42,80,175,439,126,276,32,0,279,611,574,184,111,9,0,135,96,129,87,441,280,376,150,74,879,71,722,611,338,0,26,389,569,306,120,578,983,610,353,409,266,49,20,1040,297,519,256,584,397,726,514,131,1768,515,86,42,80,174,438,125,276,32,0,274,606,575,187,114,9,0,135,96,129,87,441,281,376,149,74,882,71,722,612,337,0,26,383,563,302,118,571,973,604,350,407,264,49,20,930,269,468,228,524,353,707,556,152,0,3,0,0,0,-1,-1,-1,0,0,0,-5,-5,1,3,3,0,0,0,0,0,0,0,1,0,-1,0,3,0,0,1,-1,0,0,-6,-6,-4,-2,-7,-10,-6,-3,-2,-2,0,0,-110,-28,-51,-28,-60,-44,-19,42,21
TRACT,53011040715,948,772,0,0,0,0,29,0,0,147,0,247,408,147,43,45,30,28,44,41,21,62,126,160,307,84,103,199,11,163,240,344,110,80,107,196,87,116,189,194,332,285,573,503,128,59,594,143,273,167,85,230,390,265,63,948,772,0,0,0,0,29,0,0,147,0,224,384,142,42,46,32,35,44,41,21,62,126,161,307,84,102,200,11,163,241,343,109,81,105,190,87,113,184,189,322,278,555,486,123,57,568,140,265,164,83,225,386,268,69,0,0,0,0,0,0,0,0,0,0,0,-23,-24,-5,-1,1,2,7,0,0,0,0,0,1,0,0,-1,1,0,0,1,-1,-1,1,-2,-6,0,-3,-5,-5,-10,-7,-18,-17,-5,-2,-26,-3,-8,-3,-2,-5,-4,3,6
TRACT,53011040803,2038,1721,23,0,55,105,22,55,0,57,0,481,709,302,336,116,45,49,132,24,93,281,307,307,505,167,222,645,156,461,747,505,92,77,414,353,467,177,396,427,835,870,566,685,304,32,820,400,529,280,320,486,947,464,141,2038,1720,23,0,55,105,22,56,0,57,0,477,705,301,335,118,46,52,132,24,93,281,308,308,504,166,222,646,156,461,747,505,92,77,408,350,462,177,394,423,829,867,565,683,302,32,850,417,548,287,332,506,948,451,133,0,-1,0,0,0,0,0,1,0,0,0,-4,-4,-1,-1,2,1,3,0,0,0,0,1,1,-1,-1,0,1,0,0,0,0,0,0,-6,-3,-5,0,-2,-4,-6,-3,-1,-2,-2,0,30,17,19,7,12,20,1,-13,-8
TRACT,53011040806,1637,1585,44,0,0,0,0,0,8,0,0,403,481,306,261,78,61,47,42,46,67,164,238,217,424,315,124,551,35,242,714,428,139,79,239,171,344,351,463,630,836,605,592,448,269,84,1031,465,656,213,593,403,497,499,238,1637,1585,44,0,0,0,0,0,8,0,0,371,452,295,256,79,62,55,42,46,67,164,238,217,424,316,123,551,35,242,714,428,138,80,232,168,337,343,452,614,816,591,576,440,264,82,956,436,615,199,550,371,483,517,266,0,0,0,0,0,0,0,0,0,0,0,-32,-29,-11,-5,1,1,8,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,-1,1,-7,-3,-7,-8,-11,-16,-20,-14,-16,-8,-5,-2,-75,-29,-41,-14,-43,-32,-14,18,28
TRACT,53011040808,644,385,29,30,0,0,0,0,34,166,0,193,179,149,83,21,12,7,37,69,49,88,111,81,101,74,34,247,35,221,206,87,65,30,34,147,155,86,93,171,305,347,158,183,68,8,240,134,216,77,166,165,233,227,19,644,384,29,30,0,0,0,0,35,166,0,180,171,144,82,21,12,8,37,70,49,87,113,81,100,74,33,245,36,221,207,86,65,29,32,144,151,84,90,166,299,337,156,179,67,8,231,129,208,74,159,160,233,231,20,0,-1,0,0,0,0,0,0,1,0,0,-13,-8,-5,-1,0,0,1,0,1,0,-1,2,0,-1,0,-1,-2,1,0,1,-1,0,-1,-2,-3,-4,-2,-3,-5,-6,-10,-2,-4,-1,0,-9,-5,-8,-3,-7,-5,0,4,1
TRACT,53011040809,2500,1390,372,6,55,115,184,130,181,67,0,713,878,323,385,164,35,2,237,163,198,233,614,261,341,223,230,757,167,759,956,416,115,87,296,273,397,294,856,1169,1408,628,899,406,259,47,1064,580,724,195,499,615,976,732,177,2500,1389,373,6,55,115,184,130,181,67,0,651,820,310,378,166,37,2,236,163,198,234,615,262,341,222,229,754,167,759,953,419,115,87,289,268,389,289,833,1134,1369,614,875,396,253,46,1051,575,717,193,494,609,973,735,183,0,-1,1,0,0,0,0,0,0,0,0,-62,-58,-13,-7,2,2,0,-1,0,0,1,1,1,0,-1,-1,-3,0,0,-3,3,0,0,-7,-5,-8,-5,-23,-35,-39,-14,-24,-10,-6,-1,-13,-5,-7,-2,-5,-6,-3,3,6
TRACT,53011040810,1431,761,338,61,8,78,106,0,23,56,0,366,349,296,263,66,77,14,77,56,0,150,204,216,409,274,45,438,26,355,492,312,202,44,216,238,149,108,392,652,503,479,617,402,79,21,487,383,616,249,411,201,610,450,170,1431,761,338,61,8,78,106,0,23,56,0,372,350,295,260,65,75,14,77,55,0,150,205,216,408,275,45,438,26,356,491,312,203,43,217,241,151,109,395,657,509,484,625,407,80,22,492,387,617,249,408,200,607,451,173,0,0,0,0,0,0,0,0,0,0,0,6,1,-1,-3,-1,-2,0,0,-1,0,0,1,0,-1,1,0,0,0,1,-1,0,1,-1,1,3,2,1,3,5,6,5,8,5,1,1,5,4,1,0,-3,-1,-3,1,3
TRACT,53011040811,1286,1190,0,0,0,0,0,0,0,96,0,150,666,197,151,74,48,0,20,85,0,84,135,221,295,172,274,336,51,135,671,223,134,72,80,229,161,129,349,310,442,425,414,751,214,74,607,92,300,144,211,415,488,278,105,1286,1190,0,0,0,0,0,0,0,96,0,143,642,193,150,75,50,0,20,85,0,84,135,222,294,172,274,334,50,136,670,224,134,72,79,224,158,127,342,303,433,416,407,739,211,73,610,94,303,145,210,418,487,276,105,0,0,0,0,0,0,0,0,0,0,0,-7,-24,-4,-1,1,2,0,0,0,0,0,0,1,-1,0,0,-2,-1,1,-1,1,0,0,-1,-5,-3,-2,-7,-7,-9,-9,-7,-12,-3,-1,3,2,3,1,-1,3,-1,-2,0
TRACT,53011040812,1924,1514,85,0,34,45,27,0,139,80,0,364,872,310,254,34,72,18,124,20,101,122,170,228,534,326,299,459,25,449,874,387,127,62,246,259,253,85,593,687,645,882,576,620,121,56,1029,272,498,310,278,555,474,666,229,1924,1513,86,0,34,45,27,0,139,80,0,354,857,308,254,35,74,20,124,20,101,122,170,228,534,327,298,459,25,448,874,387,128,62,241,256,251,84,584,675,635,872,571,616,119,56,1078,288,523,323,292,584,480,646,214,0,-1,1,0,0,0,0,0,0,0,0,-10,-15,-2,0,1,2,2,0,0,0,0,0,0,0,1,-1,0,0,-1,0,0,1,0,-5,-3,-2,-1,-9,-12,-10,-10,-5,-4,-2,0,49,16,25,13,14,29,6,-20,-15
TRACT,53011040904,2514,1645,59,0,113,145,275,159,118,0,0,515,1048,296,419,183,53,0,130,125,172,389,443,293,496,251,215,754,143,784,1012,343,173,59,480,300,248,209,398,1058,723,733,849,870,274,216,859,659,645,313,537,731,1005,496,282,2514,1645,59,0,113,145,275,159,118,0,0,521,1050,295,414,181,52,0,130,124,172,389,443,293,497,251,215,752,144,784,1010,344,173,59,481,300,248,210,399,1060,726,737,857,876,275,217,854,654,640,307,528,717,1002,505,290,0,0,0,0,0,0,0,0,0,0,0,6,2,-1,-5,-2,-1,0,0,-1,0,0,0,0,1,0,0,-2,1,0,-2,1,0,0,1,0,0,1,1,2,3,4,8,6,1,1,-5,-5,-5,-6,-9,-14,-3,9,8
TRACT,53011040905,1231,1111,11,0,0,0,0,0,0,97,12,326,435,93,223,75,23,56,32,11,188,122,119,92,198,211,258,314,13,252,429,345,104,88,157,233,330,111,329,313,405,450,381,433,254,44,647,179,434,119,355,289,559,290,93,1231,1111,11,0,0,0,0,0,0,97,12,322,434,93,223,76,22,61,32,11,187,122,119,92,198,212,258,315,13,252,430,345,104,87,156,230,325,111,326,310,403,448,382,433,252,44,617,172,412,112,341,275,553,301,102,0,0,0,0,0,0,0,0,0,0,0,-4,-1,0,0,1,-1,5,0,0,-1,0,0,0,0,1,0,1,0,0,1,0,0,-1,-1,-3,-5,0,-3,-3,-2,-2,1,0,-2,0,-30,-7,-22,-7,-14,-14,-6,11,9
TRACT,53011040907,2297,2194,84,0,19,0,0,0,0,0,0,228,961,422,443,130,36,77,0,88,39,112,95,265,455,432,811,868,30,216,1380,504,114,53,404,533,561,314,341,310,774,1178,1187,692,233,61,2172,197,961,113,49,398,728,1050,121,2297,2194,84,0,19,0,0,0,0,0,0,235,970,422,436,128,35,71,0,88,39,112,95,265,454,432,812,871,30,216,1381,504,114,52,405,536,566,317,345,312,786,1196,1207,704,237,62,2054,191,910,107,71,367,711,1086,133,0,0,0,0,0,0,0,0,0,0,0,7,9,0,-7,-2,-1,-6,0,0,0,0,0,0,-1,0,1,3,0,0,1,0,0,-1,1,3,5,3,4,2,12,18,20,12,4,1,-118,-6,-51,-6,22,-31,-17,36,12
TRACT,53011040908,2444,2417,27,0,0,0,0,0,0,0,0,509,1023,495,300,84,33,0,62,62,71,156,265,211,534,528,555,732,34,394,1204,469,291,52,308,295,388,354,286,579,888,971,1375,894,493,85,1897,518,714,128,347,589,764,913,178,2444,2417,27,0,0,0,0,0,0,0,0,455,942,469,294,85,34,0,62,62,71,156,265,211,533,529,555,727,34,393,1203,469,292,53,301,288,378,345,278,560,858,937,1336,866,477,82,1757,488,668,121,323,545,750,948,201,0,0,0,0,0,0,0,0,0,0,0,-54,-81,-26,-6,1,1,0,0,0,0,0,0,0,-1,1,0,-5,0,-1,-1,0,1,1,-7,-7,-10,-9,-8,-19,-30,-34,-39,-28,-16,-3,-140,-30,-46,-7,-24,-44,-14,35,23
