GEOID,NAME,HH,POP,HH_Occ,GQ_Inst,GQ_Non
530110431003006,"Block 3006, Block Group 3, Census Tract 431, Clark County, Washington",20,50,15,0,0
530110431003007,"Block 3007, Block Group 3, Census Tract 431, Clark County, Washington",21,84,17,14,0
530110431003009,"Block 3009, Block Group 3, Census Tract 431, Clark County, Washington",39,94,39,0,0
530110431003010,"Block 3010, Block Group 3, Census Tract 431, Clark County, Washington",69,103,69,0,0
530110431003012,"Block 3012, Block Group 3, Census Tract 431, Clark County, Washington",0,0,0,0,0
530110431003013,"Block 3013, Block Group 3, Census Tract 431, Clark County, Washington",0,0,0,0,0
530110431003014,"Block 3014, Block Group 3, Census Tract 431, Clark County, Washington",43,87,43,0,0
530110431004000,"Block 4000, Block Group 4, Census Tract 431, Clark County, Washington",29,65,29,0,0
530110431004001,"Block 4001, Block Group 4, Census Tract 431, Clark County, Washington",19,46,19,0,0
530110431004003,"Block 4003, Block Group 4, Census Tract 431, Clark County, Washington",24,77,24,0,7
530110431004004,"Block 4004, Block Group 4, Census Tract 431, Clark County, Washington",28,80,28,0,0
530110431004006,"Block 4006, Block Group 4, Census Tract 431, Clark County, Washington",14,44,14,0,0
530110431004007,"Block 4007, Block Group 4, Census Tract 431, Clark County, Washington",20,63,20,0,0
530110431004009,"Block 4009, Block Group 4, Census Tract 431, Clark County, Washington",30,61,26,0,0
530110431004011,"Block 4011, Block Group 4, Census Tract 431, Clark County, Washington",11,26,11,0,0
530110431004013,"Block 4013, Block Group 4, Census Tract 431, Clark County, Washington",20,50,20,0,0
530110431004014,"Block 4014, Block Group 4, Census Tract 431, Clark County, Washington",12,34,5,0,0
530110431004016,"Block 4016, Block Group 4, Census Tract 431, Clark County, Washington",18,58,18,0,6
530110431004017,"Block 4017, Block Group 4, Census Tract 431, Clark County, Washington",31,54,31,0,0
530110431004019,"Block 4019, Block Group 4, Census Tract 431, Clark County, Washington",9,31,9,0,0
530110415003037,"Block 3037, Block Group 3, Census Tract 415, Clark County, Washington",0,0,0,0,0
530110415003038,"Block 3038, Block Group 3, Census Tract 415, Clark County, Washington",3,10,3,0,0
530110415003039,"Block 3039, Block Group 3, Census Tract 415, Clark County, Washington",6,8,6,0,0
530110415003042,"Block 3042, Block Group 3, Census Tract 415, Clark County, Washington",10,9,10,0,0
530110415003044,"Block 3044, Block Group 3, Census Tract 415, Clark County, Washington",11,15,11,0,0
530110415003045,"Block 3045, Block Group 3, Census Tract 415, Clark County, Washington",3,1,3,0,0
530110416001001,"Block 1001, Block Group 1, Census Tract 416, Clark County, Washington",303,794,263,0,18
530110416001002,"Block 1002, Block Group 1, Census Tract 416, Clark County, Washington",0,0,0,0,0
530110416001003,"Block 1003, Block Group 1, Census Tract 416, Clark County, Washington",95,179,95,0,0
530110416001004,"Block 1004, Block Group 1, Census Tract 416, Clark County, Washington",212,495,193,0,0
530110416001005,"Block 1005, Block Group 1, Census Tract 416, Clark County, Washington",80,169,76,0,0
530110416001006,"Block 1006, Block Group 1, Census Tract 416, Clark County, Washington",1,11,0,0,0
530110416002000,"Block 2000, Block Group 2, Census Tract 416, Clark County, Washington",30,55,30,0,0
530110416002001,"Block 2001, Block Group 2, Census Tract 416, Clark County, Washington",0,0,0,0,0
530110409084000,"Block 4000, Block Group 4, Census Tract 409.08, Clark County, Washington",76,209,76,0,0
530110409084001,"Block 4001, Block Group 4, Census Tract 409.08, Clark County, Washington",11,30,11,0,0
530110409084002,"Block 4002, Block Group 4, Census Tract 409.08, Clark County, Washington",25,73,25,0,0
530110409084003,"Block 4003, Block Group 4, Census Tract 409.08, Clark County, Washington",46,134,46,0,0
530110409084004,"Block 4004, Block Group 4, Census Tract 409.08, Clark County, Washington",53,145,53,0,0
530110409084005,"Block 4005, Block Group 4, Census Tract 409.08, Clark County, Washington",12,53,11,0,0
530110409084007,"Block 4007, Block Group 4, Census Tract 409.08, Clark County, Washington",21,71,21,0,0
530110409084008,"Block 4008, Block Group 4, Census Tract 409.08, Clark County, Washington",29,67,29,0,0
530110409084009,"Block 4009, Block Group 4, Census Tract 409.08, Clark County, Washington",43,104,43,0,0
530110409084011,"Block 4011, Block Group 4, Census Tract 409.08, Clark County, Washington",63,178,63,0,0
530110409084012,"Block 4012, Block Group 4, Census Tract 409.08, Clark County, Washington",19,48,19,0,0
530110409091000,"Block 1000, Block Group 1, Census Tract 409.09, Clark County, Washington",0,0,0,0,0
530110409091001,"Block 1001, Block Group 1, Census Tract 409.09, Clark County, Washington",0,0,0,0,0
530110409091003,"Block 1003, Block Group 1, Census Tract 409.09, Clark County, Washington",64,163,64,0,0
530110409091004,"Block 1004, Block Group 1, Census Tract 409.09, Clark County, Washington",23,50,23,0,0
530110409091005,"Block 1005, Block Group 1, Census Tract 409.09, Clark County, Washington",179,438,179,0,0
530110416002002,"Block 2002, Block Group 2, Census Tract 416, Clark County, Washington",83,214,83,0,0
530110416002004,"Block 2004, Block Group 2, Census Tract 416, Clark County, Washington",18,63,18,0,0
530110416002005,"Block 2005, Block Group 2, Census Tract 416, Clark County, Washington",14,42,14,0,0
530110416002007,"Block 2007, Block Group 2, Census Tract 416, Clark County, Washington",32,77,32,0,0
530110416002008,"Block 2008, Block Group 2, Census Tract 416, Clark County, Washington",81,180,79,0,0
530110416002010,"Block 2010, Block Group 2, Census Tract 416, Clark County, Washington",28,100,28,0,0
530110416002011,"Block 2011, Block Group 2, Census Tract 416, Clark County, Washington",1,17,1,0,0
530110416002012,"Block 2012, Block Group 2, Census Tract 416, Clark County, Washington",0,0,0,0,0
530110416002014,"Block 2014, Block Group 2, Census Tract 416, Clark County, Washington",0,0,0,0,0
530110416002015,"Block 2015, Block Group 2, Census Tract 416, Clark County, Washington",0,0,0,0,0
530110416002017,"Block 2017, Block Group 2, Census Tract 416, Clark County, Washington",12,30,8,0,0
530110416002018,"Block 2018, Block Group 2, Census Tract 416, Clark County, Washington",27,50,27,0,0
530110417001000,"Block 1000, Block Group 1, Census Tract 417, Clark County, Washington",89,221,87,0,0
530110417001001,"Block 1001, Block Group 1, Census Tract 417, Clark County, Washington",18,62,18,0,0
530110417001003,"Block 1003, Block Group 1, Census Tract 417, Clark County, Washington",35,80,35,0,0
530110417001004,"Block 1004, Block Group 1, Census Tract 417, Clark County, Washington",54,128,54,0,0
530110417001005,"Block 1005, Block Group 1, Census Tract 417, Clark County, Washington",0,0,0,0,0
530110417001007,"Block 1007, Block Group 1, Census Tract 417, Clark County, Washington",19,53,19,0,0
530110417001008,"Block 1008, Block Group 1, Census Tract 417, Clark County, Washington",16,29,16,0,0
530110417001009,"Block 1009, Block Group 1, Census Tract 417, Clark County, Washington",12,43,12,0,0
530110417001010,"Block 1010, Block Group 1, Census Tract 417, Clark County, Washington",13,25,6,0,0
530110417001011,"Block 1011, Block Group 1, Census Tract 417, Clark County, Washington",20,27,19,0,0
530110417001012,"Block 1012, Block Group 1, Census Tract 417, Clark County, Washington",59,136,59,0,0
530110417001013,"Block 1013, Block Group 1, Census Tract 417, Clark County, Washington",198,534,188,0,0
530110417001014,"Block 1014, Block Group 1, Census Tract 417, Clark County, Washington",117,299,111,0,0
530110417001015,"Block 1015, Block Group 1, Census Tract 417, Clark County, Washington",9,36,9,0,0
530110417001016,"Block 1016, Block Group 1, Census Tract 417, Clark County, Washington",3,22,1,0,0
530110417001017,"Block 1017, Block Group 1, Census Tract 417, Clark County, Washington",16,54,16,0,0
530110417001018,"Block 1018, Block Group 1, Census Tract 417, Clark County, Washington",41,97,41,0,0
530110417001019,"Block 1019, Block Group 1, Census Tract 417, Clark County, Washington",10,32,10,0,0
530110417001020,"Block 1020, Block Group 1, Census Tract 417, Clark County, Washington",10,29,10,0,0
530110417001022,"Block 1022, Block Group 1, Census Tract 417, Clark County, Washington",16,30,16,0,0
530110409091008,"Block 1008, Block Group 1, Census Tract 409.09, Clark County, Washington",33,87,33,0,0
530110409091010,"Block 1010, Block Group 1, Census Tract 409.09, Clark County, Washington",16,34,16,0,0
530110409091011,"Block 1011, Block Group 1, Census Tract 409.09, Clark County, Washington",244,476,227,0,0
530110409091013,"Block 1013, Block Group 1, Census Tract 409.09, Clark County, Washington",0,0,0,0,0
530110409091014,"Block 1014, Block Group 1, Census Tract 409.09, Clark County, Washington",0,0,0,0,0
530110409091016,"Block 1016, Block Group 1, Census Tract 409.09, Clark County, Washington",73,197,73,0,0
530110409091018,"Block 1018, Block Group 1, Census Tract 409.09, Clark County, Washington",6,19,0,0,0
530110409091020,"Block 1020, Block Group 1, Census Tract 409.09, Clark County, Washington",24,72,24,0,6
530110409091021,"Block 1021, Block Group 1, Census Tract 409.09, Clark County, Washington",22,76,22,0,0
530110409091023,"Block 1023, Block Group 1, Census Tract 409.09, Clark County, Washington",45,130,45,0,0
530110409092000,"Block 2000, Block Group 2, Census Tract 409.09, Clark County, Washington",156,366,154,0,0
530110409092002,"Block 2002, Block Group 2, Census Tract 409.09, Clark County, Washington",8,28,2,0,0
530110409092003,"Block 2003, Block Group 2, Census Tract 409.09, Clark County, Washington",86,226,86,0,0
530110409093000,"Block 3000, Block Group 3, Census Tract 409.09, Clark County, Washington",385,703,385,0,0
530110409093001,"Block 3001, Block Group 3, Census Tract 409.09, Clark County, Washington",34,69,34,0,0
530110409093002,"Block 3002, Block Group 3, Census Tract 409.09, Clark County, Washington",12,21,12,0,0
530110409093004,"Block 3004, Block Group 3, Census Tract 409.09, Clark County, Washington",18,29,18,0,0
530110409093005,"Block 3005, Block Group 3, Census Tract 409.09, Clark County, Washington",17,36,14,0,0
530110409093006,"Block 3006, Block Group 3, Census Tract 409.09, Clark County, Washington",37,49,37,0,0
530110409093007,"Block 3007, Block Group 3, Census Tract 409.09, Clark County, Washington",31,88,31,0,0
530110413192007,"Block 2007, Block Group 2, Census Tract 413.19, Clark County, Washington",1,13,1,0,0
530110413192008,"Block 2008, Block Group 2, Census Tract 413.19, Clark County, Washington",29,85,28,0,0
530110413192009,"Block 2009, Block Group 2, Census Tract 413.19, Clark County, Washington",32,69,32,0,0
530110413192010,"Block 2010, Block Group 2, Census Tract 413.19, Clark County, Washington",12,39,12,0,0
530110413192011,"Block 2011, Block Group 2, Census Tract 413.19, Clark County, Washington",20,56,15,0,0
530110413192012,"Block 2012, Block Group 2, Census Tract 413.19, Clark County, Washington",18,48,18,0,0
530110413192014,"Block 2014, Block Group 2, Census Tract 413.19, Clark County, Washington",14,50,14,0,0
530110413192015,"Block 2015, Block Group 2, Census Tract 413.19, Clark County, Washington",27,77,27,0,0
530110413192017,"Block 2017, Block Group 2, Census Tract 413.19, Clark County, Washington",59,133,55,0,0
530110413192018,"Block 2018, Block Group 2, Census Tract 413.19, Clark County, Washington",10,30,10,0,0
530110413192019,"Block 2019, Block Group 2, Census Tract 413.19, Clark County, Washington",63,155,63,0,0
530110413192021,"Block 2021, Block Group 2, Census Tract 413.19, Clark County, Washington",40,81,39,0,0
530110413192022,"Block 2022, Block Group 2, Census Tract 413.19, Clark County, Washington",67,186,58,0,7
530110413192024,"Block 2024, Block Group 2, Census Tract 413.19, Clark County, Washington",30,94,30,0,0
530110413192025,"Block 2025, Block Group 2, Census Tract 413.19, Clark County, Washington",10,38,10,0,0
530110413192027,"Block 2027, Block Group 2, Census Tract 413.19, Clark County, Washington",24,63,24,0,0
530110413192028,"Block 2028, Block Group 2, Census Tract 413.19, Clark County, Washington",21,53,21,0,0
530110413192029,"Block 2029, Block Group 2, Census Tract 413.19, Clark County, Washington",11,25,11,0,0
530110413192031,"Block 2031, Block Group 2, Census Tract 413.19, Clark County, Washington",16,59,16,0,0
530110413192032,"Block 2032, Block Group 2, Census Tract 413.19, Clark County, Washington",25,89,25,0,0
530110413193001,"Block 3001, Block Group 3, Census Tract 413.19, Clark County, Washington",59,157,59,0,0
530110413193002,"Block 3002, Block Group 3, Census Tract 413.19, Clark County, Washington",49,127,49,0,0
530110413193004,"Block 3004, Block Group 3, Census Tract 413.19, Clark County, Washington",28,93,25,0,0
530110413193005,"Block 3005, Block Group 3, Census Tract 413.19, Clark County, Washington",23,98,17,0,0
530110413193006,"Block 3006, Block Group 3, Census Tract 413.19, Clark County, Washington",173,422,173,0,0
530110413193008,"Block 3008, Block Group 3, Census Tract 413.19, Clark County, Washington",36,117,36,0,0
530110413193009,"Block 3009, Block Group 3, Census Tract 413.19, Clark County, Washington",55,125,49,0,0
530110413201001,"Block 1001, Block Group 1, Census Tract 413.20, Clark County, Washington",18,52,18,0,0
530110413201002,"Block 1002, Block Group 1, Census Tract 413.20, Clark County, Washington",39,116,39,0,0
530110413201004,"Block 1004, Block Group 1, Census Tract 413.20, Clark County, Washington",30,77,30,0,0
530110413201005,"Block 1005, Block Group 1, Census Tract 413.20, Clark County, Washington",54,163,54,0,0
530110413201007,"Block 1007, Block Group 1, Census Tract 413.20, Clark County, Washington",10,29,10,0,14
530110413201008,"Block 1008, Block Group 1, Census Tract 413.20, Clark County, Washington",25,62,25,0,0
530110413201009,"Block 1009, Block Group 1, Census Tract 413.20, Clark County, Washington",13,57,13,0,0
530110413201010,"Block 1010, Block Group 1, Census Tract 413.20, Clark County, Washington",75,177,67,0,0
530110413201011,"Block 1011, Block Group 1, Census Tract 413.20, Clark County, Washington",85,218,72,0,0
530110413201012,"Block 1012, Block Group 1, Census Tract 413.20, Clark County, Washington",32,85,32,0,0
530110413202011,"Block 2011, Block Group 2, Census Tract 413.20, Clark County, Washington",0,0,0,0,0
530110413202012,"Block 2012, Block Group 2, Census Tract 413.20, Clark County, Washington",24,72,24,0,0
530110413202013,"Block 2013, Block Group 2, Census Tract 413.20, Clark County, Washington",34,114,32,0,0
530110413203000,"Block 3000, Block Group 3, Census Tract 413.20, Clark County, Washington",10,41,10,0,0
530110413203001,"Block 3001, Block Group 3, Census Tract 413.20, Clark County, Washington",28,68,28,0,0
530110413203002,"Block 3002, Block Group 3, Census Tract 413.20, Clark County, Washington",40,102,40,0,0
530110413203003,"Block 3003, Block Group 3, Census Tract 413.20, Clark County, Washington",71,154,71,0,0
530110413203004,"Block 3004, Block Group 3, Census Tract 413.20, Clark County, Washington",17,61,9,0,0
530110413203005,"Block 3005, Block Group 3, Census Tract 413.20, Clark County, Washington",21,74,21,0,0
530110413203006,"Block 3006, Block Group 3, Census Tract 413.20, Clark County, Washington",20,56,20,0,0
530110413203007,"Block 3007, Block Group 3, Census Tract 413.20, Clark County, Washington",66,156,66,0,0
530110413203008,"Block 3008, Block Group 3, Census Tract 413.20, Clark County, Washington",15,42,11,0,0
530110413204000,"Block 4000, Block Group 4, Census Tract 413.20, Clark County, Washington",14,65,7,0,0
530110413204001,"Block 4001, Block Group 4, Census Tract 413.20, Clark County, Washington",18,55,7,0,0
530110413204003,"Block 4003, Block Group 4, Census Tract 413.20, Clark County, Washington",157,347,146,0,0
530110413204004,"Block 4004, Block Group 4, Census Tract 413.20, Clark County, Washington",23,79,19,0,0
530110413204006,"Block 4006, Block Group 4, Census Tract 413.20, Clark County, Washington",592,1151,558,0,0
530110413205000,"Block 5000, Block Group 5, Census Tract 413.20, Clark County, Washington",72,179,72,0,0
530110413205001,"Block 5001, Block Group 5, Census Tract 413.20, Clark County, Washington",230,511,224,0,0
530110413205003,"Block 5003, Block Group 5, Census Tract 413.20, Clark County, Washington",12,34,9,0,0
530110413205004,"Block 5004, Block Group 5, Census Tract 413.20, Clark County, Washington",28,66,28,0,0
530110413205006,"Block 5006, Block Group 5, Census Tract 413.20, Clark County, Washington",20,64,20,0,0
530110413205007,"Block 5007, Block Group 5, Census Tract 413.20, Clark County, Washington",10,41,10,0,0
530110413211001,"Block 1001, Block Group 1, Census Tract 413.21, Clark County, Washington",0,0,0,0,0
530110413211002,"Block 1002, Block Group 1, Census Tract 413.21, Clark County, Washington",1,4,1,0,0
530110413211003,"Block 1003, Block Group 1, Census Tract 413.21, Clark County, Washington",0,0,0,0,0
530110413211005,"Block 1005, Block Group 1, Census Tract 413.21, Clark County, Washington",43,109,42,0,0
530110413211006,"Block 1006, Block Group 1, Census Tract 413.21, Clark County, Washington",12,56,12,0,0
530110413211008,"Block 1008, Block Group 1, Census Tract 413.21, Clark County, Washington",21,60,14,0,0
530110413211009,"Block 1009, Block Group 1, Census Tract 413.21, Clark County, Washington",16,64,16,0,0
530110413211011,"Block 1011, Block Group 1, Census Tract 413.21, Clark County, Washington",27,105,20,0,0
530110413211012,"Block 1012, Block Group 1, Census Tract 413.21, Clark County, Washington",6,28,6,0,0
530110413211013,"Block 1013, Block Group 1, Census Tract 413.21, Clark County, Washington",10,56,10,0,0
530110413211015,"Block 1015, Block Group 1, Census Tract 413.21, Clark County, Washington",391,772,388,0,0
530110413211016,"Block 1016, Block Group 1, Census Tract 413.21, Clark County, Washington",25,66,25,0,0
530110413211018,"Block 1018, Block Group 1, Census Tract 413.21, Clark County, Washington",10,26,8,0,0
530110413211019,"Block 1019, Block Group 1, Census Tract 413.21, Clark County, Washington",27,62,27,0,0
530110413201013,"Block 1013, Block Group 1, Census Tract 413.20, Clark County, Washington",15,61,15,0,0
530110413201014,"Block 1014, Block Group 1, Census Tract 413.20, Clark County, Washington",26,52,26,0,0
530110413201015,"Block 1015, Block Group 1, Census Tract 413.20, Clark County, Washington",11,43,11,0,0
530110413201016,"Block 1016, Block Group 1, Census Tract 413.20, Clark County, Washington",34,67,32,0,0
530110413201017,"Block 1017, Block Group 1, Census Tract 413.20, Clark County, Washington",28,70,28,0,0
530110413211021,"Block 1021, Block Group 1, Census Tract 413.21, Clark County, Washington",11,45,11,0,0
530110413211022,"Block 1022, Block Group 1, Census Tract 413.21, Clark County, Washington",20,62,19,0,0
530110413212000,"Block 2000, Block Group 2, Census Tract 413.21, Clark County, Washington",0,0,0,0,0
530110413212001,"Block 2001, Block Group 2, Census Tract 413.21, Clark County, Washington",0,0,0,0,0
530110413212002,"Block 2002, Block Group 2, Census Tract 413.21, Clark County, Washington",0,0,0,0,0
530110413212003,"Block 2003, Block Group 2, Census Tract 413.21, Clark County, Washington",46,144,42,0,0
530110413212004,"Block 2004, Block Group 2, Census Tract 413.21, Clark County, Washington",2,5,1,0,0
530110413212005,"Block 2005, Block Group 2, Census Tract 413.21, Clark County, Washington",3,10,3,0,0
530110413212006,"Block 2006, Block Group 2, Census Tract 413.21, Clark County, Washington",14,49,14,0,0
530110413212007,"Block 2007, Block Group 2, Census Tract 413.21, Clark County, Washington",10,36,10,0,5
530110413212008,"Block 2008, Block Group 2, Census Tract 413.21, Clark County, Washington",73,189,73,0,0
530110413212009,"Block 2009, Block Group 2, Census Tract 413.21, Clark County, Washington",21,56,21,0,0
530110413212010,"Block 2010, Block Group 2, Census Tract 413.21, Clark County, Washington",9,26,9,0,0
530110413212011,"Block 2011, Block Group 2, Census Tract 413.21, Clark County, Washington",22,62,18,0,0
530110413212012,"Block 2012, Block Group 2, Census Tract 413.21, Clark County, Washington",52,128,52,0,0
530110413212013,"Block 2013, Block Group 2, Census Tract 413.21, Clark County, Washington",6,24,5,0,0
530110413221001,"Block 1001, Block Group 1, Census Tract 413.22, Clark County, Washington",198,407,196,0,0
530110413221002,"Block 1002, Block Group 1, Census Tract 413.22, Clark County, Washington",8,29,2,0,0
530110413221004,"Block 1004, Block Group 1, Census Tract 413.22, Clark County, Washington",2,53,2,0,1
530110413221005,"Block 1005, Block Group 1, Census Tract 413.22, Clark County, Washington",0,0,0,0,0
530110413221006,"Block 1006, Block Group 1, Census Tract 413.22, Clark County, Washington",170,203,156,0,0
530110413221008,"Block 1008, Block Group 1, Census Tract 413.22, Clark County, Washington",1,15,0,0,0
530110413221009,"Block 1009, Block Group 1, Census Tract 413.22, Clark County, Washington",35,103,35,0,0
530110413221011,"Block 1011, Block Group 1, Census Tract 413.22, Clark County, Washington",22,50,19,0,0
530110413221012,"Block 1012, Block Group 1, Census Tract 413.22, Clark County, Washington",349,719,337,0,0
530110413221014,"Block 1014, Block Group 1, Census Tract 413.22, Clark County, Washington",110,279,110,0,0
530110413221015,"Block 1015, Block Group 1, Census Tract 413.22, Clark County, Washington",18,63,10,0,0
530110413221016,"Block 1016, Block Group 1, Census Tract 413.22, Clark County, Washington",47,135,47,0,0
530110413222001,"Block 2001, Block Group 2, Census Tract 413.22, Clark County, Washington",254,520,239,0,0
530110413223000,"Block 3000, Block Group 3, Census Tract 413.22, Clark County, Washington",515,1188,501,0,11
530110413223002,"Block 3002, Block Group 3, Census Tract 413.22, Clark County, Washington",0,0,0,0,0
530110413223003,"Block 3003, Block Group 3, Census Tract 413.22, Clark County, Washington",82,236,82,0,0
530110413231000,"Block 1000, Block Group 1, Census Tract 413.23, Clark County, Washington",50,163,49,0,0
530110413231001,"Block 1001, Block Group 1, Census Tract 413.23, Clark County, Washington",24,73,24,0,0
530110413231002,"Block 1002, Block Group 1, Census Tract 413.23, Clark County, Washington",92,240,92,0,11
530110413231004,"Block 1004, Block Group 1, Census Tract 413.23, Clark County, Washington",26,88,26,0,0
530110413231005,"Block 1005, Block Group 1, Census Tract 413.23, Clark County, Washington",471,1061,468,0,7
530110413235000,"Block 5000, Block Group 5, Census Tract 413.23, Clark County, Washington",180,314,175,0,0
530110413235001,"Block 5001, Block Group 5, Census Tract 413.23, Clark County, Washington",15,66,15,0,0
530110413235002,"Block 5002, Block Group 5, Census Tract 413.23, Clark County, Washington",56,234,51,77,0
530110413235003,"Block 5003, Block Group 5, Census Tract 413.23, Clark County, Washington",163,355,153,0,0
530110413235004,"Block 5004, Block Group 5, Census Tract 413.23, Clark County, Washington",11,41,11,0,0
530110413251000,"Block 1000, Block Group 1, Census Tract 413.25, Clark County, Washington",66,166,66,0,0
530110413251001,"Block 1001, Block Group 1, Census Tract 413.25, Clark County, Washington",12,39,12,0,0
530110413251002,"Block 1002, Block Group 1, Census Tract 413.25, Clark County, Washington",12,36,12,0,0
530110413251003,"Block 1003, Block Group 1, Census Tract 413.25, Clark County, Washington",31,105,31,0,0
530110413251004,"Block 1004, Block Group 1, Census Tract 413.25, Clark County, Washington",68,185,68,0,0
530110413251005,"Block 1005, Block Group 1, Census Tract 413.25, Clark County, Washington",18,44,17,0,0
530110413251006,"Block 1006, Block Group 1, Census Tract 413.25, Clark County, Washington",17,37,17,0,0
530110413251007,"Block 1007, Block Group 1, Census Tract 413.25, Clark County, Washington",13,49,13,0,0
530110413251008,"Block 1008, Block Group 1, Census Tract 413.25, Clark County, Washington",37,123,30,0,0
530110413251009,"Block 1009, Block Group 1, Census Tract 413.25, Clark County, Washington",49,124,49,0,0
530110413251011,"Block 1011, Block Group 1, Census Tract 413.25, Clark County, Washington",98,248,98,0,0
530110413251012,"Block 1012, Block Group 1, Census Tract 413.25, Clark County, Washington",18,47,18,0,0
530110413251014,"Block 1014, Block Group 1, Census Tract 413.25, Clark County, Washington",16,73,16,0,0
530110413251015,"Block 1015, Block Group 1, Census Tract 413.25, Clark County, Washington",16,43,16,0,0
530110413251016,"Block 1016, Block Group 1, Census Tract 413.25, Clark County, Washington",372,672,359,0,0
530110413251018,"Block 1018, Block Group 1, Census Tract 413.25, Clark County, Washington",10,43,10,0,0
530110413251019,"Block 1019, Block Group 1, Census Tract 413.25, Clark County, Washington",0,0,0,0,0
530110413251021,"Block 1021, Block Group 1, Census Tract 413.25, Clark County, Washington",13,41,13,0,0
530110413251022,"Block 1022, Block Group 1, Census Tract 413.25, Clark County, Washington",3,13,3,0,0
530110413251024,"Block 1024, Block Group 1, Census Tract 413.25, Clark County, Washington",0,0,0,0,0
530110413251025,"Block 1025, Block Group 1, Census Tract 413.25, Clark County, Washington",0,0,0,0,0
530110413251026,"Block 1026, Block Group 1, Census Tract 413.25, Clark County, Washington",9,40,9,0,0
530110413252001,"Block 2001, Block Group 2, Census Tract 413.25, Clark County, Washington",46,135,46,0,0
530110413231007,"Block 1007, Block Group 1, Census Tract 413.23, Clark County, Washington",23,75,23,0,5
530110413232000,"Block 2000, Block Group 2, Census Tract 413.23, Clark County, Washington",36,92,36,0,0
530110413232002,"Block 2002, Block Group 2, Census Tract 413.23, Clark County, Washington",21,52,21,0,0
530110413232003,"Block 2003, Block Group 2, Census Tract 413.23, Clark County, Washington",17,46,16,0,0
530110413232005,"Block 2005, Block Group 2, Census Tract 413.23, Clark County, Washington",23,85,21,0,1
530110413232006,"Block 2006, Block Group 2, Census Tract 413.23, Clark County, Washington",23,65,23,0,0
530110413232007,"Block 2007, Block Group 2, Census Tract 413.23, Clark County, Washington",29,59,29,0,0
530110413232008,"Block 2008, Block Group 2, Census Tract 413.23, Clark County, Washington",67,149,65,0,0
530110413232009,"Block 2009, Block Group 2, Census Tract 413.23, Clark County, Washington",19,57,8,0,0
530110413232010,"Block 2010, Block Group 2, Census Tract 413.23, Clark County, Washington",31,72,31,0,0
530110413233000,"Block 3000, Block Group 3, Census Tract 413.23, Clark County, Washington",18,56,18,0,0
530110413233001,"Block 3001, Block Group 3, Census Tract 413.23, Clark County, Washington",36,118,36,0,7
530110413233002,"Block 3002, Block Group 3, Census Tract 413.23, Clark County, Washington",10,37,10,0,0
530110413233004,"Block 3004, Block Group 3, Census Tract 413.23, Clark County, Washington",5,12,5,0,0
530110413233005,"Block 3005, Block Group 3, Census Tract 413.23, Clark County, Washington",95,228,95,0,7
530110413233006,"Block 3006, Block Group 3, Census Tract 413.23, Clark County, Washington",10,24,10,0,0
530110413233007,"Block 3007, Block Group 3, Census Tract 413.23, Clark County, Washington",18,67,18,0,11
530110413233008,"Block 3008, Block Group 3, Census Tract 413.23, Clark County, Washington",18,45,18,0,0
530110413233010,"Block 3010, Block Group 3, Census Tract 413.23, Clark County, Washington",23,72,23,0,0
530110413233011,"Block 3011, Block Group 3, Census Tract 413.23, Clark County, Washington",22,62,19,0,0
530110413233013,"Block 3013, Block Group 3, Census Tract 413.23, Clark County, Washington",8,37,8,0,0
530110413233014,"Block 3014, Block Group 3, Census Tract 413.23, Clark County, Washington",11,40,11,0,0
530110413234000,"Block 4000, Block Group 4, Census Tract 413.23, Clark County, Washington",0,0,0,0,0
530110413234002,"Block 4002, Block Group 4, Census Tract 413.23, Clark County, Washington",0,0,0,0,0
530110413234003,"Block 4003, Block Group 4, Census Tract 413.23, Clark County, Washington",0,0,0,0,0
530110413234005,"Block 4005, Block Group 4, Census Tract 413.23, Clark County, Washington",0,0,0,0,0
530110413234006,"Block 4006, Block Group 4, Census Tract 413.23, Clark County, Washington",0,0,0,0,0
530110413234008,"Block 4008, Block Group 4, Census Tract 413.23, Clark County, Washington",51,127,51,0,0
530110413234009,"Block 4009, Block Group 4, Census Tract 413.23, Clark County, Washington",8,25,8,0,0
530110413234011,"Block 4011, Block Group 4, Census Tract 413.23, Clark County, Washington",14,42,14,0,0
530110413234012,"Block 4012, Block Group 4, Census Tract 413.23, Clark County, Washington",26,91,25,0,0
530110413234013,"Block 4013, Block Group 4, Census Tract 413.23, Clark County, Washington",22,79,18,0,7
530110413234015,"Block 4015, Block Group 4, Census Tract 413.23, Clark County, Washington",0,0,0,0,0
530110413252002,"Block 2002, Block Group 2, Census Tract 413.25, Clark County, Washington",26,83,26,0,0
530110413252004,"Block 2004, Block Group 2, Census Tract 413.25, Clark County, Washington",64,187,64,0,0
530110413252005,"Block 2005, Block Group 2, Census Tract 413.25, Clark County, Washington",5,10,5,0,0
530110413252007,"Block 2007, Block Group 2, Census Tract 413.25, Clark County, Washington",130,303,130,0,0
530110413252008,"Block 2008, Block Group 2, Census Tract 413.25, Clark County, Washington",8,20,2,0,0
530110413252009,"Block 2009, Block Group 2, Census Tract 413.25, Clark County, Washington",72,122,72,0,0
530110413252011,"Block 2011, Block Group 2, Census Tract 413.25, Clark County, Washington",4,24,4,0,0
530110413252012,"Block 2012, Block Group 2, Census Tract 413.25, Clark County, Washington",12,25,12,0,0
