GEOID,NAME,HH,POP,HH_Occ,GQ_Inst,GQ_Non
530110403041010,"Block 1010, Block Group 1, Census Tract 403.04, Clark County, Washington",17,53,17,0,0
530110403041013,"Block 1013, Block Group 1, Census Tract 403.04, Clark County, Washington",45,134,39,0,0
530110403041016,"Block 1016, Block Group 1, Census Tract 403.04, Clark County, Washington",0,0,0,0,0
530110403041019,"Block 1019, Block Group 1, Census Tract 403.04, Clark County, Washington",0,0,0,0,0
530110403051005,"Block 1005, Block Group 1, Census Tract 403.05, Clark County, Washington",6,18,1,0,0
530110403051008,"Block 1008, Block Group 1, Census Tract 403.05, Clark County, Washington",8,9,8,0,0
530110403051012,"Block 1012, Block Group 1, Census Tract 403.05, Clark County, Washington",12,24,12,0,0
530110403051015,"Block 1015, Block Group 1, Census Tract 403.05, Clark County, Washington",8,16,8,0,0
530110403051018,"Block 1018, Block Group 1, Census Tract 403.05, Clark County, Washington",0,0,0,0,0
530110403051022,"Block 1022, Block Group 1, Census Tract 403.05, Clark County, Washington",22,41,22,0,0
530110403051025,"Block 1025, Block Group 1, Census Tract 403.05, Clark County, Washington",7,14,7,0,0
530110403051028,"Block 1028, Block Group 1, Census Tract 403.05, Clark County, Washington",7,16,7,0,0
530110403051032,"Block 1032, Block Group 1, Census Tract 403.05, Clark County, Washington",4,16,2,0,0
530110403051035,"Block 1035, Block Group 1, Census Tract 403.05, Clark County, Washington",5,17,5,0,0
530110403051038,"Block 1038, Block Group 1, Census Tract 403.05, Clark County, Washington",30,62,30,0,0
530110403052000,"Block 2000, Block Group 2, Census Tract 403.05, Clark County, Washington",0,0,0,0,0
530110403052015,"Block 2015, Block Group 2, Census Tract 403.05, Clark County, Washington",0,0,0,0,0
530110403052018,"Block 2018, Block Group 2, Census Tract 403.05, Clark County, Washington",0,0,0,0,0
530110403052022,"Block 2022, Block Group 2, Census Tract 403.05, Clark County, Washington",13,14,13,0,0
530110403052025,"Block 2025, Block Group 2, Census Tract 403.05, Clark County, Washington",3,15,3,0,0
530110403052028,"Block 2028, Block Group 2, Census Tract 403.05, Clark County, Washington",13,43,13,0,0
530110403052032,"Block 2032, Block Group 2, Census Tract 403.05, Clark County, Washington",12,52,12,0,0
530110407142013,"Block 2013, Block Group 2, Census Tract 407.14, Clark County, Washington",26,87,17,0,0
530110407142016,"Block 2016, Block Group 2, Census Tract 407.14, Clark County, Washington",6,35,6,0,0
530110407151002,"Block 1002, Block Group 1, Census Tract 407.15, Clark County, Washington",6,23,2,0,0
530110407151006,"Block 1006, Block Group 1, Census Tract 407.15, Clark County, Washington",2,9,0,0,0
530110407151009,"Block 1009, Block Group 1, Census Tract 407.15, Clark County, Washington",3,23,3,0,0
530110407151012,"Block 1012, Block Group 1, Census Tract 407.15, Clark County, Washington",38,83,38,0,0
530110407151015,"Block 1015, Block Group 1, Census Tract 407.15, Clark County, Washington",24,57,20,0,0
530110407151025,"Block 1025, Block Group 1, Census Tract 407.15, Clark County, Washington",171,327,171,0,0
530110407151029,"Block 1029, Block Group 1, Census Tract 407.15, Clark County, Washington",30,111,30,3,8
530110407152000,"Block 2000, Block Group 2, Census Tract 407.15, Clark County, Washington",80,197,74,0,0
530110407152001,"Block 2001, Block Group 2, Census Tract 407.15, Clark County, Washington",40,117,40,0,0
530110407152003,"Block 2003, Block Group 2, Census Tract 407.15, Clark County, Washington",37,91,37,0,0
530110407152009,"Block 2009, Block Group 2, Census Tract 407.15, Clark County, Washington",15,38,15,0,0
530110407152010,"Block 2010, Block Group 2, Census Tract 407.15, Clark County, Washington",5,25,3,0,0
530110407152011,"Block 2011, Block Group 2, Census Tract 407.15, Clark County, Washington",17,47,17,0,0
530110407152013,"Block 2013, Block Group 2, Census Tract 407.15, Clark County, Washington",3,10,3,0,0
530110408031000,"Block 1000, Block Group 1, Census Tract 408.03, Clark County, Washington",5,18,5,0,0
530110408031001,"Block 1001, Block Group 1, Census Tract 408.03, Clark County, Washington",4,16,4,0,0
530110405041051,"Block 1051, Block Group 1, Census Tract 405.04, Clark County, Washington",11,44,11,0,0
530110405042011,"Block 2011, Block Group 2, Census Tract 405.04, Clark County, Washington",25,90,25,0,0
530110405042014,"Block 2014, Block Group 2, Census Tract 405.04, Clark County, Washington",17,71,17,0,0
530110405043002,"Block 3002, Block Group 3, Census Tract 405.04, Clark County, Washington",5,22,5,0,0
530110405043005,"Block 3005, Block Group 3, Census Tract 405.04, Clark County, Washington",1,25,1,0,0
530110405043008,"Block 3008, Block Group 3, Census Tract 405.04, Clark County, Washington",13,59,10,0,0
530110405051000,"Block 1000, Block Group 1, Census Tract 405.05, Clark County, Washington",89,244,84,0,0
530110405051003,"Block 1003, Block Group 1, Census Tract 405.05, Clark County, Washington",280,781,280,0,0
530110405051006,"Block 1006, Block Group 1, Census Tract 405.05, Clark County, Washington",2,18,1,0,0
530110405051010,"Block 1010, Block Group 1, Census Tract 405.05, Clark County, Washington",67,221,67,0,0
530110405052001,"Block 2001, Block Group 2, Census Tract 405.05, Clark County, Washington",5,14,3,0,0
530110405052004,"Block 2004, Block Group 2, Census Tract 405.05, Clark County, Washington",49,151,49,0,0
530110405052007,"Block 2007, Block Group 2, Census Tract 405.05, Clark County, Washington",3,8,3,0,0
530110405052022,"Block 2022, Block Group 2, Census Tract 405.05, Clark County, Washington",19,63,15,0,0
530110405052025,"Block 2025, Block Group 2, Census Tract 405.05, Clark County, Washington",11,36,11,0,0
530110405053000,"Block 3000, Block Group 3, Census Tract 405.05, Clark County, Washington",18,57,18,0,0
530110405053003,"Block 3003, Block Group 3, Census Tract 405.05, Clark County, Washington",29,95,29,0,0
530110405053006,"Block 3006, Block Group 3, Census Tract 405.05, Clark County, Washington",23,67,23,0,0
530110405053010,"Block 3010, Block Group 3, Census Tract 405.05, Clark County, Washington",18,54,18,0,0
530110405053013,"Block 3013, Block Group 3, Census Tract 405.05, Clark County, Washington",60,166,59,0,0
530110405053016,"Block 3016, Block Group 3, Census Tract 405.05, Clark County, Washington",9,39,0,0,0
530110405053020,"Block 3020, Block Group 3, Census Tract 405.05, Clark County, Washington",20,67,20,0,0
530110405071002,"Block 1002, Block Group 1, Census Tract 405.07, Clark County, Washington",5,13,5,0,0
530110405071005,"Block 1005, Block Group 1, Census Tract 405.07, Clark County, Washington",0,0,0,0,0
530110405071008,"Block 1008, Block Group 1, Census Tract 405.07, Clark County, Washington",0,0,0,0,0
530110405071023,"Block 1023, Block Group 1, Census Tract 405.07, Clark County, Washington",0,0,0,0,0
530110405071027,"Block 1027, Block Group 1, Census Tract 405.07, Clark County, Washington",0,0,0,0,0
530110405071030,"Block 1030, Block Group 1, Census Tract 405.07, Clark County, Washington",0,0,0,0,0
530110405071033,"Block 1033, Block Group 1, Census Tract 405.07, Clark County, Washington",0,0,0,0,0
530110405072002,"Block 2002, Block Group 2, Census Tract 405.07, Clark County, Washington",374,1012,369,0,0
530110405072006,"Block 2006, Block Group 2, Census Tract 405.07, Clark County, Washington",12,41,9,0,0
530110409071012,"Block 1012, Block Group 1, Census Tract 409.07, Clark County, Washington",8,27,8,0,0
530110409071016,"Block 1016, Block Group 1, Census Tract 409.07, Clark County, Washington",9,27,9,0,0
530110409071019,"Block 1019, Block Group 1, Census Tract 409.07, Clark County, Washington",10,30,10,0,0
530110409071022,"Block 1022, Block Group 1, Census Tract 409.07, Clark County, Washington",17,53,17,0,0
530110409072001,"Block 2001, Block Group 2, Census Tract 409.07, Clark County, Washington",52,147,51,0,0
530110409072004,"Block 2004, Block Group 2, Census Tract 409.07, Clark County, Washington",56,153,56,0,0
530110409072007,"Block 2007, Block Group 2, Census Tract 409.07, Clark County, Washington",75,185,75,0,0
530110409072022,"Block 2022, Block Group 2, Census Tract 409.07, Clark County, Washington",66,173,66,0,0
530110409073002,"Block 3002, Block Group 3, Census Tract 409.07, Clark County, Washington",0,0,0,0,0
530110409073006,"Block 3006, Block Group 3, Census Tract 409.07, Clark County, Washington",0,0,0,0,0
530110409073009,"Block 3009, Block Group 3, Census Tract 409.07, Clark County, Washington",44,99,43,0,0
530110409073012,"Block 3012, Block Group 3, Census Tract 409.07, Clark County, Washington",34,81,34,0,0
530110409073016,"Block 3016, Block Group 3, Census Tract 409.07, Clark County, Washington",0,0,0,0,0
530110409073019,"Block 3019, Block Group 3, Census Tract 409.07, Clark County, Washington",20,58,20,0,0
530110409073022,"Block 3022, Block Group 3, Census Tract 409.07, Clark County, Washington",10,46,10,0,0
530110409074001,"Block 4001, Block Group 4, Census Tract 409.07, Clark County, Washington",42,105,42,0,0
530110409074004,"Block 4004, Block Group 4, Census Tract 409.07, Clark County, Washington",6,45,6,0,0
530110409074007,"Block 4007, Block Group 4, Census Tract 409.07, Clark County, Washington",88,199,88,0,0
530110409074010,"Block 4010, Block Group 4, Census Tract 409.07, Clark County, Washington",106,293,106,0,0
530110409081013,"Block 1013, Block Group 1, Census Tract 409.08, Clark County, Washington",21,55,15,0,0
530110409082001,"Block 2001, Block Group 2, Census Tract 409.08, Clark County, Washington",15,46,15,0,0
530110409082005,"Block 2005, Block Group 2, Census Tract 409.08, Clark County, Washington",24,57,17,0,0
530110409082008,"Block 2008, Block Group 2, Census Tract 409.08, Clark County, Washington",17,47,17,0,0
530110409082011,"Block 2011, Block Group 2, Census Tract 409.08, Clark County, Washington",54,125,54,0,0
530110410093005,"Block 3005, Block Group 3, Census Tract 410.09, Clark County, Washington",26,80,26,0,0
530110410093009,"Block 3009, Block Group 3, Census Tract 410.09, Clark County, Washington",38,104,38,0,0
530110410093012,"Block 3012, Block Group 3, Census Tract 410.09, Clark County, Washington",24,65,24,0,0
530110410101000,"Block 1000, Block Group 1, Census Tract 410.10, Clark County, Washington",0,0,0,0,0
530110411054006,"Block 4006, Block Group 4, Census Tract 411.05, Clark County, Washington",17,44,17,0,0
530110411054009,"Block 4009, Block Group 4, Census Tract 411.05, Clark County, Washington",70,204,69,0,0
530110411054013,"Block 4013, Block Group 4, Census Tract 411.05, Clark County, Washington",0,0,0,0,0
530110411054016,"Block 4016, Block Group 4, Census Tract 411.05, Clark County, Washington",39,88,39,0,0
530110411071000,"Block 1000, Block Group 1, Census Tract 411.07, Clark County, Washington",0,0,0,0,0
530110411071004,"Block 1004, Block Group 1, Census Tract 411.07, Clark County, Washington",37,78,37,0,0
530110411071007,"Block 1007, Block Group 1, Census Tract 411.07, Clark County, Washington",5,32,5,0,0
530110411071010,"Block 1010, Block Group 1, Census Tract 411.07, Clark County, Washington",23,51,23,0,0
530110411071014,"Block 1014, Block Group 1, Census Tract 411.07, Clark County, Washington",19,40,19,0,0
530110411071017,"Block 1017, Block Group 1, Census Tract 411.07, Clark County, Washington",8,26,8,0,0
530110411071020,"Block 1020, Block Group 1, Census Tract 411.07, Clark County, Washington",86,217,86,0,0
530110411101001,"Block 1001, Block Group 1, Census Tract 411.10, Clark County, Washington",25,58,25,0,0
530110411101004,"Block 1004, Block Group 1, Census Tract 411.10, Clark County, Washington",26,78,21,0,0
530110411101008,"Block 1008, Block Group 1, Census Tract 411.10, Clark County, Washington",22,56,14,0,0
530110411102001,"Block 2001, Block Group 2, Census Tract 411.10, Clark County, Washington",89,255,89,0,7
530110411102004,"Block 2004, Block Group 2, Census Tract 411.10, Clark County, Washington",9,26,9,0,0
530110411102008,"Block 2008, Block Group 2, Census Tract 411.10, Clark County, Washington",27,86,27,0,0
530110411102011,"Block 2011, Block Group 2, Census Tract 411.10, Clark County, Washington",0,0,0,0,0
530110411102014,"Block 2014, Block Group 2, Census Tract 411.10, Clark County, Washington",13,46,13,0,0
530110411102018,"Block 2018, Block Group 2, Census Tract 411.10, Clark County, Washington",10,37,10,0,0
530110411102021,"Block 2021, Block Group 2, Census Tract 411.10, Clark County, Washington",28,83,27,0,0
530110411102024,"Block 2024, Block Group 2, Census Tract 411.10, Clark County, Washington",300,627,286,0,0
530110411102027,"Block 2027, Block Group 2, Census Tract 411.10, Clark County, Washington",6,28,6,0,0
530110411103012,"Block 3012, Block Group 3, Census Tract 411.10, Clark County, Washington",62,144,62,0,0
530110411104002,"Block 4002, Block Group 4, Census Tract 411.10, Clark County, Washington",16,63,16,0,0
530110411104006,"Block 4006, Block Group 4, Census Tract 411.10, Clark County, Washington",0,0,0,0,0
530110411104009,"Block 4009, Block Group 4, Census Tract 411.10, Clark County, Washington",9,38,4,0,0
530110411104012,"Block 4012, Block Group 4, Census Tract 411.10, Clark County, Washington",17,52,17,0,0
530110411111002,"Block 1002, Block Group 1, Census Tract 411.11, Clark County, Washington",427,1049,416,0,9
530110411111005,"Block 1005, Block Group 1, Census Tract 411.11, Clark County, Washington",551,1327,518,0,0
530110411112001,"Block 2001, Block Group 2, Census Tract 411.11, Clark County, Washington",552,1328,515,0,148
530110411121003,"Block 1003, Block Group 1, Census Tract 411.12, Clark County, Washington",180,478,180,0,0
530110411121006,"Block 1006, Block Group 1, Census Tract 411.12, Clark County, Washington",28,75,28,0,0
530110411122001,"Block 2001, Block Group 2, Census Tract 411.12, Clark County, Washington",28,94,25,0,0
530110411122004,"Block 2004, Block Group 2, Census Tract 411.12, Clark County, Washington",56,126,49,0,0
530110427002003,"Block 2003, Block Group 2, Census Tract 427, Clark County, Washington",14,55,13,0,0
530110427003000,"Block 3000, Block Group 3, Census Tract 427, Clark County, Washington",455,1078,420,0,0
530110408123020,"Block 3020, Block Group 3, Census Tract 408.12, Clark County, Washington",59,115,58,0,0
530110408123023,"Block 3023, Block Group 3, Census Tract 408.12, Clark County, Washington",17,43,12,0,0
530110408123026,"Block 3026, Block Group 3, Census Tract 408.12, Clark County, Washington",59,167,56,0,0
530110409041002,"Block 1002, Block Group 1, Census Tract 409.04, Clark County, Washington",39,96,35,0,0
530110409041005,"Block 1005, Block Group 1, Census Tract 409.04, Clark County, Washington",25,62,25,0,0
530110409041022,"Block 1022, Block Group 1, Census Tract 409.04, Clark County, Washington",25,66,25,0,0
530110409042002,"Block 2002, Block Group 2, Census Tract 409.04, Clark County, Washington",0,0,0,0,0
530110409042006,"Block 2006, Block Group 2, Census Tract 409.04, Clark County, Washington",0,0,0,0,0
530110409042009,"Block 2009, Block Group 2, Census Tract 409.04, Clark County, Washington",2,11,2,0,0
530110409042012,"Block 2012, Block Group 2, Census Tract 409.04, Clark County, Washington",13,48,13,0,0
530110409042016,"Block 2016, Block Group 2, Census Tract 409.04, Clark County, Washington",11,33,9,0,0
530110409042019,"Block 2019, Block Group 2, Census Tract 409.04, Clark County, Washington",9,46,0,0,0
530110409042022,"Block 2022, Block Group 2, Census Tract 409.04, Clark County, Washington",45,128,45,0,0
530110409043003,"Block 3003, Block Group 3, Census Tract 409.04, Clark County, Washington",0,0,0,0,0
530110409043006,"Block 3006, Block Group 3, Census Tract 409.04, Clark County, Washington",31,92,31,0,0
530110409043009,"Block 3009, Block Group 3, Census Tract 409.04, Clark County, Washington",59,166,59,0,0
530110409043012,"Block 3012, Block Group 3, Census Tract 409.04, Clark County, Washington",44,106,40,0,0
530110409051007,"Block 1007, Block Group 1, Census Tract 409.05, Clark County, Washington",37,94,37,0,0
530110409051010,"Block 1010, Block Group 1, Census Tract 409.05, Clark County, Washington",39,99,39,0,0
530110409051014,"Block 1014, Block Group 1, Census Tract 409.05, Clark County, Washington",4,27,4,0,0
530110409051017,"Block 1017, Block Group 1, Census Tract 409.05, Clark County, Washington",37,78,37,0,0
530110409051020,"Block 1020, Block Group 1, Census Tract 409.05, Clark County, Washington",71,179,70,0,0
530110409052000,"Block 2000, Block Group 2, Census Tract 409.05, Clark County, Washington",28,64,28,0,0
530110409052003,"Block 2003, Block Group 2, Census Tract 409.05, Clark County, Washington",22,72,16,0,0
530110409052006,"Block 2006, Block Group 2, Census Tract 409.05, Clark County, Washington",20,60,20,0,0
530110409052010,"Block 2010, Block Group 2, Census Tract 409.05, Clark County, Washington",5,28,5,0,0
530110409052013,"Block 2013, Block Group 2, Census Tract 409.05, Clark County, Washington",16,50,16,0,0
530110409052016,"Block 2016, Block Group 2, Census Tract 409.05, Clark County, Washington",27,95,27,0,0
530110409052019,"Block 2019, Block Group 2, Census Tract 409.05, Clark County, Washington",21,56,21,0,0
530110409071003,"Block 1003, Block Group 1, Census Tract 409.07, Clark County, Washington",44,145,44,0,0
530110409071006,"Block 1006, Block Group 1, Census Tract 409.07, Clark County, Washington",11,31,11,0,0
530110402033018,"Block 3018, Block Group 3, Census Tract 402.03, Clark County, Washington",19,72,19,0,0
530110402033021,"Block 3021, Block Group 3, Census Tract 402.03, Clark County, Washington",4,13,4,0,0
530110402033024,"Block 3024, Block Group 3, Census Tract 402.03, Clark County, Washington",0,0,0,0,0
530110402033028,"Block 3028, Block Group 3, Census Tract 402.03, Clark County, Washington",10,27,10,0,0
530110402033031,"Block 3031, Block Group 3, Census Tract 402.03, Clark County, Washington",1,11,1,0,0
530110402033034,"Block 3034, Block Group 3, Census Tract 402.03, Clark County, Washington",2,6,2,0,0
530110402033038,"Block 3038, Block Group 3, Census Tract 402.03, Clark County, Washington",18,55,18,0,0
530110402033041,"Block 3041, Block Group 3, Census Tract 402.03, Clark County, Washington",7,29,7,0,0
530110402033044,"Block 3044, Block Group 3, Census Tract 402.03, Clark County, Washington",39,112,39,0,0
530110402033047,"Block 3047, Block Group 3, Census Tract 402.03, Clark County, Washington",0,0,0,0,0
530110403011008,"Block 1008, Block Group 1, Census Tract 403.01, Clark County, Washington",28,60,28,0,0
530110403011011,"Block 1011, Block Group 1, Census Tract 403.01, Clark County, Washington",0,0,0,0,0
530110403011015,"Block 1015, Block Group 1, Census Tract 403.01, Clark County, Washington",0,0,0,0,0
530110403011018,"Block 1018, Block Group 1, Census Tract 403.01, Clark County, Washington",19,55,19,0,0
530110403011021,"Block 1021, Block Group 1, Census Tract 403.01, Clark County, Washington",25,66,25,0,0
530110403011025,"Block 1025, Block Group 1, Census Tract 403.01, Clark County, Washington",12,45,12,0,0
530110403011028,"Block 1028, Block Group 1, Census Tract 403.01, Clark County, Washington",20,46,20,0,0
530110403011031,"Block 1031, Block Group 1, Census Tract 403.01, Clark County, Washington",0,0,0,0,0
530110403012002,"Block 2002, Block Group 2, Census Tract 403.01, Clark County, Washington",0,0,0,0,0
530110403012005,"Block 2005, Block Group 2, Census Tract 403.01, Clark County, Washington",0,0,0,0,0
530110403012008,"Block 2008, Block Group 2, Census Tract 403.01, Clark County, Washington",1,5,1,0,0
530110403012011,"Block 2011, Block Group 2, Census Tract 403.01, Clark County, Washington",14,52,14,0,0
530110403012026,"Block 2026, Block Group 2, Census Tract 403.01, Clark County, Washington",13,28,13,0,0
530110403012029,"Block 2029, Block Group 2, Census Tract 403.01, Clark County, Washington",3,8,3,0,0
530110403012033,"Block 2033, Block Group 2, Census Tract 403.01, Clark County, Washington",1,4,1,0,0
530110403012036,"Block 2036, Block Group 2, Census Tract 403.01, Clark County, Washington",6,13,6,0,0
530110403031000,"Block 1000, Block Group 1, Census Tract 403.03, Clark County, Washington",132,388,130,0,0
530110403031004,"Block 1004, Block Group 1, Census Tract 403.03, Clark County, Washington",8,44,8,0,0
530110403031007,"Block 1007, Block Group 1, Census Tract 403.03, Clark County, Washington",7,43,7,0,0
530110403031010,"Block 1010, Block Group 1, Census Tract 403.03, Clark County, Washington",13,42,11,0,0
530110403031014,"Block 1014, Block Group 1, Census Tract 403.03, Clark County, Washington",24,58,24,0,0
530110403052035,"Block 2035, Block Group 2, Census Tract 403.05, Clark County, Washington",29,100,29,0,0
530110403052038,"Block 2038, Block Group 2, Census Tract 403.05, Clark County, Washington",32,104,32,0,0
530110407124003,"Block 4003, Block Group 4, Census Tract 407.12, Clark County, Washington",18,78,18,0,0
530110407124006,"Block 4006, Block Group 4, Census Tract 407.12, Clark County, Washington",0,0,0,0,0
530110407124009,"Block 4009, Block Group 4, Census Tract 407.12, Clark County, Washington",13,40,13,0,0
530110407124012,"Block 4012, Block Group 4, Census Tract 407.12, Clark County, Washington",6,22,6,0,0
530110407124027,"Block 4027, Block Group 4, Census Tract 407.12, Clark County, Washington",22,72,22,0,0
530110407131000,"Block 1000, Block Group 1, Census Tract 407.13, Clark County, Washington",40,110,40,0,0
530110407131003,"Block 1003, Block Group 1, Census Tract 407.13, Clark County, Washington",43,125,43,0,0
530110407131006,"Block 1006, Block Group 1, Census Tract 407.13, Clark County, Washington",25,52,25,0,0
530110407131009,"Block 1009, Block Group 1, Census Tract 407.13, Clark County, Washington",11,41,11,0,0
530110407131013,"Block 1013, Block Group 1, Census Tract 407.13, Clark County, Washington",10,39,7,0,0
530110407132001,"Block 2001, Block Group 2, Census Tract 407.13, Clark County, Washington",21,64,21,0,0
530110407132004,"Block 2004, Block Group 2, Census Tract 407.13, Clark County, Washington",3,13,3,0,0
530110407132008,"Block 2008, Block Group 2, Census Tract 407.13, Clark County, Washington",50,159,50,0,0
530110407133001,"Block 3001, Block Group 3, Census Tract 407.13, Clark County, Washington",30,86,30,0,0
530110407133004,"Block 3004, Block Group 3, Census Tract 407.13, Clark County, Washington",24,85,22,0,0
530110407133007,"Block 3007, Block Group 3, Census Tract 407.13, Clark County, Washington",10,45,5,0,0
530110407141006,"Block 1006, Block Group 1, Census Tract 407.14, Clark County, Washington",17,64,17,0,0
530110407142000,"Block 2000, Block Group 2, Census Tract 407.14, Clark County, Washington",57,174,51,0,0
530110407142001,"Block 2001, Block Group 2, Census Tract 407.14, Clark County, Washington",12,33,10,0,0
530110407142004,"Block 2004, Block Group 2, Census Tract 407.14, Clark County, Washington",47,150,47,0,0
530110407142005,"Block 2005, Block Group 2, Census Tract 407.14, Clark County, Washington",8,22,6,0,0
530110407142006,"Block 2006, Block Group 2, Census Tract 407.14, Clark County, Washington",4,50,4,0,0
530110405072009,"Block 2009, Block Group 2, Census Tract 405.07, Clark County, Washington",1,6,0,0,0
530110405091002,"Block 1002, Block Group 1, Census Tract 405.09, Clark County, Washington",28,94,28,0,0
530110405091006,"Block 1006, Block Group 1, Census Tract 405.09, Clark County, Washington",56,137,54,0,0
530110405091009,"Block 1009, Block Group 1, Census Tract 405.09, Clark County, Washington",46,124,46,0,0
530110405091012,"Block 1012, Block Group 1, Census Tract 405.09, Clark County, Washington",43,125,43,0,0
530110409083001,"Block 3001, Block Group 3, Census Tract 409.08, Clark County, Washington",96,270,96,0,0
530110409083004,"Block 3004, Block Group 3, Census Tract 409.08, Clark County, Washington",18,53,18,0,0
530110409083007,"Block 3007, Block Group 3, Census Tract 409.08, Clark County, Washington",36,117,35,0,0
530110409083011,"Block 3011, Block Group 3, Census Tract 409.08, Clark County, Washington",26,52,26,0,0
530110409083014,"Block 3014, Block Group 3, Census Tract 409.08, Clark County, Washington",40,113,40,0,6
530110409083017,"Block 3017, Block Group 3, Census Tract 409.08, Clark County, Washington",12,35,12,0,0
530110409083020,"Block 3020, Block Group 3, Census Tract 409.08, Clark County, Washington",19,45,19,0,0
530110409084006,"Block 4006, Block Group 4, Census Tract 409.08, Clark County, Washington",49,129,49,0,0
530110409084010,"Block 4010, Block Group 4, Census Tract 409.08, Clark County, Washington",18,58,18,0,0
530110409084013,"Block 4013, Block Group 4, Census Tract 409.08, Clark County, Washington",8,30,8,0,0
530110409091002,"Block 1002, Block Group 1, Census Tract 409.09, Clark County, Washington",0,0,0,0,0
530110409091006,"Block 1006, Block Group 1, Census Tract 409.09, Clark County, Washington",9,31,9,0,0
530110410101004,"Block 1004, Block Group 1, Census Tract 410.10, Clark County, Washington",1,17,1,0,0
530110410101007,"Block 1007, Block Group 1, Census Tract 410.10, Clark County, Washington",34,81,34,0,0
530110410101010,"Block 1010, Block Group 1, Census Tract 410.10, Clark County, Washington",92,262,90,0,0
530110410101014,"Block 1014, Block Group 1, Census Tract 410.10, Clark County, Washington",6,12,6,0,0
530110410102001,"Block 2001, Block Group 2, Census Tract 410.10, Clark County, Washington",262,449,254,0,0
530110410102004,"Block 2004, Block Group 2, Census Tract 410.10, Clark County, Washington",42,118,37,0,0
530110410111002,"Block 1002, Block Group 1, Census Tract 410.11, Clark County, Washington",0,0,0,0,0
530110410111005,"Block 1005, Block Group 1, Census Tract 410.11, Clark County, Washington",31,99,23,0,0
530110410111009,"Block 1009, Block Group 1, Census Tract 410.11, Clark County, Washington",10,29,10,0,0
530110410111012,"Block 1012, Block Group 1, Census Tract 410.11, Clark County, Washington",26,75,26,0,0
530110410111015,"Block 1015, Block Group 1, Census Tract 410.11, Clark County, Washington",26,66,26,0,0
530110410111019,"Block 1019, Block Group 1, Census Tract 410.11, Clark County, Washington",0,0,0,0,0
530110410111022,"Block 1022, Block Group 1, Census Tract 410.11, Clark County, Washington",75,147,75,0,0
530110410112000,"Block 2000, Block Group 2, Census Tract 410.11, Clark County, Washington",2,30,2,0,0
530110410112004,"Block 2004, Block Group 2, Census Tract 410.11, Clark County, Washington",18,56,18,0,0
530110410112007,"Block 2007, Block Group 2, Census Tract 410.11, Clark County, Washington",1,18,1,0,0
530110410112010,"Block 2010, Block Group 2, Census Tract 410.11, Clark County, Washington",9,29,9,0,0
530110410112013,"Block 2013, Block Group 2, Census Tract 410.11, Clark County, Washington",0,0,0,0,0
530110411041012,"Block 1012, Block Group 1, Census Tract 411.04, Clark County, Washington",31,98,31,0,0
530110411041015,"Block 1015, Block Group 1, Census Tract 411.04, Clark County, Washington",19,58,19,0,0
530110411042000,"Block 2000, Block Group 2, Census Tract 411.04, Clark County, Washington",65,209,65,0,0
530110411042003,"Block 2003, Block Group 2, Census Tract 411.04, Clark County, Washington",14,41,9,0,0
530110411042006,"Block 2006, Block Group 2, Census Tract 411.04, Clark County, Washington",13,37,13,0,0
530110411042010,"Block 2010, Block Group 2, Census Tract 411.04, Clark County, Washington",219,469,219,0,0
530110411042013,"Block 2013, Block Group 2, Census Tract 411.04, Clark County, Washington",22,36,22,0,0
530110411042016,"Block 2016, Block Group 2, Census Tract 411.04, Clark County, Washington",106,268,106,0,0
530110411051000,"Block 1000, Block Group 1, Census Tract 411.05, Clark County, Washington",186,350,185,0,0
530110411051003,"Block 1003, Block Group 1, Census Tract 411.05, Clark County, Washington",8,43,7,0,0
530110411051006,"Block 1006, Block Group 1, Census Tract 411.05, Clark County, Washington",81,201,81,0,0
530110411051009,"Block 1009, Block Group 1, Census Tract 411.05, Clark County, Washington",20,54,20,0,0
530110411052010,"Block 2010, Block Group 2, Census Tract 411.05, Clark County, Washington",14,48,5,0,0
530110411053002,"Block 3002, Block Group 3, Census Tract 411.05, Clark County, Washington",6,32,5,0,0
530110425002027,"Block 2027, Block Group 2, Census Tract 425, Clark County, Washington",0,0,0,0,0
530110425002031,"Block 2031, Block Group 2, Census Tract 425, Clark County, Washington",0,0,0,0,0
530110425002034,"Block 2034, Block Group 2, Census Tract 425, Clark County, Washington",18,13,15,0,0
530110425002037,"Block 2037, Block Group 2, Census Tract 425, Clark County, Washington",1,5,1,0,0
530110425002040,"Block 2040, Block Group 2, Census Tract 425, Clark County, Washington",0,0,0,0,0
530110428001000,"Block 1000, Block Group 1, Census Tract 428, Clark County, Washington",0,0,0,0,0
530110428001003,"Block 1003, Block Group 1, Census Tract 428, Clark County, Washington",49,91,49,0,0
530110428001006,"Block 1006, Block Group 1, Census Tract 428, Clark County, Washington",9,27,9,0,0
530110428001009,"Block 1009, Block Group 1, Census Tract 428, Clark County, Washington",9,33,9,0,11
530110428001013,"Block 1013, Block Group 1, Census Tract 428, Clark County, Washington",14,45,14,0,0
530110428001016,"Block 1016, Block Group 1, Census Tract 428, Clark County, Washington",8,22,5,0,0
530110428001019,"Block 1019, Block Group 1, Census Tract 428, Clark County, Washington",18,26,18,0,0
530110428001022,"Block 1022, Block Group 1, Census Tract 428, Clark County, Washington",13,34,13,0,0
530110428001026,"Block 1026, Block Group 1, Census Tract 428, Clark County, Washington",67,140,49,0,0
