geography,id,num_hh_control,num_hh_result,num_hh_diff
BLOCK,410319602021044,8,8,0
BLOCK,410290011003001,19,19,0
BLOCK,410290011003004,1,1,0
BLOCK,410290011004001,7,7,0
BLOCK,410279501002025,15,15,0
BLOCK,410333611011011,6,6,0
BLOCK,410333604001013,6,6,0
BLOCK,410290012001046,2,2,0
BLOCK,410290012001053,8,8,0
BLOCK,410279501003008,14,14,0
BLOCK,410279501003014,30,30,0
BLOCK,410290016021007,3,3,0
BLOCK,410290001002076,11,11,0
BLOCK,410290002033012,3,3,0
BLOCK,410290003001000,107,107,0
BLOCK,410333612021023,7,7,0
BLOCK,410290012002018,8,8,0
BLOCK,410290012003019,13,13,0
BLOCK,410279501002030,2,2,0
BLOCK,410333611013016,124,124,0
BLOCK,410333611021007,10,10,0
BLOCK,410333611022007,4,4,0
BLOCK,410290002012015,19,19,0
BLOCK,410290003003000,13,13,0
BLOCK,410290003004013,18,18,0
BLOCK,410290004032000,3,3,0
BLOCK,410333611022027,8,8,0
BLOCK,410192100001331,10,10,0
BLOCK,410192100001332,4,4,0
BLOCK,410192100001334,36,36,0
BLOCK,410192100001335,4,4,0
BLOCK,410290002021011,43,43,0
BLOCK,410290002021016,3,3,0
BLOCK,410290004033009,10,10,0
BLOCK,410290004041000,4,4,0
BLOCK,410290004041005,7,7,0
BLOCK,410290004042005,6,6,0
BLOCK,410290013013000,7,7,0
BLOCK,410290013013035,68,68,0
BLOCK,410279502013036,6,6,0
BLOCK,410279502013037,5,5,0
BLOCK,410390010022001,37,37,0
BLOCK,410390010022008,2,2,0
BLOCK,410333606013037,40,40,0
BLOCK,410390011013029,5,5,0
BLOCK,410359711002024,8,8,0
BLOCK,410359711003020,7,7,0
BLOCK,410390017003008,19,19,0
BLOCK,410390018011016,25,25,0
BLOCK,410390018011020,18,18,0
BLOCK,410390010023002,19,19,0
BLOCK,410359701004521,23,23,0
BLOCK,410390011014015,7,7,0
BLOCK,410390007021099,21,21,0
BLOCK,410390004034009,6,6,0
BLOCK,410359711002044,11,11,0
BLOCK,410359711003005,1,1,0
BLOCK,410390012022009,68,68,0
BLOCK,410390007073019,6,6,0
BLOCK,410290005021013,1,1,0
BLOCK,410290005021014,12,12,0
BLOCK,410290010014018,9,9,0
BLOCK,410390009024004,4,4,0
BLOCK,410390001004015,13,13,0
BLOCK,410390012023019,9,9,0
BLOCK,410359713002000,25,25,0
BLOCK,410290018013001,9,9,0
BLOCK,410290024001030,30,30,0
BLOCK,410390007062017,6,6,0
BLOCK,410390009034010,4,4,0
BLOCK,410290018021019,3,3,0
BLOCK,410290018021021,6,6,0
BLOCK,410290018021029,11,11,0
BLOCK,410290006032002,10,10,0
BLOCK,410290006032011,15,15,0
BLOCK,410290006032014,1,1,0
BLOCK,410333613022001,6,6,0
BLOCK,410359702011779,14,14,0
BLOCK,410390003002020,17,17,0
BLOCK,410390011022030,24,24,0
BLOCK,410390009031009,10,10,0
BLOCK,410359718003059,8,8,0
BLOCK,410359714001000,1,1,0
BLOCK,410359714001003,4,4,0
BLOCK,410390013012019,8,8,0
BLOCK,410359714004004,14,14,0
BLOCK,410290006042016,15,15,0
BLOCK,410290006051002,23,23,0
BLOCK,410333605005001,3,3,0
BLOCK,410333605005007,6,6,0
BLOCK,410333607012025,43,43,0
BLOCK,410359709012037,6,6,0
BLOCK,410390004042033,11,11,0
BLOCK,410359714003003,1,1,0
BLOCK,410290006051014,15,15,0
BLOCK,410290006053009,15,15,0
BLOCK,410390007053006,4,4,0
BLOCK,410390007053010,11,11,0
BLOCK,410390007072014,7,7,0
BLOCK,410390007072016,5,5,0
BLOCK,410359715001005,4,4,0
BLOCK,410359715001013,8,8,0
BLOCK,410290020002001,46,46,0
BLOCK,410290007011008,1,1,0
BLOCK,410390007073038,11,11,0
BLOCK,410359719002016,45,45,0
BLOCK,410359715001051,6,6,0
BLOCK,410379602003033,16,16,0
BLOCK,410290007012000,6,6,0
BLOCK,410290007012001,3,3,0
BLOCK,410390009042000,3,3,0
BLOCK,410390002001037,4,4,0
BLOCK,410333613012037,5,5,0
BLOCK,410290007012022,2,2,0
BLOCK,410333607032000,29,29,0
BLOCK,410390012011049,11,11,0
BLOCK,410359715005012,3,3,0
BLOCK,410333613021001,10,10,0
BLOCK,410333605004004,7,7,0
BLOCK,410333607032014,79,79,0
BLOCK,410390004023021,7,7,0
BLOCK,410390009024029,10,10,0
BLOCK,410359709022037,19,19,0
BLOCK,410359716001015,2,2,0
BLOCK,410333605004026,9,9,0
BLOCK,410290028001039,11,11,0
BLOCK,410390017001013,13,13,0
BLOCK,410359716002007,3,3,0
BLOCK,410359716003014,5,5,0
BLOCK,410390009033005,3,3,0
BLOCK,410390007071022,8,8,0
BLOCK,410390017001028,12,12,0
BLOCK,410390017001031,20,20,0
BLOCK,410390017001032,11,11,0
BLOCK,410390017001033,1,1,0
BLOCK,410359716004006,8,8,0
BLOCK,410390002002063,5,5,0
BLOCK,410290009012021,14,14,0
BLOCK,410390009033009,4,4,0
BLOCK,410359710002015,4,4,0
BLOCK,410333606012014,9,9,0
BLOCK,410333606012015,9,9,0
BLOCK,410290009021010,3,3,0
BLOCK,410390007051034,34,34,0
BLOCK,410390007052000,60,60,0
BLOCK,410390015002000,12,12,0
BLOCK,410390015002001,5,5,0
BLOCK,410390007073008,8,8,0
BLOCK,410390007073018,12,12,0
BLOCK,410390017002022,2,2,0
BLOCK,410390017004016,4,4,0
BLOCK,410290009022051,6,6,0
BLOCK,410390007073023,1,1,0
BLOCK,410390007073025,5,5,0
BLOCK,410390007082010,25,25,0
BLOCK,410359717002003,37,37,0
BLOCK,410359717002039,12,12,0
BLOCK,410390024031000,7,7,0
BLOCK,410390033023026,14,14,0
BLOCK,410390034001002,15,15,0
BLOCK,410390045011019,21,21,0
BLOCK,410390034001009,1,1,0
BLOCK,410390018042036,5,5,0
BLOCK,410390019021004,7,7,0
BLOCK,410390019021005,7,7,0
BLOCK,410390019021011,4,4,0
BLOCK,410390019022004,2,2,0
BLOCK,410390019024000,4,4,0
BLOCK,410390019024004,6,6,0
BLOCK,410390044061007,32,32,0
BLOCK,410390051002021,56,56,0
BLOCK,410430208011024,90,90,0
BLOCK,410390018031038,123,123,0
BLOCK,410390053002016,10,10,0
BLOCK,410390054001003,15,15,0
BLOCK,410390025013008,9,9,0
BLOCK,410390018033002,6,6,0
BLOCK,410390018033003,26,26,0
BLOCK,410390043005026,2604,2604,0
BLOCK,410430301001006,9,9,0
BLOCK,410390025051002,18,18,0
BLOCK,410390018011021,54,54,0
BLOCK,410390018012000,3,3,0
BLOCK,410390036001015,5,5,0
BLOCK,410419506022018,7,7,0
BLOCK,410390036002002,6,6,0
BLOCK,410390053001004,6,6,0
BLOCK,410390053001008,3,3,0
BLOCK,410390045013009,13,13,0
BLOCK,410390045021005,15,15,0
BLOCK,410390045021009,22,22,0
BLOCK,410390024041028,9,9,0
BLOCK,410390035004011,9,9,0
BLOCK,410419514001045,11,11,0
BLOCK,410390045021020,14,14,0
BLOCK,410390024032000,3,3,0
BLOCK,410390034004006,4,4,0
BLOCK,410390044071006,53,53,0
BLOCK,410390019031017,12,12,0
BLOCK,410419513002027,17,17,0
BLOCK,410390044072007,41,41,0
BLOCK,410390044072008,56,56,0
BLOCK,410390024013024,39,39,0
BLOCK,410390038013016,6,6,0
BLOCK,410390038023000,7,7,0
BLOCK,410390039001004,34,34,0
BLOCK,410430207003007,12,12,0
BLOCK,410430207003010,8,8,0
BLOCK,410430208011002,82,82,0
