"TAZ","HHINC1","HHINC2","HHINC3","HHINC4","HHINC5","HHINC6","HHINC7","HHINC8","HHSIZE1","HHSIZE2","HHSIZE3","HHSIZE4","HHWORK0","HHWORK1","HHWORK2","HHWORK3","HHWCHILD","HHWOCHILD"
463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
468,28,14,1,15,0,0,0,4,23,18,3,18,26,29,6,1,21,41
469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
470,1,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,2
471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
473,10,6,3,4,9,2,1,0,7,11,11,6,12,12,10,1,16,19
474,16,10,6,10,9,2,1,1,9,19,9,18,18,21,14,2,24,31
475,25,18,13,14,28,4,4,0,40,30,17,19,33,38,32,3,32,74
476,14,9,7,7,13,1,1,0,13,13,12,14,16,19,16,1,25,27
477,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1
478,7,4,0,3,0,0,0,1,5,5,4,1,8,6,1,0,6,9
479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
487,5,2,3,2,3,0,0,0,9,2,2,2,3,6,5,1,4,11
488,40,33,18,31,22,17,1,0,59,39,28,36,34,56,58,14,58,104
489,25,39,29,34,15,7,1,1,48,52,26,25,33,52,53,13,45,106
490,8,7,7,5,1,0,0,0,5,8,8,7,5,9,12,2,12,16
491,4,3,3,1,5,0,0,0,3,8,1,4,4,5,7,0,7,9
492,3,23,14,14,8,3,0,1,20,16,7,23,14,23,23,6,36,30
493,2,20,12,14,10,3,0,1,23,21,9,9,12,23,23,4,13,49
494,25,87,50,78,44,15,4,7,56,87,60,107,72,119,98,21,149,161
495,6,17,14,16,9,7,1,1,21,26,11,13,17,27,23,4,25,46
496,2,2,4,4,1,4,0,0,8,2,3,4,5,7,5,0,3,14
497,15,17,27,23,14,14,7,0,35,28,19,35,35,51,28,3,50,67
498,13,30,30,29,15,14,5,1,38,40,28,31,38,55,38,6,52,85
499,42,29,20,23,44,6,6,0,53,65,20,32,53,62,49,6,49,121
500,10,7,5,7,15,1,1,0,10,17,6,13,15,15,15,1,15,31
501,4,7,2,7,3,2,0,0,9,4,8,4,7,12,5,1,11,14
502,33,32,19,52,28,16,3,0,49,62,33,39,52,80,46,5,58,125
503,20,22,11,34,15,10,2,0,26,37,21,30,34,49,28,3,46,68
504,17,18,14,31,13,10,2,0,34,29,24,18,30,45,27,3,41,64
505,15,16,29,25,12,14,6,0,25,33,26,33,33,52,29,3,50,67
506,14,17,26,24,11,13,6,0,22,41,18,30,32,49,27,3,45,66
507,25,27,15,41,33,6,8,2,43,56,23,35,45,68,40,4,50,107
508,37,29,19,45,16,40,4,0,43,67,38,42,52,59,75,4,63,127
509,15,12,7,18,5,18,1,0,15,29,13,19,21,25,29,1,27,49
510,5,6,7,20,14,9,1,0,13,22,13,14,18,20,23,1,18,44
511,8,10,13,29,22,13,1,1,20,35,16,26,27,31,37,2,32,65
512,12,16,19,42,34,18,2,2,32,49,28,36,38,47,57,3,54,91
513,5,8,8,20,17,8,1,0,16,22,10,19,19,22,25,1,22,45
514,36,28,18,43,17,35,3,0,35,69,24,52,49,58,70,3,62,118
515,55,41,27,64,24,51,5,0,72,82,45,68,73,83,105,6,106,161
516,20,23,30,15,69,59,11,14,52,98,39,52,66,77,93,5,82,159
517,13,15,17,9,43,38,7,8,25,48,31,46,41,48,58,3,69,81
518,29,31,37,83,72,35,5,4,67,115,42,72,82,95,113,6,95,201
519,7,10,13,24,19,11,1,1,19,33,13,21,23,27,33,3,29,57
520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
522,0,0,1,2,0,0,0,0,2,1,0,0,0,2,1,0,1,2
523,1,1,3,11,4,1,0,0,5,12,1,3,5,7,9,0,5,16
524,14,17,20,10,47,45,8,10,26,60,36,49,48,53,66,4,73,98
525,4,4,4,2,12,12,2,2,8,20,2,12,12,14,16,0,14,28
526,8,8,11,4,28,21,4,4,18,30,21,19,24,28,34,2,29,59
527,0,0,1,0,1,4,0,0,0,3,1,2,2,2,2,0,2,4
528,0,1,3,0,4,5,1,0,2,11,1,0,3,5,6,0,0,14
529,0,8,20,3,30,31,14,2,20,46,22,20,29,34,43,2,34,74
530,0,10,23,5,35,36,16,3,19,53,20,36,34,41,50,3,51,77
531,16,20,23,11,58,48,9,11,17,89,29,61,53,62,77,4,74,122
532,0,1,7,0,10,10,6,0,1,14,7,12,10,11,13,0,15,19
533,0,3,6,1,11,13,8,0,10,18,5,9,11,16,15,0,15,27
534,0,0,2,1,4,4,1,0,0,6,2,4,4,4,4,0,3,9
535,0,0,0,0,0,1,1,0,0,0,0,2,0,2,0,0,1,1
536,0,5,13,2,19,19,7,1,13,21,18,14,18,22,25,1,28,38
537,0,4,10,2,16,14,6,2,13,18,7,16,14,18,21,1,24,30
538,0,25,56,13,90,87,39,7,56,122,49,90,88,100,122,7,159,158
539,32,26,17,39,15,33,2,0,47,51,30,36,46,52,63,3,54,110
540,43,33,20,49,20,42,4,0,42,78,39,52,57,66,83,5,88,123
541,21,24,15,38,31,4,7,2,35,44,17,46,41,62,35,4,54,88
542,28,33,20,54,41,6,11,3,31,51,31,83,59,85,47,5,97,99
543,44,61,26,56,54,42,12,5,51,102,61,86,78,118,88,16,114,186
544,7,23,17,27,25,12,16,8,28,50,27,30,42,58,34,1,47,88
545,1,3,2,3,2,1,2,1,3,6,1,5,5,7,3,0,5,10
546,0,1,1,1,2,0,1,0,2,1,1,2,2,3,1,0,2,4
547,4,11,9,16,15,7,7,5,20,24,11,19,22,35,17,0,22,52
548,3,11,8,14,10,3,6,3,19,19,6,14,17,27,14,0,17,41
549,2,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,2
550,3,11,9,11,13,6,8,3,12,29,9,14,20,30,14,0,19,45
551,1,3,2,3,6,1,3,1,6,9,2,3,7,9,4,0,4,16
552,0,2,2,3,1,1,2,0,4,3,1,3,5,4,2,0,3,8
553,0,3,3,4,2,3,1,1,7,6,3,1,7,6,4,0,3,14
554,3,9,8,9,9,5,7,3,25,17,5,6,16,24,13,0,9,44
555,0,6,2,3,1,0,0,0,3,4,3,2,5,4,3,0,4,8
556,1,5,3,6,8,3,3,1,3,15,4,8,11,13,6,0,12,18
557,1,5,5,5,6,3,5,2,5,15,5,7,9,15,8,0,9,23
558,1,5,4,6,5,2,4,1,7,11,6,4,11,11,6,0,7,21
559,0,3,1,4,3,1,1,0,3,7,2,1,4,7,2,0,3,10
560,4,18,11,17,13,8,10,5,13,43,12,18,26,39,20,1,23,63
561,2,3,3,3,5,2,3,1,7,8,0,7,9,9,4,0,5,17
562,2,3,3,3,1,0,0,2,2,6,0,6,6,3,4,1,2,12
563,4,15,9,15,13,7,9,4,32,34,7,3,25,32,19,0,7,69
564,0,0,0,0,1,0,0,1,1,0,0,1,1,0,1,0,1,1
565,0,3,0,0,0,0,0,0,0,3,0,0,3,0,0,0,1,2
566,15,25,29,37,21,6,10,14,102,48,2,5,74,48,31,4,6,151
567,5,7,5,6,5,0,6,2,2,24,4,6,18,11,7,0,7,29
568,5,9,10,9,4,0,10,4,12,26,6,7,26,14,10,1,11,40
569,3,6,9,9,8,2,1,5,22,15,3,3,21,13,8,1,8,35
570,6,11,11,12,10,1,2,5,31,18,4,5,27,19,11,1,7,51
571,5,7,9,12,6,1,3,5,37,9,0,2,23,15,9,1,2,46
572,14,26,26,35,25,9,12,13,70,63,10,17,62,60,35,3,26,134
573,7,12,16,18,10,2,6,9,37,25,6,12,39,23,16,2,18,62
574,14,23,27,34,17,4,7,14,37,58,17,28,67,43,27,3,47,93
575,9,10,13,16,8,1,3,12,29,32,7,4,35,22,14,1,12,60
576,2,1,1,1,1,0,0,1,2,0,5,0,4,2,1,0,2,5
577,7,9,9,13,8,1,3,5,15,28,5,7,25,18,11,1,11,44
578,3,4,8,8,5,1,1,4,20,13,1,0,15,12,7,0,0,34
579,1,2,5,3,3,0,2,1,8,8,0,1,9,5,3,0,2,15
580,5,11,8,8,8,0,8,4,5,28,7,12,24,16,11,1,15,37
581,5,13,0,5,9,14,4,0,8,37,4,1,23,16,10,1,6,44
582,5,14,0,2,8,15,5,0,8,22,10,9,23,16,9,1,11,38
583,6,16,0,4,11,15,5,0,17,24,4,12,27,18,11,1,16,41
584,6,9,6,7,9,2,7,2,12,22,8,6,23,15,9,1,12,36
585,11,16,13,18,13,0,17,7,20,53,16,6,45,29,19,2,23,72
586,0,6,6,8,7,6,7,4,14,22,4,4,20,14,9,1,7,37
587,1,12,12,19,20,10,12,11,30,48,11,8,45,29,21,2,18,79
588,1,10,10,14,13,6,9,8,11,43,6,11,34,22,14,1,14,57
589,0,6,6,9,8,4,5,4,1,28,5,8,20,13,8,1,12,30
590,1,8,7,10,12,5,7,5,7,29,8,11,25,16,13,1,14,41
591,0,5,5,8,8,5,4,4,7,22,2,8,20,12,7,0,11,28
592,1,8,7,10,9,5,7,5,14,27,5,6,25,15,10,2,9,43
593,4,16,5,9,17,14,7,3,18,38,9,10,34,24,15,2,15,60
594,0,2,2,5,8,2,2,2,7,11,1,4,13,6,4,0,4,19
595,3,21,24,31,33,18,19,19,49,76,15,28,80,51,33,4,33,135
596,2,14,17,18,26,18,14,10,21,49,19,30,54,36,26,3,41,78
597,5,14,15,21,25,15,13,10,23,65,11,19,52,40,23,3,22,96
598,3,24,2,4,45,72,18,23,34,101,23,33,63,82,38,8,42,149
599,20,35,10,22,60,27,12,9,29,100,23,43,54,61,76,4,50,145
600,10,15,4,9,28,14,4,3,17,44,11,15,24,27,34,2,17,70
601,0,4,8,4,5,8,6,1,9,13,8,6,10,17,8,1,8,28
602,0,1,4,2,2,2,3,1,4,5,4,2,5,6,3,1,4,11
603,0,0,0,2,0,0,0,0,2,0,0,0,2,0,0,0,0,2
604,0,2,3,0,0,2,5,0,3,0,4,5,3,6,3,0,6,6
605,0,3,15,6,7,9,10,2,17,22,9,4,17,23,10,2,8,44
606,1,1,7,5,4,6,3,0,6,13,2,6,10,12,5,0,9,18
607,13,4,4,31,15,37,13,2,19,61,13,26,39,54,22,4,30,89
608,19,6,6,46,22,48,18,3,43,64,20,41,56,75,31,6,50,118
609,7,2,2,19,8,19,9,1,15,30,4,18,23,30,12,2,23,44
610,9,3,3,24,9,28,10,2,14,40,14,20,30,39,16,3,33,55
611,0,1,12,6,6,7,7,1,4,21,10,5,12,19,8,1,8,32
612,0,18,25,13,37,60,22,17,30,111,15,36,63,85,36,8,40,152
613,2,12,2,2,24,41,10,13,26,43,16,21,35,46,21,4,26,80
614,8,3,6,3,9,5,15,7,15,24,11,6,19,22,13,2,12,44
615,4,1,1,8,7,10,5,1,5,17,10,5,12,17,7,1,7,30
616,2,1,1,7,2,6,3,0,3,10,2,7,8,10,4,0,8,14
617,6,2,2,3,3,2,1,1,4,11,1,4,9,7,4,0,2,18
618,3,2,2,1,1,0,0,1,2,6,1,1,3,6,1,0,1,9
619,3,1,3,2,4,2,0,0,5,5,3,2,6,7,2,0,2,13
620,53,30,39,42,26,23,16,14,68,76,43,56,100,87,50,6,84,159
621,40,39,27,31,29,13,6,0,86,58,19,22,77,65,38,5,33,152
622,63,58,41,46,45,21,9,0,111,99,29,44,118,100,57,8,64,219
623,3,1,4,3,5,1,0,0,3,3,4,7,7,6,4,0,8,9
624,0,2,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,2
625,3,3,2,3,2,1,0,0,2,11,0,1,5,6,2,1,3,11
626,2,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,2,0
627,2,2,4,4,4,0,0,0,5,7,0,4,7,6,2,1,4,12
628,5,5,2,4,3,2,0,0,5,4,4,8,10,7,4,0,12,9
629,17,19,11,11,15,8,2,0,36,42,3,2,39,26,16,2,3,80
630,11,28,4,5,11,13,0,0,34,34,1,3,46,11,12,3,3,69
631,71,26,25,22,33,27,8,7,65,78,31,45,73,98,40,8,53,166
632,18,9,6,6,7,7,1,1,9,13,20,13,18,24,11,2,25,30
633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
634,25,9,8,7,13,9,3,2,22,26,14,14,25,34,14,3,21,55
635,38,14,12,12,15,15,4,3,37,33,19,24,39,49,21,4,37,76
636,0,2,0,0,3,0,0,0,2,0,2,1,3,1,1,0,2,3
637,32,84,10,17,30,38,0,0,82,120,8,1,134,34,34,9,1,210
638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
639,27,9,8,8,15,11,2,2,23,27,9,23,26,38,15,3,33,49
640,18,6,6,7,9,9,2,1,18,21,6,13,18,27,11,2,19,39
641,14,6,5,4,6,5,1,1,11,11,11,9,15,18,8,1,18,24
642,61,24,20,20,29,25,7,8,64,58,29,43,64,86,36,8,72,122
643,3,10,1,1,5,4,0,0,10,9,2,3,16,4,3,1,5,19
644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
645,78,67,71,50,15,9,0,0,107,87,35,61,184,48,46,12,83,207
646,43,44,35,5,36,12,0,3,86,50,22,20,60,78,33,7,35,143
647,35,35,29,4,28,10,0,2,64,30,14,35,48,64,26,5,40,103
648,50,51,41,7,42,14,0,3,92,81,9,26,68,92,39,9,31,177
649,43,42,35,5,33,13,0,2,80,55,18,20,58,75,34,6,39,134
650,41,37,41,27,9,4,0,0,77,70,11,1,100,26,26,7,3,156
651,47,42,43,31,9,5,0,0,55,74,17,31,115,28,27,7,42,135
652,96,85,89,62,20,11,0,0,125,124,48,66,229,61,58,15,103,260
653,53,45,47,34,11,5,0,0,74,67,24,30,124,33,30,8,49,146
654,0,0,0,0,3,0,0,0,1,1,0,1,1,1,1,0,1,2
655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
656,2,3,5,7,14,3,9,1,10,21,6,7,12,18,12,2,9,35
657,2,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,2,0
658,0,0,0,1,0,0,1,0,0,1,0,1,0,0,2,0,1,1
659,7,15,25,28,66,17,35,7,65,86,21,28,59,77,57,7,38,162
660,1,2,3,3,11,2,5,1,6,7,5,10,9,10,9,0,9,19
661,0,1,1,3,8,1,7,1,4,16,1,1,7,9,6,0,3,19
662,1,2,2,2,6,2,3,1,7,10,1,1,5,8,6,0,2,17
663,1,1,1,1,6,1,2,0,3,4,2,4,4,5,4,0,4,9
664,0,1,2,2,7,1,3,0,7,4,2,3,4,7,5,0,3,13
665,0,2,3,2,6,1,3,0,6,5,6,0,4,8,5,0,4,13
666,1,6,6,6,13,3,9,1,16,12,10,7,12,17,14,2,10,35
667,0,0,1,1,4,3,4,1,4,3,4,3,6,7,1,0,3,11
668,0,1,2,0,3,1,0,1,3,3,1,1,3,3,2,0,2,6
669,21,19,13,4,51,20,16,10,29,64,28,33,46,60,43,5,39,115
670,26,40,4,21,10,11,26,2,30,55,18,37,81,31,28,0,45,95
671,5,6,5,3,17,6,5,3,28,11,6,5,15,19,15,1,10,40
672,68,22,52,32,12,14,0,0,102,85,8,5,82,72,42,4,12,188
673,19,28,17,22,19,11,10,2,17,39,30,42,55,46,25,2,68,60
674,20,29,19,25,24,11,9,2,37,54,19,29,58,50,27,4,46,93
675,36,52,32,43,41,20,17,6,98,79,23,47,103,88,50,6,76,171
676,18,25,17,22,20,11,8,2,28,55,18,22,51,45,24,3,27,96
677,22,32,20,25,24,11,9,3,43,62,19,22,61,53,29,3,35,111
678,25,36,22,28,26,13,12,4,43,69,29,25,70,59,33,4,54,112
679,1,1,1,1,0,1,0,0,3,1,1,0,2,2,1,0,1,4
680,24,9,20,12,4,6,0,0,37,23,7,8,31,28,15,1,17,58
681,5,6,4,6,5,2,2,0,9,10,4,7,12,11,6,1,8,22
682,1,0,0,1,0,0,0,0,1,1,0,0,1,0,1,0,0,2
683,2,0,1,1,2,0,0,0,2,2,2,0,3,2,1,0,1,5
684,1,1,4,1,4,1,1,1,4,6,3,1,6,5,3,0,1,13
685,6,3,4,5,3,2,2,1,8,11,2,5,10,11,5,0,6,20
686,8,4,5,5,4,3,3,1,9,9,4,11,14,12,7,0,14,19
687,87,50,64,69,42,39,28,23,126,115,84,77,168,143,81,10,162,240
688,7,3,4,5,5,2,2,1,8,9,8,4,13,11,5,0,9,20
689,5,2,4,5,3,2,1,1,4,10,6,3,10,9,4,0,5,18
690,6,3,3,3,1,2,1,1,6,6,5,3,10,6,4,0,4,16
691,3,2,2,2,0,0,0,2,0,9,2,0,5,3,3,0,2,9
692,3,2,3,3,1,1,1,0,3,6,2,3,6,5,3,0,3,11
693,9,3,7,0,9,2,14,8,12,23,10,7,20,17,13,2,12,40
694,8,18,21,18,58,24,20,12,25,98,22,34,65,59,46,9,42,137
695,6,10,10,10,31,12,11,7,28,47,10,12,35,34,24,4,20,77
696,1,1,1,1,10,4,1,1,1,12,1,6,6,8,6,0,7,13
697,11,9,14,9,13,6,7,4,18,28,13,14,25,29,17,2,22,51
69701,5,5,7,5,7,3,3,2,9,15,6,7,13,15,8,1,11,26
698,29,35,52,33,50,19,27,19,86,115,40,23,79,120,57,8,59,205
699,17,20,30,18,30,13,16,13,45,73,27,12,46,71,35,5,35,122
700,11,11,19,11,17,7,9,7,27,37,18,10,28,42,20,2,20,72
701,29,10,10,16,15,14,16,8,53,37,17,11,36,53,26,3,27,91
702,21,7,3,10,8,11,9,5,24,29,10,11,22,34,16,2,22,52
703,25,4,15,13,18,13,30,13,45,50,24,12,38,60,29,4,24,107
704,7,0,14,4,13,4,27,11,27,40,6,7,22,39,17,2,12,68
705,33,23,55,29,54,19,56,29,57,150,42,49,87,134,67,10,77,221
706,3,4,5,2,6,1,3,1,7,12,3,3,9,11,5,0,6,19
707,10,0,18,5,15,5,32,12,27,41,13,16,30,44,20,3,21,76
708,6,1,4,5,5,3,8,3,18,10,5,2,13,15,6,1,5,30
709,20,11,8,21,18,8,11,1,53,29,13,3,38,42,14,4,8,90
710,20,11,17,27,40,16,15,13,57,66,25,11,58,60,34,7,34,125
711,30,20,13,38,23,16,21,3,80,54,17,13,65,70,22,7,25,139
712,14,9,5,16,11,6,9,1,33,23,9,6,27,31,10,3,16,55
713,8,13,22,20,46,16,3,19,72,49,16,10,51,56,34,6,25,122
714,27,17,19,14,29,17,10,14,57,52,21,17,51,65,27,4,31,116
715,13,21,29,31,71,23,5,29,61,92,32,37,77,83,53,9,54,168
716,14,2,10,14,27,8,13,9,16,49,18,14,34,37,22,4,24,73
717,25,0,18,24,45,16,29,16,40,97,19,17,60,64,42,7,31,142
718,31,15,11,11,7,11,13,7,26,54,20,6,36,53,15,2,18,88
719,31,13,9,3,2,9,10,3,18,34,15,13,25,43,11,1,21,59
720,21,9,9,22,14,5,11,19,26,64,11,9,38,41,27,4,14,96
721,40,18,13,12,9,15,17,11,55,47,20,13,44,65,23,3,22,113
722,33,13,13,30,21,15,23,26,42,87,23,22,60,67,40,7,39,135
723,37,8,11,8,10,26,28,5,40,55,21,17,48,49,31,5,25,108
724,53,11,17,9,15,34,38,6,106,48,13,16,64,69,43,7,24,159
725,14,4,4,5,7,10,10,2,10,29,10,7,19,23,12,2,12,44
726,36,7,9,6,10,26,30,4,36,58,20,14,43,47,32,6,24,104
727,50,10,14,9,12,33,37,5,55,76,23,16,60,63,40,7,36,134
728,9,1,2,2,4,8,6,2,6,15,4,9,13,13,7,1,13,21
729,10,6,11,4,12,4,4,4,38,17,0,0,23,23,9,0,1,54
730,0,1,0,0,0,1,0,2,2,1,0,1,1,2,1,0,0,4
731,2,0,0,0,2,0,2,0,2,1,3,0,2,4,0,0,1,5
732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
733,8,5,10,4,16,3,3,4,10,17,14,12,20,24,8,1,24,29
734,32,24,39,17,7,13,10,2,73,38,15,18,54,61,25,4,21,123
735,24,13,26,13,33,9,9,11,34,46,23,35,51,59,24,4,55,83
736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
737,10,5,11,5,12,4,4,4,14,18,9,14,21,23,9,2,22,33
738,52,37,58,27,13,21,15,3,78,80,30,38,86,97,38,5,60,166
739,60,43,72,34,14,25,17,5,107,98,40,25,100,115,48,7,58,212
740,35,25,42,18,7,15,10,2,71,52,17,14,59,65,27,3,30,124
741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
743,17,10,21,9,27,6,6,9,31,44,18,12,40,45,18,2,33,72
744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
745,35,20,41,18,51,13,14,18,84,85,24,17,77,92,36,5,44,166
746,56,32,66,28,80,21,22,26,166,94,39,32,124,140,58,9,67,264
747,1,0,1,0,0,0,0,0,0,2,0,0,0,1,1,0,0,2
748,0,0,1,0,0,1,0,1,0,2,1,0,2,1,0,0,0,3
749,1,0,0,1,4,1,1,0,0,6,1,1,2,5,1,0,2,6
750,1,0,3,1,4,0,0,0,1,4,2,2,5,3,1,0,4,5
751,1,1,1,1,2,1,1,1,2,5,0,2,3,5,1,0,2,7
752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
753,14,7,5,5,2,1,1,0,8,5,8,14,8,10,7,10,25,10
754,0,1,1,2,3,1,1,2,4,3,3,1,5,5,1,0,4,7
755,141,65,38,44,37,14,12,0,115,144,59,33,113,190,41,7,96,255
756,59,29,18,19,16,5,5,0,63,48,29,11,49,81,19,2,33,118
757,27,11,7,9,6,2,2,0,28,16,10,10,20,35,8,1,12,52
758,91,40,23,28,24,8,7,0,99,85,22,15,71,120,26,4,33,188
759,5,2,2,2,1,0,1,0,5,7,0,1,4,8,1,0,0,13
760,35,22,15,42,29,18,23,3,92,64,23,8,73,79,25,10,30,157
761,32,35,31,37,17,4,5,13,95,54,19,6,67,77,23,7,29,145
762,15,15,14,16,6,2,3,5,39,23,9,5,29,34,10,3,12,64
763,7,10,7,11,4,0,0,2,26,10,3,2,15,19,5,2,5,36
764,22,22,25,26,12,3,4,8,43,49,18,12,49,52,16,5,32,90
765,7,3,1,1,3,0,0,0,4,7,4,0,5,7,3,0,0,15
766,16,33,34,60,66,41,28,20,86,115,47,50,112,126,52,8,86,212
767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
768,6,12,13,22,25,15,10,7,85,25,0,0,42,47,21,0,0,110
769,9,18,16,29,33,23,13,10,66,56,8,21,58,65,25,3,23,128
76902,1,1,1,2,2,1,1,0,4,3,1,1,3,4,2,0,1,8
770,5,9,8,16,22,12,8,5,24,28,14,19,31,37,15,2,28,57
771,13,27,28,51,57,36,23,16,85,94,34,38,93,108,44,6,65,186
772,7,13,13,25,28,18,12,8,37,55,20,12,47,53,21,3,30,94
773,12,11,12,13,6,1,3,4,29,17,12,4,24,27,8,3,12,50
774,20,20,23,25,10,3,4,8,72,30,8,3,44,48,16,5,13,100
775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
777,11,13,11,13,6,2,2,3,27,28,0,6,25,26,8,2,8,53
778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
780,23,5,5,12,11,11,14,7,46,27,10,5,27,41,18,2,16,72
781,29,7,3,15,10,16,11,5,44,34,10,8,27,44,22,3,18,78
782,32,7,4,15,12,17,13,7,51,38,7,11,31,48,24,4,19,88
783,3,3,3,3,5,2,2,2,19,3,1,0,8,12,3,0,1,22
784,23,4,24,56,61,24,25,16,57,77,51,48,87,100,40,6,78,155
785,3,0,3,8,9,3,3,2,11,11,6,3,11,14,6,0,7,24
786,4,0,6,9,14,6,4,2,13,17,9,6,18,19,7,1,13,32
787,6,1,6,16,19,6,6,5,15,33,4,13,26,27,11,1,19,46
788,3,0,3,7,8,3,3,3,4,10,13,3,11,15,4,0,6,24
789,2,5,4,9,13,7,4,4,13,24,4,7,17,23,7,1,7,41
790,3,9,8,13,15,12,7,4,15,33,11,12,26,32,12,1,24,47
791,20,5,25,52,60,23,25,14,68,72,43,41,84,97,38,5,68,156
792,13,4,11,6,1,2,0,0,23,4,4,6,11,11,5,10,8,29
793,6,0,5,12,16,5,5,3,23,20,8,1,20,22,8,2,9,43
794,1,1,1,2,1,3,1,0,3,3,4,0,4,4,2,0,0,10
795,3,3,1,0,8,2,1,1,6,7,2,4,5,8,6,0,2,17
796,6,5,2,0,21,6,4,2,14,12,11,9,12,18,15,1,14,32
797,2,3,2,0,7,1,1,0,2,5,1,8,5,6,5,0,7,9
798,2,3,7,3,10,7,3,6,8,18,4,11,14,21,6,0,8,33
799,0,0,1,0,6,3,0,1,3,5,3,0,3,4,4,0,4,7
800,0,0,2,0,5,2,0,0,5,4,0,0,2,5,2,0,2,7
801,1,0,0,0,6,0,1,0,1,6,0,1,3,3,2,0,1,7
802,3,1,2,0,8,2,1,0,1,4,6,6,5,5,7,0,8,9
803,0,1,0,0,3,0,1,2,1,1,0,5,3,2,2,0,5,2
804,47,28,56,25,69,18,19,22,92,137,26,29,106,120,51,7,46,238
805,6,7,5,1,18,7,5,2,13,24,5,9,14,22,14,1,11,40
806,4,2,1,0,8,4,2,2,5,11,2,5,6,11,6,0,6,17
807,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
808,0,0,1,1,2,1,3,2,2,4,1,3,5,4,1,0,3,7
809,0,2,0,0,4,2,0,0,2,4,0,2,3,3,2,0,3,5
810,3,1,1,0,2,0,0,0,1,5,0,1,3,1,3,0,1,6
811,4,3,2,0,9,4,3,1,4,15,1,6,8,10,7,1,4,22
812,6,5,4,1,15,7,4,2,12,22,3,7,13,15,15,1,12,32
813,2,1,2,1,5,2,2,2,5,6,5,1,6,9,2,0,3,14
814,11,7,14,0,24,34,26,18,40,59,19,16,49,61,22,2,28,106
815,5,7,12,5,21,12,8,13,17,36,10,20,30,39,13,1,22,61
816,0,0,0,0,0,0,1,2,0,3,0,0,0,1,2,0,0,3
817,1,0,2,0,3,4,4,2,4,7,0,5,5,8,3,0,3,13
818,1,1,1,0,4,2,1,1,2,5,3,1,4,6,1,0,2,9
819,2,1,3,0,4,8,7,6,8,11,5,7,13,13,5,0,8,23
820,5,3,5,0,11,13,11,6,16,26,0,12,19,27,8,0,9,45
821,4,2,3,6,2,1,3,4,3,12,5,5,8,10,6,1,6,19
822,4,1,1,3,2,1,4,4,3,13,3,1,9,7,4,0,2,18
823,4,3,1,7,4,1,2,4,3,13,5,5,8,12,5,1,6,20
824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
