"TAZ","HHINC1","HHINC2","HHINC3","HHINC4","HHINC5","HHINC6","HHINC7","HHINC8","HHSIZE1","HHSIZE2","HHSIZE3","HHSIZE4","HHWORK0","HHWORK1","HHWORK2","HHWORK3","HHWCHILD","HHWOCHILD"
2062,23,30,15,12,12,7,0,0,41,27,9,22,35,30,33,1,33,66
2063,2,4,1,1,1,1,0,0,6,4,0,0,4,3,3,0,1,9
2064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2067,1,1,0,0,1,1,0,0,2,1,0,1,2,1,1,0,1,3
2068,13,4,9,4,3,0,0,0,8,11,6,8,12,11,10,0,13,20
2069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2071,4,4,5,2,8,1,2,2,11,9,4,4,15,8,5,0,9,19
2072,55,14,19,7,20,5,2,3,86,21,6,12,67,38,17,3,18,107
2073,143,37,48,20,48,14,4,9,170,73,34,46,174,100,42,7,83,240
2074,4,8,11,2,2,0,5,2,18,8,4,4,18,11,4,1,7,27
2075,8,16,20,2,5,0,7,3,27,19,7,8,32,19,9,1,16,45
2076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2077,2,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,2
2078,1,1,0,1,1,0,0,0,1,3,0,0,1,3,0,0,0,4
2079,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
2080,44,42,26,20,28,16,16,6,109,43,26,20,94,68,35,1,47,151
2081,43,15,25,17,6,1,2,0,41,31,17,20,38,32,37,2,35,74
2082,9,3,5,4,0,0,1,0,12,1,6,3,8,7,7,0,8,14
2083,26,8,15,10,3,1,1,0,19,17,11,17,23,19,21,1,25,39
2084,25,10,15,9,4,2,1,0,18,21,5,22,23,21,21,1,24,42
2085,16,6,12,6,3,0,0,0,10,17,8,8,15,14,13,1,17,26
2086,64,42,23,39,42,0,0,0,86,69,27,28,61,81,60,8,64,146
2087,2,4,2,2,0,1,2,0,1,5,3,4,5,4,3,1,5,8
2088,2,6,5,2,3,0,0,0,5,7,6,0,8,4,6,0,1,17
2089,21,14,7,13,13,0,0,0,18,23,12,15,19,26,20,3,24,44
2090,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1
2091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2093,0,0,0,1,1,0,0,0,0,2,0,0,2,0,0,0,1,1
2094,12,10,20,20,26,21,10,10,30,69,10,20,56,35,34,4,24,105
2095,3,3,6,6,7,8,3,3,8,17,8,6,18,10,10,1,11,28
2096,3,5,3,5,11,5,4,2,8,16,5,9,16,11,10,1,14,24
2097,4,2,2,4,6,3,2,1,2,13,4,5,11,7,5,1,7,17
209701,10,4,6,13,19,7,5,2,8,34,12,12,30,19,15,2,20,46
2098,6,8,7,10,12,10,7,3,13,32,7,11,29,17,15,2,12,51
2099,17,38,43,53,59,32,5,6,55,109,39,50,109,82,51,11,73,180
209901,1,3,3,5,5,3,0,0,4,9,3,4,9,7,4,0,6,14
2100,33,29,38,21,37,13,10,17,51,87,28,32,108,60,26,4,49,149
2101,38,8,12,5,12,3,1,2,18,37,11,15,45,24,11,1,19,62
2102,34,9,13,4,14,3,1,2,35,22,13,10,45,24,10,1,24,56
2103,0,2,2,0,0,0,0,0,0,1,0,3,2,2,0,0,3,1
2104,9,10,11,6,10,3,3,6,14,25,8,11,30,18,9,1,14,44
2105,16,12,8,16,9,3,0,0,11,25,7,21,36,19,8,1,22,42
2106,26,19,12,25,17,6,0,0,27,45,12,21,57,31,15,2,33,72
2107,36,10,13,5,12,3,1,2,19,30,13,20,45,24,11,2,28,54
2108,30,7,12,5,11,2,0,2,17,28,9,15,39,21,8,1,24,45
2109,20,16,11,21,13,5,0,0,45,18,8,15,46,27,11,2,19,67
2110,23,17,12,23,14,6,0,0,26,30,19,20,51,30,13,1,35,60
2111,3,5,9,3,1,0,3,1,7,2,3,13,14,8,3,0,11,14
2112,1,1,1,1,0,0,0,0,1,1,1,1,2,1,1,0,1,3
2113,1,0,1,1,0,0,1,0,1,3,0,0,1,2,1,0,0,4
2114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2115,2,1,6,6,6,3,3,0,23,4,0,0,10,13,4,0,0,27
2116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2117,14,5,26,29,32,19,15,1,58,41,23,19,41,55,40,5,41,100
2118,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
2119,0,0,4,3,2,1,1,0,1,4,1,5,3,5,3,0,4,7
2120,1,0,7,4,7,3,2,0,7,10,5,2,6,10,6,2,5,19
2121,13,2,5,6,14,15,3,7,22,22,9,12,18,26,19,2,19,46
2122,28,4,12,18,34,35,8,16,70,74,9,2,44,61,44,6,4,151
2123,3,1,6,7,8,4,3,0,7,17,3,5,8,14,9,1,8,24
2124,10,1,5,6,14,11,2,5,9,22,7,16,16,20,16,2,22,32
2125,4,10,12,1,2,0,5,2,7,13,6,10,20,12,4,0,13,23
2126,4,12,12,1,2,0,5,2,9,11,5,13,23,11,4,0,16,22
2127,7,15,20,3,4,0,8,4,19,19,8,15,32,20,8,1,23,38
2128,1,2,2,1,0,0,0,0,3,2,1,0,2,4,0,0,0,6
2129,5,3,13,13,13,7,8,0,30,23,6,3,19,23,17,3,7,55
2130,0,1,1,0,0,0,0,0,2,0,0,0,1,1,0,0,0,2
2131,1,5,7,2,6,2,3,0,6,9,4,7,7,10,8,1,8,18
2132,0,1,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0,2
2133,1,9,7,4,5,2,3,0,10,13,1,7,9,11,10,1,9,22
2134,3,8,10,1,1,0,3,1,15,5,5,2,16,8,3,0,7,20
2135,2,10,15,6,7,6,6,0,19,13,8,12,15,20,15,2,19,33
2136,6,32,37,16,23,14,17,0,32,50,23,40,41,58,41,5,58,87
2137,1,9,11,4,8,4,4,0,8,18,4,11,13,16,11,1,13,28
2138,3,18,22,11,16,9,10,0,27,39,12,11,25,35,26,3,23,66
2139,8,1,4,6,10,12,2,4,6,21,6,14,13,20,13,1,18,29
2140,10,4,24,26,27,16,15,1,26,49,18,30,35,49,35,4,39,84
2141,31,5,13,19,37,37,8,19,23,77,31,38,48,66,49,6,56,113
2142,3,1,1,2,5,5,1,3,4,8,3,6,8,8,5,0,7,14
2143,11,2,6,7,13,14,3,7,19,23,8,13,19,25,17,2,17,46
2144,47,10,21,27,56,53,15,27,60,99,30,67,75,99,72,10,92,164
2145,11,13,12,9,6,2,6,3,13,30,9,10,17,25,18,2,17,45
2146,24,10,13,14,25,25,8,13,24,60,15,33,38,53,36,5,48,84
2147,48,60,54,40,22,13,30,14,68,106,56,51,84,108,78,11,99,182
2148,25,33,31,23,39,14,9,5,48,59,28,44,63,53,60,3,74,105
2149,17,21,19,14,22,9,6,3,24,32,19,36,40,33,37,1,48,63
2150,19,25,22,15,8,5,12,6,22,49,19,22,27,37,42,6,31,81
2151,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1
2152,11,16,15,12,18,7,4,2,12,38,20,15,30,24,30,1,28,57
2153,45,44,27,22,30,18,17,6,61,61,32,55,99,71,37,2,76,133
2154,46,42,27,22,29,17,17,6,41,76,36,53,98,70,37,1,70,136
2155,41,39,23,20,26,17,16,7,47,81,20,41,89,65,34,1,59,130
2156,34,43,39,31,46,19,12,7,60,74,48,49,82,68,78,3,77,154
2157,43,59,53,39,63,24,15,10,78,85,66,77,110,91,101,4,127,179
2158,96,92,55,46,61,37,36,14,250,176,7,4,207,149,79,2,10,427
2159,23,27,23,18,32,11,7,4,39,81,11,14,50,45,48,2,21,124
2160,31,29,17,26,46,22,11,5,29,57,38,63,89,56,37,5,89,98
2161,29,25,17,19,34,24,5,2,46,68,15,26,66,51,32,6,33,122
2162,90,41,62,86,77,47,49,0,118,160,89,85,192,149,93,18,159,293
2163,19,61,74,89,104,60,5,10,144,126,68,84,178,141,86,17,143,279
2164,35,33,22,23,41,31,7,3,30,85,37,43,82,65,40,8,65,130
2165,12,12,9,9,15,11,2,1,16,30,10,15,31,24,14,2,20,51
2166,121,54,83,118,106,66,68,0,148,194,110,164,262,203,127,24,251,365
2167,85,71,31,107,70,15,37,14,100,148,63,119,182,141,90,17,182,248
2168,18,10,9,20,15,6,8,1,20,40,13,14,37,30,17,3,26,61
2169,36,30,13,46,32,7,16,7,75,72,22,18,79,62,39,7,25,162
2170,17,16,8,23,15,5,7,2,36,42,5,10,40,30,20,3,14,79
2171,12,10,6,18,18,4,8,3,35,24,9,11,34,26,15,4,13,66
217103,21,16,10,32,31,6,15,5,60,42,16,18,58,44,27,7,23,113
2172,7,9,10,13,14,6,9,9,13,34,12,18,32,24,19,2,21,56
2200,9,15,8,3,18,5,11,6,16,34,10,15,26,28,17,4,19,56
2201,50,102,72,108,142,82,40,9,164,241,103,97,177,248,157,23,153,452
2202,13,10,17,5,29,9,4,2,19,39,18,13,30,34,22,3,22,67
2203,60,67,46,102,70,114,30,1,169,212,53,56,205,165,95,25,89,401
2204,23,12,12,6,17,11,4,0,23,41,11,10,35,31,18,1,13,72
2205,23,12,11,11,30,16,5,1,23,59,13,14,43,41,23,2,21,88
2206,5,4,4,7,12,9,3,3,17,17,6,7,20,15,10,2,10,37
220602,2,1,1,2,6,3,1,1,7,6,2,2,7,6,3,1,4,13
2207,7,3,3,2,5,2,2,0,5,13,3,3,10,9,4,1,6,18
2208,8,6,4,3,2,2,2,0,4,17,2,4,12,8,6,1,4,23
2209,18,17,25,10,43,14,7,3,45,65,10,17,47,54,32,4,15,122
2210,176,99,70,72,142,102,66,19,337,215,87,107,314,248,145,39,167,579
2211,18,8,7,4,10,7,3,0,20,28,4,5,23,21,12,1,7,50
2212,16,8,10,3,10,7,2,0,15,26,7,8,25,19,11,1,11,45
2213,27,16,13,12,23,16,6,0,32,55,9,17,46,39,24,4,23,90
2214,72,26,47,58,81,15,30,27,100,179,40,37,153,103,89,11,50,306
2215,10,19,20,26,30,12,15,14,34,70,17,25,62,47,33,4,35,111
2216,10,6,10,10,3,8,7,1,11,27,6,11,25,16,12,2,13,42
2217,11,2,6,8,13,1,3,3,10,20,7,10,20,12,14,1,14,33
2218,18,4,8,10,16,2,5,4,10,38,10,9,30,18,17,2,14,53
2219,17,4,8,9,16,1,4,4,6,41,9,7,28,17,16,2,13,50
2220,5,12,27,41,31,24,7,6,33,58,29,33,66,42,40,5,43,110
2221,12,8,20,19,30,20,11,10,31,58,16,25,58,34,33,5,33,97
2222,3,9,21,29,23,19,6,6,19,58,17,22,52,30,30,4,30,86
2223,8,12,8,15,24,17,13,6,17,45,18,23,46,28,26,3,38,65
2224,2,6,4,7,9,11,5,2,6,19,12,9,19,12,14,1,14,32
2225,15,24,17,29,45,34,24,12,37,95,18,50,88,52,53,7,56,144
2226,38,24,11,31,16,9,11,4,25,65,29,25,62,44,27,11,35,109
2227,24,14,8,22,11,6,7,2,22,28,20,24,41,29,18,6,31,63
2228,9,15,10,18,31,21,16,7,22,62,14,29,56,33,34,4,33,94
2229,7,5,10,11,5,4,4,0,10,19,7,10,22,15,8,1,13,33
2230,11,8,15,15,8,6,7,1,19,32,9,11,32,25,13,1,13,58
2231,23,18,26,24,17,12,12,2,34,49,23,28,63,44,24,3,35,99
2232,9,6,13,12,9,5,5,0,18,26,9,6,27,21,10,1,11,48
2233,2,1,4,3,2,1,3,0,2,9,2,3,7,6,3,0,2,14
2234,7,11,12,26,18,11,8,6,25,40,16,18,45,35,17,2,23,76
2235,6,13,8,30,18,11,7,7,15,62,6,17,46,34,18,2,24,76
2236,4,7,3,3,5,1,1,0,10,8,4,2,12,8,4,0,3,21
2237,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
2238,11,9,6,9,19,9,4,2,14,35,7,13,33,21,13,2,16,53
2239,2,1,1,2,2,2,0,0,1,5,1,3,5,4,1,0,2,8
2240,4,5,2,3,8,3,1,1,6,13,3,5,12,9,5,1,6,21
2241,7,6,4,5,11,6,2,1,7,19,7,9,21,12,8,1,11,31
2242,11,6,8,10,9,4,5,5,2,35,12,9,26,18,11,3,17,41
2243,20,14,22,18,14,10,11,12,53,57,7,4,52,38,23,8,5,116
2244,16,15,6,23,14,3,7,3,23,31,15,18,39,28,17,3,22,65
2245,6,5,8,8,7,3,5,5,13,20,6,8,21,15,8,3,7,40
2246,13,10,5,18,14,3,6,2,17,27,13,14,30,22,14,5,21,50
2247,15,11,17,17,13,7,10,10,28,40,14,18,44,31,18,7,20,80
2248,14,9,4,11,8,3,4,2,12,24,8,11,23,17,10,5,13,42
2249,17,12,5,18,12,3,6,3,17,36,9,14,32,25,15,4,15,61
2250,33,19,9,24,12,6,9,3,22,51,16,26,50,36,20,9,27,88
2251,19,11,18,41,57,14,27,9,43,86,34,33,85,60,36,15,45,151
2252,11,7,10,22,33,9,14,5,19,48,13,31,48,35,19,9,31,80
2253,2,18,11,0,12,5,11,6,20,29,10,6,28,23,12,2,12,53
2254,6,25,16,10,17,19,12,5,33,51,12,14,39,43,25,3,21,89
2255,6,46,7,20,9,30,15,12,41,56,19,29,45,49,46,5,35,110
2256,7,4,6,1,11,4,1,1,8,15,4,8,13,13,8,1,7,28
2257,7,5,8,2,12,4,3,1,14,20,3,5,15,16,10,1,7,35
2258,12,9,13,4,23,8,4,1,24,37,3,10,26,27,18,3,12,62
2259,8,5,7,2,9,5,2,0,9,20,5,4,15,14,9,0,5,33
2260,35,17,18,8,23,16,5,0,36,55,19,12,49,45,27,1,26,96
2261,33,17,16,10,21,16,6,0,33,54,16,16,49,42,26,2,25,94
2262,0,0,0,1,0,0,0,1,0,2,0,0,2,0,0,0,0,2
2263,0,10,26,37,27,22,5,4,24,53,25,29,57,35,35,4,41,90
2264,3,3,2,3,7,6,3,1,6,9,4,9,15,6,7,0,8,20
2265,16,9,7,13,13,19,7,4,19,38,13,18,38,25,19,6,22,66
2266,6,4,1,4,1,0,5,0,6,9,1,5,8,7,5,1,3,18
2267,8,6,9,7,7,4,6,5,8,28,2,14,24,15,9,4,15,37
2268,33,28,17,23,48,23,11,5,95,79,9,5,89,58,36,5,25,163
2269,9,4,9,7,11,7,2,1,10,28,6,6,24,15,10,1,6,44
2270,11,17,9,9,10,8,1,1,17,28,10,11,31,22,12,1,19,47
2271,10,6,10,8,12,8,3,2,20,19,10,10,25,20,12,2,18,41
2272,7,7,4,11,9,6,2,3,11,20,10,8,22,16,10,1,10,39
2300,3,5,6,8,9,4,4,4,9,20,6,8,18,15,9,1,11,32
2301,9,2,6,6,10,1,3,2,9,22,4,4,17,11,10,1,7,32
2302,2,0,1,2,3,0,0,0,4,4,0,0,3,3,2,0,1,7
2303,15,6,9,10,16,4,6,4,14,34,7,15,31,19,17,3,17,53
2304,9,15,10,12,18,12,3,1,18,36,16,10,33,32,15,0,18,62
2305,4,2,6,8,6,5,3,1,6,16,7,6,17,9,8,1,10,25
2306,8,4,12,17,17,8,4,3,11,33,15,14,33,20,18,2,22,51
2307,20,7,14,17,24,7,7,5,23,47,11,20,45,29,25,2,21,80
2308,10,15,9,12,20,13,4,2,22,45,9,9,35,33,17,0,10,75
2309,8,15,15,20,27,8,13,11,20,64,16,17,51,37,26,3,27,90
2310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2311,0,2,1,3,4,0,0,0,1,5,1,3,4,3,3,0,3,7
2312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2313,3,6,6,10,10,3,5,5,4,22,8,14,20,15,12,1,14,34
2314,0,2,2,1,4,0,1,0,4,2,4,0,6,2,2,0,1,9
2315,1,1,2,5,3,1,5,0,7,9,1,1,8,5,5,0,1,17
2316,0,0,1,1,0,0,0,1,1,1,1,0,3,0,0,0,0,3
2317,9,12,13,21,12,4,14,3,26,41,10,11,39,28,19,2,16,72
2318,7,12,13,19,13,6,15,5,22,52,8,8,40,28,20,2,10,80
2319,22,30,32,51,28,14,36,8,44,125,23,29,94,70,50,7,34,187
2320,18,25,29,45,25,12,31,7,44,98,23,27,82,61,44,5,33,159
2321,3,5,6,8,3,2,5,1,9,18,3,3,13,11,8,1,5,28
2322,11,14,17,27,14,7,19,4,23,65,13,12,47,36,27,3,18,95
2323,5,1,2,5,3,0,2,0,2,12,2,2,8,5,5,0,5,13
2324,0,2,5,9,7,6,1,1,6,15,5,5,13,7,10,1,7,24
2325,3,7,10,17,15,13,2,2,10,31,13,15,30,20,17,2,20,49
2326,10,18,9,14,19,14,3,2,23,50,8,8,36,34,19,0,10,79
2327,1,3,1,2,3,5,2,2,7,8,2,2,9,4,6,0,3,16
2328,10,15,9,13,19,12,3,1,15,45,10,12,35,31,16,0,16,66
2329,17,18,7,18,23,14,5,3,24,49,15,17,49,27,26,3,22,83
2330,5,1,4,3,4,4,1,1,5,11,3,4,11,7,5,0,3,20
2331,14,11,15,13,14,11,5,2,15,34,21,15,33,29,20,3,26,59
2332,10,6,11,12,7,5,5,0,10,29,7,10,26,18,11,1,15,41
2333,12,6,8,8,5,6,4,0,10,23,6,10,22,15,12,0,14,35
2334,12,9,18,15,8,7,8,2,22,41,7,9,36,27,14,2,10,69
2335,26,14,6,19,30,16,2,6,29,57,13,20,55,41,21,2,29,90
2336,9,4,2,7,9,5,1,2,6,20,5,8,18,13,7,1,9,30
2337,22,12,5,16,26,15,3,4,18,57,11,17,48,35,18,2,17,86
2338,31,17,9,21,35,19,3,6,24,74,22,21,65,48,25,3,23,118
2339,16,8,5,14,19,11,3,3,15,34,9,21,36,28,13,2,20,59
2340,2,0,3,9,2,2,3,0,9,7,0,5,12,7,2,0,3,18
2341,21,12,6,15,22,14,2,4,12,49,14,21,44,33,17,2,26,70
2342,3,1,5,6,4,5,6,0,10,16,1,3,13,11,5,1,4,26
2343,3,9,5,22,14,8,4,4,13,37,8,11,31,24,13,1,12,57
2344,3,12,6,26,16,10,5,5,14,53,6,10,38,29,15,1,14,69
2345,25,36,13,42,16,11,1,1,32,80,16,17,66,50,26,3,21,124
2346,9,14,4,13,5,3,0,0,10,27,5,6,23,16,8,1,6,42
2347,4,2,0,0,3,2,0,0,4,5,0,2,7,2,2,0,2,9
2348,8,13,7,6,8,6,1,0,10,26,5,8,24,14,10,1,9,40
2349,25,23,22,19,27,21,4,3,29,76,16,23,69,43,28,4,26,118
2350,2,1,3,3,3,3,0,0,4,6,2,3,8,4,3,0,2,13
2351,7,3,9,6,6,9,2,1,7,23,6,7,21,13,8,1,8,35
2352,14,5,13,11,14,13,3,1,16,32,10,16,35,23,14,2,17,57
2353,11,4,11,9,11,13,2,1,11,35,8,8,29,20,12,1,11,51
2354,5,3,1,3,3,0,1,0,4,7,0,5,8,5,3,0,4,12
2355,23,11,7,15,14,22,5,4,22,50,18,11,43,32,19,7,17,84
2356,10,5,3,9,5,1,2,1,10,17,2,7,17,11,6,2,8,28
2357,9,5,10,21,27,7,13,4,28,39,18,11,42,30,17,7,21,75
2358,38,18,13,26,23,35,9,7,34,84,21,30,74,51,31,13,35,134
2359,8,4,5,6,6,7,2,1,9,18,8,4,18,12,7,2,6,33
2360,6,3,3,7,4,3,4,2,11,13,5,3,14,9,8,1,5,27
2361,10,4,3,6,7,9,2,1,13,20,4,5,19,12,7,4,8,34
2362,6,3,3,8,5,2,4,0,10,11,4,6,13,9,9,0,7,24
2363,13,6,6,11,7,11,4,2,13,30,8,9,28,17,11,4,14,46
2364,4,3,3,4,4,5,1,0,4,14,5,1,12,7,4,1,4,20
2365,22,19,11,17,34,14,8,3,22,75,11,20,61,40,24,3,21,107
2366,20,22,12,15,26,13,4,2,25,58,13,18,54,35,22,3,22,92
2367,16,26,13,13,17,12,1,1,17,60,7,15,46,30,20,3,17,82
2368,24,38,14,48,20,14,3,3,41,76,22,25,74,57,30,3,41,123
2369,10,13,4,15,7,5,0,0,14,22,10,8,25,18,10,1,14,40
2370,19,32,14,14,22,14,2,2,26,56,16,21,57,36,23,3,25,94
2371,10,15,9,8,10,7,1,1,10,33,8,10,29,18,12,2,12,49
2372,15,14,9,11,22,10,5,2,16,49,12,11,42,26,17,3,13,75
2373,8,7,4,6,13,5,3,1,8,27,6,6,23,14,9,1,9,38
2374,8,8,4,6,16,8,3,1,10,32,5,7,25,18,10,1,8,46
2375,17,12,8,11,23,10,7,2,14,55,11,10,43,28,17,2,12,78
2376,7,6,3,6,11,5,2,1,16,16,5,4,19,13,8,1,6,35
2377,13,12,7,9,22,10,6,1,13,44,7,16,37,26,15,2,17,63
2378,6,7,3,4,11,4,3,2,10,17,4,9,18,12,9,1,10,30
2379,21,52,51,0,43,25,0,0,45,103,24,20,85,55,49,3,30,162
2380,7,14,15,2,13,7,1,0,12,29,9,9,25,18,15,1,16,43
2381,9,24,20,0,19,10,0,0,15,48,7,12,37,23,21,1,14,68
2382,2,2,1,3,2,1,1,1,2,7,2,2,7,4,2,0,4,9
2383,10,6,5,10,7,2,5,1,7,27,6,6,21,14,11,0,11,35
2384,59,31,37,72,40,23,34,7,54,169,38,42,133,87,77,6,58,245
2385,27,13,17,33,19,10,16,3,25,67,22,24,60,40,35,3,33,105
2386,26,22,6,19,25,13,2,1,34,48,18,14,57,30,25,2,20,94
2387,40,35,9,29,44,19,2,2,41,87,23,29,92,46,39,3,32,148
2388,4,1,4,2,1,1,1,0,3,6,2,3,6,5,3,0,1,13
2389,7,4,14,18,9,9,12,1,23,34,7,10,31,29,11,3,13,61
2390,3,3,0,1,2,1,0,0,3,4,0,3,3,6,1,0,4,6
2391,11,18,17,24,28,11,15,14,20,59,27,32,58,44,32,4,38,100
2392,4,10,7,24,19,9,6,6,10,58,10,7,40,29,15,1,13,72
2393,4,8,6,20,14,7,6,5,9,30,15,16,31,26,12,1,21,49
